"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR17157370","SRR6336387","SRR13927143","SRR5045015","SRR5120855","SRR13998275","SRR9829550","SRR8263929","SRR2925325","SRR17301395","SRR21444162","SRR8397793","SRR1501621","SRR16541714","SRR7533570"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"EALADMDM_04494","HJABCHPJ_03055","CGMOJNOD_03634","GBEFCADI_03494","FNJBPPJM_03679","LKPHJNHD_04506","HNDMNLJI_04546","LHINIOFH_04470","FIMGBLAB_03470","FKHKIMAB_03509","DFNKOOAA_03685","NJIAIJFG_03815","EKJACIOD_02370","OCDDHKAI_02746","AJEFFGBP_04606"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"EALADMDM_04096","HJABCHPJ_03508","CGMOJNOD_03468","GBEFCADI_03614","FNJBPPJM_03799","LKPHJNHD_04238","HNDMNLJI_03780","LHINIOFH_03618","FIMGBLAB_03845","FKHKIMAB_03885","DFNKOOAA_02321","NJIAIJFG_03552","EKJACIOD_04423","OCDDHKAI_03260","AJEFFGBP_04127"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"EALADMDM_04091","HJABCHPJ_03513","CGMOJNOD_03473","GBEFCADI_03609","FNJBPPJM_03794","LKPHJNHD_04233","HNDMNLJI_03785","LHINIOFH_03623","FIMGBLAB_03850","FKHKIMAB_03890","DFNKOOAA_02316","NJIAIJFG_03557","EKJACIOD_04418","OCDDHKAI_03265","AJEFFGBP_04132"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"EALADMDM_04087","HJABCHPJ_03517","CGMOJNOD_03477","GBEFCADI_03605","FNJBPPJM_03790","LKPHJNHD_04229","HNDMNLJI_03789","LHINIOFH_03627","FIMGBLAB_03854","FKHKIMAB_03894","DFNKOOAA_02312","NJIAIJFG_03561","EKJACIOD_04414","OCDDHKAI_03269","AJEFFGBP_04136"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"EALADMDM_04079","HJABCHPJ_03525","CGMOJNOD_03485","GBEFCADI_03597","FNJBPPJM_03782","LKPHJNHD_04221","HNDMNLJI_03797","LHINIOFH_03635","FIMGBLAB_03862","FKHKIMAB_03902","DFNKOOAA_02304","NJIAIJFG_03569","EKJACIOD_04406","OCDDHKAI_03277","AJEFFGBP_04144"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"EALADMDM_04056","HJABCHPJ_03548","CGMOJNOD_03508","GBEFCADI_03574","FNJBPPJM_03759","LKPHJNHD_04198","HNDMNLJI_03820","LHINIOFH_03658","FIMGBLAB_03885","FKHKIMAB_03925","DFNKOOAA_02281","NJIAIJFG_03592","EKJACIOD_04383","OCDDHKAI_03300","AJEFFGBP_04167"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"EALADMDM_04232","HJABCHPJ_04480","CGMOJNOD_04046","GBEFCADI_04383","FNJBPPJM_04467","LKPHJNHD_04443","HNDMNLJI_04013","LHINIOFH_04407","FIMGBLAB_04427","FKHKIMAB_04439","DFNKOOAA_04335","NJIAIJFG_04175","EKJACIOD_04516","OCDDHKAI_03808","AJEFFGBP_04351"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"EALADMDM_04013","HJABCHPJ_00417","CGMOJNOD_03974","GBEFCADI_01045","FNJBPPJM_01571","LKPHJNHD_04157","HNDMNLJI_04121","LHINIOFH_04294","FIMGBLAB_01181","FKHKIMAB_01180","DFNKOOAA_04188","NJIAIJFG_03924","EKJACIOD_01572","OCDDHKAI_04019","AJEFFGBP_04099"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"EALADMDM_04017","HJABCHPJ_00413","CGMOJNOD_03970","GBEFCADI_01049","FNJBPPJM_01567","LKPHJNHD_04153","HNDMNLJI_04117","LHINIOFH_04298","FIMGBLAB_01185","FKHKIMAB_01184","DFNKOOAA_04184","NJIAIJFG_03920","EKJACIOD_01568","OCDDHKAI_04023","AJEFFGBP_04095"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"EALADMDM_02277","HJABCHPJ_00019","CGMOJNOD_04244","GBEFCADI_01443","FNJBPPJM_01172","LKPHJNHD_02378","HNDMNLJI_02066","LHINIOFH_01243","FIMGBLAB_01582","FKHKIMAB_01579","DFNKOOAA_03365","NJIAIJFG_00371","EKJACIOD_01174","OCDDHKAI_04149","AJEFFGBP_03248"
"yjgN_1","","Inner membrane protein YjgN",905,905,1,1,4988,NA,NA,"",752,848,847,"EALADMDM_04489","HJABCHPJ_00195","CGMOJNOD_01780","GBEFCADI_01267","FNJBPPJM_01348","LKPHJNHD_03081","HNDMNLJI_02407","LHINIOFH_01419","FIMGBLAB_01404","FKHKIMAB_01403","DFNKOOAA_03200","NJIAIJFG_00195","EKJACIOD_01350","OCDDHKAI_00634","AJEFFGBP_02857"
"group_1092","","hypothetical protein",905,905,1,1,2437,NA,NA,"",698,974,973,"EALADMDM_04431","HJABCHPJ_03107","CGMOJNOD_04316","GBEFCADI_03546","FNJBPPJM_03731","LKPHJNHD_04541","HNDMNLJI_04343","LHINIOFH_04622","FIMGBLAB_03419","FKHKIMAB_03458","DFNKOOAA_03737","NJIAIJFG_04429","EKJACIOD_02318","OCDDHKAI_04286","AJEFFGBP_04480"
"aceB","","Malate synthase A",905,905,1,1,889,NA,NA,"",1298,1601,1598,"EALADMDM_03989","HJABCHPJ_00441","CGMOJNOD_04371","GBEFCADI_01021","FNJBPPJM_01595","LKPHJNHD_04181","HNDMNLJI_04206","LHINIOFH_04270","FIMGBLAB_01157","FKHKIMAB_01156","DFNKOOAA_04212","NJIAIJFG_03948","EKJACIOD_01596","OCDDHKAI_04360","AJEFFGBP_04123"
"prr","","Gamma-aminobutyraldehyde dehydrogenase",905,905,1,1,3242,NA,NA,"",1397,1445,1424,"EALADMDM_00681","HJABCHPJ_01602","CGMOJNOD_01319","GBEFCADI_01738","FNJBPPJM_02141","LKPHJNHD_02016","HNDMNLJI_00718","LHINIOFH_00545","FIMGBLAB_01877","FKHKIMAB_02287","DFNKOOAA_00130","NJIAIJFG_00519","EKJACIOD_02071","OCDDHKAI_03226","AJEFFGBP_00913"
"group_1135","","hypothetical protein",905,905,1,1,1575,NA,NA,"",953,3956,3869,"EALADMDM_04159","HJABCHPJ_03150","CGMOJNOD_02738","GBEFCADI_02619","FNJBPPJM_02804","LKPHJNHD_01455","HNDMNLJI_04050","LHINIOFH_02376","FIMGBLAB_03032","FKHKIMAB_03075","DFNKOOAA_01645","NJIAIJFG_04468","EKJACIOD_03054","OCDDHKAI_03970","AJEFFGBP_04393"
"ybiT","","putative ABC transporter ATP-binding protein YbiT",905,905,1,1,4411,NA,NA,"",977,1595,1590,"EALADMDM_03790","HJABCHPJ_04292","CGMOJNOD_03075","GBEFCADI_00603","FNJBPPJM_00739","LKPHJNHD_03845","HNDMNLJI_03778","LHINIOFH_04179","FIMGBLAB_00739","FKHKIMAB_00738","DFNKOOAA_04090","NJIAIJFG_04555","EKJACIOD_00740","OCDDHKAI_03118","AJEFFGBP_03919"
"ttdA_1","","L(+)-tartrate dehydratase subunit alpha",905,905,1,1,1199,NA,NA,"",617,854,843,"EALADMDM_02118","HJABCHPJ_03754","CGMOJNOD_04405","GBEFCADI_03946","FNJBPPJM_04131","LKPHJNHD_03259","HNDMNLJI_04384","LHINIOFH_04367","FIMGBLAB_04091","FKHKIMAB_04369","DFNKOOAA_02685","NJIAIJFG_04163","EKJACIOD_03297","OCDDHKAI_04420","AJEFFGBP_04552"
"dtpA","","Dipeptide and tripeptide permease A",905,905,1,1,3083,NA,NA,"",938,1511,1504,"EALADMDM_01712","HJABCHPJ_02815","CGMOJNOD_00319","GBEFCADI_02928","FNJBPPJM_03113","LKPHJNHD_01152","HNDMNLJI_00856","LHINIOFH_03005","FIMGBLAB_03396","FKHKIMAB_03435","DFNKOOAA_01684","NJIAIJFG_01985","EKJACIOD_04021","OCDDHKAI_01236","AJEFFGBP_01035"
"cfxP","","Phosphoribulokinase, plasmid",905,905,1,1,126,NA,NA,"",749,869,868,"EALADMDM_01295","HJABCHPJ_01261","CGMOJNOD_00507","GBEFCADI_02214","FNJBPPJM_01662","LKPHJNHD_00351","HNDMNLJI_01869","LHINIOFH_01970","FIMGBLAB_02355","FKHKIMAB_01662","DFNKOOAA_00923","NJIAIJFG_01200","EKJACIOD_01616","OCDDHKAI_00253","AJEFFGBP_00423"
"nudE","","ADP compounds hydrolase NudE",905,905,1,1,161,NA,NA,"",563,596,563,"EALADMDM_01325","HJABCHPJ_01231","CGMOJNOD_00477","GBEFCADI_02184","FNJBPPJM_01692","LKPHJNHD_00321","HNDMNLJI_01899","LHINIOFH_01940","FIMGBLAB_02325","FKHKIMAB_01692","DFNKOOAA_00893","NJIAIJFG_01170","EKJACIOD_01646","OCDDHKAI_00223","AJEFFGBP_00453"
"igaA","","Intracellular growth attenuator protein igaA",905,905,1,1,162,NA,NA,"",1997,2132,2131,"EALADMDM_01326","HJABCHPJ_01230","CGMOJNOD_00476","GBEFCADI_02183","FNJBPPJM_01693","LKPHJNHD_00320","HNDMNLJI_01900","LHINIOFH_01939","FIMGBLAB_02324","FKHKIMAB_01693","DFNKOOAA_00892","NJIAIJFG_01169","EKJACIOD_01647","OCDDHKAI_00222","AJEFFGBP_00454"
"hslR","","Heat shock protein 15",905,905,1,1,164,NA,NA,"",326,401,400,"EALADMDM_01328","HJABCHPJ_01228","CGMOJNOD_00474","GBEFCADI_02181","FNJBPPJM_01695","LKPHJNHD_00318","HNDMNLJI_01902","LHINIOFH_01937","FIMGBLAB_02322","FKHKIMAB_01695","DFNKOOAA_00890","NJIAIJFG_01167","EKJACIOD_01649","OCDDHKAI_00220","AJEFFGBP_00456"
"rhmR_1","","putative HTH-type transcriptional regulator RhmR",905,905,1,1,204,NA,NA,"",608,755,754,"EALADMDM_01364","HJABCHPJ_01192","CGMOJNOD_00438","GBEFCADI_02145","FNJBPPJM_01731","LKPHJNHD_00282","HNDMNLJI_01938","LHINIOFH_01901","FIMGBLAB_02286","FKHKIMAB_01731","DFNKOOAA_00854","NJIAIJFG_01131","EKJACIOD_01685","OCDDHKAI_00184","AJEFFGBP_00492"
"malP_1","","Maltodextrin phosphorylase",905,905,1,1,205,NA,NA,"",2372,2447,2446,"EALADMDM_01365","HJABCHPJ_01191","CGMOJNOD_00437","GBEFCADI_02144","FNJBPPJM_01732","LKPHJNHD_00281","HNDMNLJI_01939","LHINIOFH_01900","FIMGBLAB_02285","FKHKIMAB_01732","DFNKOOAA_00853","NJIAIJFG_01130","EKJACIOD_01686","OCDDHKAI_00183","AJEFFGBP_00493"
"yhhX","","putative oxidoreductase YhhX",905,905,1,1,216,NA,NA,"",500,1037,1036,"EALADMDM_01375","HJABCHPJ_01181","CGMOJNOD_00427","GBEFCADI_02134","FNJBPPJM_01742","LKPHJNHD_00271","HNDMNLJI_01949","LHINIOFH_01890","FIMGBLAB_02275","FKHKIMAB_01742","DFNKOOAA_00843","NJIAIJFG_01120","EKJACIOD_01696","OCDDHKAI_00173","AJEFFGBP_00503"
"lacG","","Lactose transport system permease protein LacG",905,905,1,1,229,NA,NA,"",500,845,844,"EALADMDM_01386","HJABCHPJ_01171","CGMOJNOD_00416","GBEFCADI_02124","FNJBPPJM_01753","LKPHJNHD_00260","HNDMNLJI_01960","LHINIOFH_01879","FIMGBLAB_02264","FKHKIMAB_01753","DFNKOOAA_00832","NJIAIJFG_01109","EKJACIOD_01707","OCDDHKAI_00162","AJEFFGBP_00514"
"pitA","","Low-affinity inorganic phosphate transporter 1",905,905,1,1,267,NA,NA,"",716,1496,1495,"EALADMDM_01420","HJABCHPJ_01137","CGMOJNOD_00382","GBEFCADI_02090","FNJBPPJM_01787","LKPHJNHD_00226","HNDMNLJI_01994","LHINIOFH_01845","FIMGBLAB_02230","FKHKIMAB_01787","DFNKOOAA_00798","NJIAIJFG_01075","EKJACIOD_01741","OCDDHKAI_00128","AJEFFGBP_00548"
"uspB","","Universal stress protein B",905,905,1,1,268,NA,NA,"",242,335,334,"EALADMDM_01421","HJABCHPJ_01136","CGMOJNOD_00381","GBEFCADI_02089","FNJBPPJM_01788","LKPHJNHD_00225","HNDMNLJI_01995","LHINIOFH_01844","FIMGBLAB_02229","FKHKIMAB_01788","DFNKOOAA_00797","NJIAIJFG_01074","EKJACIOD_01742","OCDDHKAI_00127","AJEFFGBP_00549"
"yhjE","","Inner membrane metabolite transport protein YhjE",905,905,1,1,288,NA,NA,"",1100,1322,1321,"EALADMDM_01440","HJABCHPJ_01117","CGMOJNOD_00362","GBEFCADI_02070","FNJBPPJM_01807","LKPHJNHD_00206","HNDMNLJI_02014","LHINIOFH_01825","FIMGBLAB_02210","FKHKIMAB_01807","DFNKOOAA_00778","NJIAIJFG_01054","EKJACIOD_01761","OCDDHKAI_00108","AJEFFGBP_00568"
"group_1190","","hypothetical protein",905,905,1,1,289,NA,NA,"",1895,2060,2059,"EALADMDM_01441","HJABCHPJ_01116","CGMOJNOD_00361","GBEFCADI_02069","FNJBPPJM_01808","LKPHJNHD_00205","HNDMNLJI_02015","LHINIOFH_01824","FIMGBLAB_02209","FKHKIMAB_01808","DFNKOOAA_00777","NJIAIJFG_01053","EKJACIOD_01762","OCDDHKAI_00107","AJEFFGBP_00569"
"bcsE","","Cyclic di-GMP binding protein BcsE",905,905,1,1,302,NA,NA,"",1445,1559,1555,"EALADMDM_01453","HJABCHPJ_01104","CGMOJNOD_00349","GBEFCADI_02057","FNJBPPJM_01820","LKPHJNHD_00193","HNDMNLJI_02027","LHINIOFH_01812","FIMGBLAB_02197","FKHKIMAB_01820","DFNKOOAA_00765","NJIAIJFG_01041","EKJACIOD_01774","OCDDHKAI_00095","AJEFFGBP_00581"
"eptB","","Kdo(2)-lipid A phosphoethanolamine 7''-transferase",905,905,1,1,316,NA,NA,"",560,1691,1689,"EALADMDM_01467","HJABCHPJ_01090","CGMOJNOD_00335","GBEFCADI_02043","FNJBPPJM_01834","LKPHJNHD_00179","HNDMNLJI_02041","LHINIOFH_01798","FIMGBLAB_02183","FKHKIMAB_01834","DFNKOOAA_00751","NJIAIJFG_01027","EKJACIOD_01788","OCDDHKAI_00081","AJEFFGBP_00595"
"lpfD_1","","putative minor fimbrial subunit LpfD",905,905,1,1,318,NA,NA,"",512,1079,1078,"EALADMDM_01469","HJABCHPJ_01088","CGMOJNOD_00333","GBEFCADI_02041","FNJBPPJM_01836","LKPHJNHD_00177","HNDMNLJI_02043","LHINIOFH_01796","FIMGBLAB_02181","FKHKIMAB_01836","DFNKOOAA_00749","NJIAIJFG_01025","EKJACIOD_01790","OCDDHKAI_00079","AJEFFGBP_00597"
"group_1194","","hypothetical protein",905,905,1,1,319,NA,NA,"",2243,2297,2243,"EALADMDM_01470","HJABCHPJ_01087","CGMOJNOD_00332","GBEFCADI_02040","FNJBPPJM_01837","LKPHJNHD_00176","HNDMNLJI_02044","LHINIOFH_01795","FIMGBLAB_02180","FKHKIMAB_01837","DFNKOOAA_00748","NJIAIJFG_01024","EKJACIOD_01791","OCDDHKAI_00078","AJEFFGBP_00598"
"yiaC","","Peptidyl-lysine N-acetyltransferase YiaC",905,905,1,1,326,NA,NA,"",170,440,439,"EALADMDM_04101","HJABCHPJ_01080","CGMOJNOD_02689","GBEFCADI_02033","FNJBPPJM_01844","LKPHJNHD_00169","HNDMNLJI_03571","LHINIOFH_01788","FIMGBLAB_02173","FKHKIMAB_01844","DFNKOOAA_00741","NJIAIJFG_02161","EKJACIOD_01798","OCDDHKAI_00071","AJEFFGBP_00605"
"bisC","","Biotin sulfoxide reductase",905,905,1,1,327,NA,NA,"",479,2333,2328,"EALADMDM_04102","HJABCHPJ_01079","CGMOJNOD_02688","GBEFCADI_02032","FNJBPPJM_01845","LKPHJNHD_00168","HNDMNLJI_03572","LHINIOFH_01787","FIMGBLAB_02172","FKHKIMAB_01845","DFNKOOAA_00740","NJIAIJFG_02160","EKJACIOD_01799","OCDDHKAI_00070","AJEFFGBP_00606"
"hyfA_3","","Hydrogenase-4 component A",905,905,1,1,348,NA,NA,"",473,581,473,"EALADMDM_04123","HJABCHPJ_01057","CGMOJNOD_02667","GBEFCADI_02011","FNJBPPJM_01867","LKPHJNHD_00147","HNDMNLJI_03593","LHINIOFH_01765","FIMGBLAB_02151","FKHKIMAB_01866","DFNKOOAA_00719","NJIAIJFG_02139","EKJACIOD_01821","OCDDHKAI_00049","AJEFFGBP_00627"
"lyx","","L-xylulose/3-keto-L-gulonate kinase",905,905,1,1,356,NA,NA,"",1178,1496,1495,"EALADMDM_04131","HJABCHPJ_01049","CGMOJNOD_02659","GBEFCADI_02003","FNJBPPJM_01875","LKPHJNHD_00139","HNDMNLJI_03601","LHINIOFH_01757","FIMGBLAB_02143","FKHKIMAB_01874","DFNKOOAA_00711","NJIAIJFG_02131","EKJACIOD_01829","OCDDHKAI_00041","AJEFFGBP_00635"
"selB","","Selenocysteine-specific elongation factor",905,905,1,1,366,NA,NA,"",1730,1850,1849,"EALADMDM_04139","HJABCHPJ_01041","CGMOJNOD_02651","GBEFCADI_01995","FNJBPPJM_01883","LKPHJNHD_00131","HNDMNLJI_03609","LHINIOFH_01749","FIMGBLAB_02135","FKHKIMAB_01882","DFNKOOAA_00703","NJIAIJFG_02123","EKJACIOD_01837","OCDDHKAI_00033","AJEFFGBP_00643"
"group_1201","","L-talarate/galactarate dehydratase",905,905,1,1,382,NA,NA,"",1196,1259,1196,"EALADMDM_04340","HJABCHPJ_01026","CGMOJNOD_02636","GBEFCADI_01980","FNJBPPJM_01898","LKPHJNHD_00116","HNDMNLJI_03624","LHINIOFH_01734","FIMGBLAB_02120","FKHKIMAB_01897","DFNKOOAA_00688","NJIAIJFG_02108","EKJACIOD_01852","OCDDHKAI_00018","AJEFFGBP_00658"
"narL_1","","Nitrate/nitrite response regulator protein NarL",905,905,1,1,3425,NA,NA,"",569,650,649,"EALADMDM_00510","HJABCHPJ_01431","CGMOJNOD_02440","GBEFCADI_01567","FNJBPPJM_02312","LKPHJNHD_03426","HNDMNLJI_03013","LHINIOFH_00716","FIMGBLAB_01706","FKHKIMAB_02116","DFNKOOAA_00301","NJIAIJFG_00690","EKJACIOD_02242","OCDDHKAI_03922","AJEFFGBP_00742"
"group_1203","","hypothetical protein",905,905,1,1,3398,NA,NA,"",311,836,835,"EALADMDM_00534","HJABCHPJ_01455","CGMOJNOD_02416","GBEFCADI_01591","FNJBPPJM_02288","LKPHJNHD_03402","HNDMNLJI_02989","LHINIOFH_00692","FIMGBLAB_01730","FKHKIMAB_02140","DFNKOOAA_00277","NJIAIJFG_00666","EKJACIOD_02218","OCDDHKAI_02976","AJEFFGBP_00766"
"yciI","","Protein YciI",905,905,1,1,3394,NA,NA,"",221,296,295,"EALADMDM_00538","HJABCHPJ_01459","CGMOJNOD_02412","GBEFCADI_01595","FNJBPPJM_02284","LKPHJNHD_03398","HNDMNLJI_02985","LHINIOFH_00688","FIMGBLAB_01734","FKHKIMAB_02144","DFNKOOAA_00273","NJIAIJFG_00662","EKJACIOD_02214","OCDDHKAI_02980","AJEFFGBP_00770"
"yciE","","Protein YciE",905,905,1,1,3386,NA,NA,"",437,506,505,"EALADMDM_00546","HJABCHPJ_01467","CGMOJNOD_02404","GBEFCADI_01603","FNJBPPJM_02276","LKPHJNHD_03390","HNDMNLJI_02977","LHINIOFH_00680","FIMGBLAB_01742","FKHKIMAB_02152","DFNKOOAA_00265","NJIAIJFG_00654","EKJACIOD_02206","OCDDHKAI_02988","AJEFFGBP_00778"
"rnb","","Exoribonuclease 2",905,905,1,1,3356,NA,NA,"",806,1934,1932,"EALADMDM_00576","HJABCHPJ_01497","CGMOJNOD_02374","GBEFCADI_01633","FNJBPPJM_02246","LKPHJNHD_03360","HNDMNLJI_02947","LHINIOFH_00650","FIMGBLAB_01772","FKHKIMAB_02182","DFNKOOAA_00235","NJIAIJFG_00624","EKJACIOD_02176","OCDDHKAI_03018","AJEFFGBP_00808"
