"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR16956559","SRR13295007","SRR6766433","SRR14198814","SRR5238120","SRR15948998","SRR3632939","SRR9171549","SRR14634883","SRR13492876","SRR13956578","SRR9641966","SRR6760557","SRR21784949","SRR2968114"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"IEPIMJMD_00500","BKHHBEDM_00870","IKJGKKOL_00170","DMPEEDGD_01603","MNBLDDAK_00170","HDAMDFDB_00919","FCLINFNP_01802","LPNMCPDK_00106","AABOGFLE_00499","JJMFAGEL_01570","BHFGKGLE_00913","KPKJJIJI_00393","JEHGDFOF_02151","DJEDGCHD_00498","ABBJMPGA_03598"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"IEPIMJMD_00504","BKHHBEDM_00866","IKJGKKOL_00166","DMPEEDGD_01607","MNBLDDAK_00166","HDAMDFDB_00915","FCLINFNP_01798","LPNMCPDK_00102","AABOGFLE_00503","JJMFAGEL_01566","BHFGKGLE_00909","KPKJJIJI_00397","JEHGDFOF_02155","DJEDGCHD_00502","ABBJMPGA_03594"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"IEPIMJMD_00541","BKHHBEDM_00829","IKJGKKOL_00129","DMPEEDGD_01644","MNBLDDAK_00129","HDAMDFDB_00878","FCLINFNP_01761","LPNMCPDK_00065","AABOGFLE_00540","JJMFAGEL_01529","BHFGKGLE_00872","KPKJJIJI_00434","JEHGDFOF_02192","DJEDGCHD_00538","ABBJMPGA_03557"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"IEPIMJMD_00578","BKHHBEDM_00792","IKJGKKOL_00092","DMPEEDGD_03967","MNBLDDAK_00092","HDAMDFDB_00841","FCLINFNP_01724","LPNMCPDK_00028","AABOGFLE_00577","JJMFAGEL_01492","BHFGKGLE_00835","KPKJJIJI_00471","JEHGDFOF_02229","DJEDGCHD_00575","ABBJMPGA_03520"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"IEPIMJMD_02149","BKHHBEDM_03454","IKJGKKOL_03843","DMPEEDGD_04286","MNBLDDAK_03215","HDAMDFDB_03529","FCLINFNP_03085","LPNMCPDK_03562","AABOGFLE_03526","JJMFAGEL_02261","BHFGKGLE_03493","KPKJJIJI_01445","JEHGDFOF_03402","DJEDGCHD_03527","ABBJMPGA_03257"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"IEPIMJMD_02139","BKHHBEDM_03444","IKJGKKOL_03853","DMPEEDGD_04276","MNBLDDAK_03205","HDAMDFDB_03539","FCLINFNP_03075","LPNMCPDK_03552","AABOGFLE_03536","JJMFAGEL_02251","BHFGKGLE_03503","KPKJJIJI_01455","JEHGDFOF_03412","DJEDGCHD_03517","ABBJMPGA_03267"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"IEPIMJMD_02118","BKHHBEDM_03423","IKJGKKOL_03460","DMPEEDGD_02978","MNBLDDAK_03184","HDAMDFDB_03560","FCLINFNP_03054","LPNMCPDK_03531","AABOGFLE_03557","JJMFAGEL_02230","BHFGKGLE_03524","KPKJJIJI_01476","JEHGDFOF_03433","DJEDGCHD_03496","ABBJMPGA_03288"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"IEPIMJMD_02117","BKHHBEDM_03422","IKJGKKOL_03459","DMPEEDGD_02977","MNBLDDAK_03183","HDAMDFDB_03561","FCLINFNP_03053","LPNMCPDK_03530","AABOGFLE_03558","JJMFAGEL_02229","BHFGKGLE_03525","KPKJJIJI_01477","JEHGDFOF_03434","DJEDGCHD_03495","ABBJMPGA_03289"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"IEPIMJMD_02112","BKHHBEDM_03417","IKJGKKOL_03454","DMPEEDGD_02972","MNBLDDAK_03178","HDAMDFDB_03566","FCLINFNP_03048","LPNMCPDK_03525","AABOGFLE_03563","JJMFAGEL_02224","BHFGKGLE_03530","KPKJJIJI_01482","JEHGDFOF_03439","DJEDGCHD_03490","ABBJMPGA_03294"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"IEPIMJMD_02087","BKHHBEDM_03392","IKJGKKOL_03429","DMPEEDGD_02947","MNBLDDAK_03153","HDAMDFDB_03591","FCLINFNP_03023","LPNMCPDK_03500","AABOGFLE_03588","JJMFAGEL_02199","BHFGKGLE_03555","KPKJJIJI_01507","JEHGDFOF_03464","DJEDGCHD_03465","ABBJMPGA_03319"
"dld","","Quinone-dependent D-lactate dehydrogenase",664,664,1,1,6073,NA,NA,"",1310,1730,1728,"IEPIMJMD_02047","BKHHBEDM_03352","IKJGKKOL_03389","DMPEEDGD_03290","MNBLDDAK_03113","HDAMDFDB_03631","FCLINFNP_02983","LPNMCPDK_03460","AABOGFLE_03628","JJMFAGEL_03733","BHFGKGLE_03595","KPKJJIJI_01547","JEHGDFOF_03504","DJEDGCHD_03425","ABBJMPGA_03359"
"bcr","","Bicyclomycin resistance protein",664,664,1,1,6014,NA,NA,"",884,1190,1187,"IEPIMJMD_01992","BKHHBEDM_03297","IKJGKKOL_03334","DMPEEDGD_04205","MNBLDDAK_03058","HDAMDFDB_03685","FCLINFNP_02928","LPNMCPDK_03405","AABOGFLE_03682","JJMFAGEL_03787","BHFGKGLE_03649","KPKJJIJI_04524","JEHGDFOF_03558","DJEDGCHD_03370","ABBJMPGA_03413"
"dsbA_1","","hypothetical protein",664,664,1,1,3812,NA,NA,"",572,665,652,"IEPIMJMD_03555","BKHHBEDM_02133","IKJGKKOL_03312","DMPEEDGD_04577","MNBLDDAK_02128","HDAMDFDB_02070","FCLINFNP_00169","LPNMCPDK_01366","AABOGFLE_01432","JJMFAGEL_01262","BHFGKGLE_02064","KPKJJIJI_02886","JEHGDFOF_01401","DJEDGCHD_01277","ABBJMPGA_00762"
"group_1104","","hypothetical protein",664,664,1,1,3273,NA,NA,"",935,1127,1093,"IEPIMJMD_03633","BKHHBEDM_02212","IKJGKKOL_03234","DMPEEDGD_01663","MNBLDDAK_02050","HDAMDFDB_01992","FCLINFNP_00090","LPNMCPDK_01444","AABOGFLE_01510","JJMFAGEL_01341","BHFGKGLE_01986","KPKJJIJI_02808","JEHGDFOF_01323","DJEDGCHD_01199","ABBJMPGA_00840"
"deoA","","Thymidine phosphorylase",664,664,1,1,3268,NA,NA,"",1034,1322,1321,"IEPIMJMD_03638","BKHHBEDM_02217","IKJGKKOL_03229","DMPEEDGD_01668","MNBLDDAK_02045","HDAMDFDB_01987","FCLINFNP_00085","LPNMCPDK_01449","AABOGFLE_01515","JJMFAGEL_01346","BHFGKGLE_01981","KPKJJIJI_02803","JEHGDFOF_01318","DJEDGCHD_01194","ABBJMPGA_00845"
"sfmH_1","","putative fimbrial-like protein SfmH",664,664,1,1,3210,NA,NA,"",812,1007,1006,"IEPIMJMD_03691","BKHHBEDM_02271","IKJGKKOL_03176","DMPEEDGD_01721","MNBLDDAK_01992","HDAMDFDB_01934","FCLINFNP_00032","LPNMCPDK_01502","AABOGFLE_01568","JJMFAGEL_01399","BHFGKGLE_01928","KPKJJIJI_02750","JEHGDFOF_01265","DJEDGCHD_01141","ABBJMPGA_00898"
"assT_2","","Arylsulfate sulfotransferase AssT",664,664,1,1,3200,NA,NA,"",1529,1718,1717,"IEPIMJMD_03700","BKHHBEDM_02280","IKJGKKOL_03167","DMPEEDGD_01730","MNBLDDAK_01983","HDAMDFDB_01925","FCLINFNP_00023","LPNMCPDK_01511","AABOGFLE_01577","JJMFAGEL_04571","BHFGKGLE_01919","KPKJJIJI_02741","JEHGDFOF_01256","DJEDGCHD_01132","ABBJMPGA_00907"
"ygcS","","Inner membrane metabolite transport protein YgcS",664,664,1,1,1328,NA,NA,"",464,1340,1337,"IEPIMJMD_02772","BKHHBEDM_03605","IKJGKKOL_04402","DMPEEDGD_03538","MNBLDDAK_03611","HDAMDFDB_03873","FCLINFNP_03923","LPNMCPDK_03713","AABOGFLE_03872","JJMFAGEL_03529","BHFGKGLE_03687","KPKJJIJI_01608","JEHGDFOF_03596","DJEDGCHD_03829","ABBJMPGA_03715"
"btuB","","Vitamin B12 transporter BtuB",664,664,1,1,70,NA,NA,"",1412,1844,1843,"IEPIMJMD_03724","BKHHBEDM_03975","IKJGKKOL_03864","DMPEEDGD_02126","MNBLDDAK_04122","HDAMDFDB_04093","FCLINFNP_03657","LPNMCPDK_04222","AABOGFLE_04092","JJMFAGEL_03804","BHFGKGLE_04058","KPKJJIJI_03364","JEHGDFOF_04107","DJEDGCHD_04049","ABBJMPGA_03833"
"group_1150","","hypothetical protein",664,664,1,1,187,NA,NA,"",578,1031,1024,"IEPIMJMD_03818","BKHHBEDM_04069","IKJGKKOL_04293","DMPEEDGD_03380","MNBLDDAK_04028","HDAMDFDB_04187","FCLINFNP_03751","LPNMCPDK_04128","AABOGFLE_04186","JJMFAGEL_04685","BHFGKGLE_04152","KPKJJIJI_03270","JEHGDFOF_04013","DJEDGCHD_04143","ABBJMPGA_03927"
