"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR13762668","SRR18302086","SRR17281348","SRR18529516","SRR17412969","SRR14435530","SRR7049849","SRR4044681","SRR6457613","SRR4841710","SRR13523220","SRR9641960","SRR18920761","SRR15611006","SRR19865963"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"IOAAPBNF_00398","CJIDFALM_02739","EMHKGINL_01051","EPGEDONI_00171","MNABFOCN_01251","MFDDNDJM_01449","KNBMMGFJ_00965","NBDPIJLK_01788","GAGFMPJI_01788","CKFNJDDJ_00170","EEILLPMB_01539","PHKCMADJ_00131","KPHMKJOP_00848","HFBOBIGA_00500","GPFEMNKC_00171"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"IOAAPBNF_00402","CJIDFALM_02735","EMHKGINL_01055","EPGEDONI_00167","MNABFOCN_01255","MFDDNDJM_01453","KNBMMGFJ_00969","NBDPIJLK_01792","GAGFMPJI_01784","CKFNJDDJ_00166","EEILLPMB_01543","PHKCMADJ_00126","KPHMKJOP_00844","HFBOBIGA_00504","GPFEMNKC_00167"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"IOAAPBNF_00439","CJIDFALM_02698","EMHKGINL_01092","EPGEDONI_00130","MNABFOCN_01292","MFDDNDJM_01490","KNBMMGFJ_01004","NBDPIJLK_01829","GAGFMPJI_01747","CKFNJDDJ_00129","EEILLPMB_01578","PHKCMADJ_00090","KPHMKJOP_00807","HFBOBIGA_00540","GPFEMNKC_00130"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"IOAAPBNF_00476","CJIDFALM_01923","EMHKGINL_01129","EPGEDONI_00092","MNABFOCN_01329","MFDDNDJM_01527","KNBMMGFJ_01041","NBDPIJLK_01866","GAGFMPJI_01710","CKFNJDDJ_00092","EEILLPMB_01615","PHKCMADJ_00053","KPHMKJOP_00770","HFBOBIGA_00577","GPFEMNKC_00093"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"IOAAPBNF_02076","CJIDFALM_01360","EMHKGINL_03268","EPGEDONI_02834","MNABFOCN_03578","MFDDNDJM_03632","KNBMMGFJ_02962","NBDPIJLK_03672","GAGFMPJI_01511","CKFNJDDJ_03925","EEILLPMB_03647","PHKCMADJ_02766","KPHMKJOP_03387","HFBOBIGA_02883","GPFEMNKC_03253"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"IOAAPBNF_02066","CJIDFALM_01370","EMHKGINL_03258","EPGEDONI_02844","MNABFOCN_03588","MFDDNDJM_03642","KNBMMGFJ_02972","NBDPIJLK_03662","GAGFMPJI_01521","CKFNJDDJ_03915","EEILLPMB_03657","PHKCMADJ_02776","KPHMKJOP_03377","HFBOBIGA_02893","GPFEMNKC_03263"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"IOAAPBNF_02045","CJIDFALM_02363","EMHKGINL_02479","EPGEDONI_02865","MNABFOCN_03609","MFDDNDJM_03663","KNBMMGFJ_02993","NBDPIJLK_03641","GAGFMPJI_01542","CKFNJDDJ_03751","EEILLPMB_02798","PHKCMADJ_02797","KPHMKJOP_03356","HFBOBIGA_02914","GPFEMNKC_03284"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"IOAAPBNF_02044","CJIDFALM_02364","EMHKGINL_02478","EPGEDONI_02866","MNABFOCN_03610","MFDDNDJM_03664","KNBMMGFJ_02994","NBDPIJLK_03640","GAGFMPJI_01543","CKFNJDDJ_03750","EEILLPMB_02797","PHKCMADJ_02798","KPHMKJOP_03355","HFBOBIGA_02915","GPFEMNKC_03285"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"IOAAPBNF_02039","CJIDFALM_02369","EMHKGINL_02473","EPGEDONI_02871","MNABFOCN_03615","MFDDNDJM_03669","KNBMMGFJ_02999","NBDPIJLK_03635","GAGFMPJI_01548","CKFNJDDJ_03745","EEILLPMB_02792","PHKCMADJ_02803","KPHMKJOP_03350","HFBOBIGA_02920","GPFEMNKC_03290"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"IOAAPBNF_02014","CJIDFALM_02394","EMHKGINL_02448","EPGEDONI_02896","MNABFOCN_03640","MFDDNDJM_03694","KNBMMGFJ_03024","NBDPIJLK_03610","GAGFMPJI_01573","CKFNJDDJ_03720","EEILLPMB_02767","PHKCMADJ_02828","KPHMKJOP_03325","HFBOBIGA_02945","GPFEMNKC_03315"
