"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR7820864","SRR18052323","SRR13796383","SRR15559132","SRR15326500","SRR17282674","SRR13284906","SRR13733746","SRR14554336","SRR16301457","SRR9041497","SRR6437627","SRR19937264","SRR10084388","SRR14705830"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"JHAEINGE_00498","IAEFKFBC_00169","ECPNJAAK_00915","NMENOGGL_01246","MAKFFBCA_03208","MAEDOBPE_00171","KFFICDKC_01265","JHEIIJGH_01486","ELNIFANK_00500","HLHKEEEF_00499","HEGJGMOI_01528","BLIDMPME_01449","CAJBPMPF_01244","IOPGDEEC_01351","LHGJIFOO_00170"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"JHAEINGE_00502","IAEFKFBC_00165","ECPNJAAK_00911","NMENOGGL_01250","MAKFFBCA_03204","MAEDOBPE_00167","KFFICDKC_01269","JHEIIJGH_01482","ELNIFANK_00504","HLHKEEEF_00503","HEGJGMOI_01532","BLIDMPME_01453","CAJBPMPF_01248","IOPGDEEC_01355","LHGJIFOO_00166"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"JHAEINGE_00539","IAEFKFBC_00129","ECPNJAAK_00874","NMENOGGL_01287","MAKFFBCA_03167","MAEDOBPE_00130","KFFICDKC_01306","JHEIIJGH_01445","ELNIFANK_00541","HLHKEEEF_00540","HEGJGMOI_01567","BLIDMPME_01490","CAJBPMPF_01285","IOPGDEEC_01391","LHGJIFOO_00129"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"JHAEINGE_00576","IAEFKFBC_00092","ECPNJAAK_00837","NMENOGGL_01324","MAKFFBCA_03130","MAEDOBPE_00093","KFFICDKC_01343","JHEIIJGH_01408","ELNIFANK_00578","HLHKEEEF_00577","HEGJGMOI_01604","BLIDMPME_01527","CAJBPMPF_01322","IOPGDEEC_01428","LHGJIFOO_00092"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"JHAEINGE_02964","IAEFKFBC_03422","ECPNJAAK_03549","NMENOGGL_03485","MAKFFBCA_03435","MAEDOBPE_03036","KFFICDKC_03661","JHEIIJGH_03698","ELNIFANK_03130","HLHKEEEF_03568","HEGJGMOI_03740","BLIDMPME_02113","CAJBPMPF_03572","IOPGDEEC_02571","LHGJIFOO_03692"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"JHAEINGE_02954","IAEFKFBC_03432","ECPNJAAK_03539","NMENOGGL_03495","MAKFFBCA_03445","MAEDOBPE_03046","KFFICDKC_03651","JHEIIJGH_03688","ELNIFANK_03120","HLHKEEEF_03558","HEGJGMOI_03750","BLIDMPME_02123","CAJBPMPF_03562","IOPGDEEC_02581","LHGJIFOO_03702"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"JHAEINGE_02933","IAEFKFBC_03453","ECPNJAAK_03518","NMENOGGL_03516","MAKFFBCA_03466","MAEDOBPE_03067","KFFICDKC_03630","JHEIIJGH_03667","ELNIFANK_03099","HLHKEEEF_03537","HEGJGMOI_02272","BLIDMPME_02144","CAJBPMPF_03541","IOPGDEEC_02602","LHGJIFOO_02619"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"JHAEINGE_02932","IAEFKFBC_03454","ECPNJAAK_03517","NMENOGGL_03517","MAKFFBCA_03467","MAEDOBPE_03068","KFFICDKC_03629","JHEIIJGH_03666","ELNIFANK_03098","HLHKEEEF_03536","HEGJGMOI_02273","BLIDMPME_02145","CAJBPMPF_03540","IOPGDEEC_02603","LHGJIFOO_02618"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"JHAEINGE_02927","IAEFKFBC_03459","ECPNJAAK_03512","NMENOGGL_03522","MAKFFBCA_03472","MAEDOBPE_03073","KFFICDKC_03624","JHEIIJGH_03661","ELNIFANK_03093","HLHKEEEF_03531","HEGJGMOI_02278","BLIDMPME_02150","CAJBPMPF_03535","IOPGDEEC_02608","LHGJIFOO_02613"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"JHAEINGE_02902","IAEFKFBC_03484","ECPNJAAK_03487","NMENOGGL_03547","MAKFFBCA_03497","MAEDOBPE_03091","KFFICDKC_03599","JHEIIJGH_03636","ELNIFANK_03068","HLHKEEEF_03506","HEGJGMOI_02303","BLIDMPME_02175","CAJBPMPF_03510","IOPGDEEC_02633","LHGJIFOO_02588"
