"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR15566028","SRR18583995","SRR13433412","SRR7701252","SRR19334615","SRR18556922","SRR6766056","SRR21160279","SRR2043689","SRR13531662","SRR20289200","SRR6114323","SRR13729863","SRR18131794","SRR13491589"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"DDNMGJPF_01241","DNODJMLP_03410","FHKIBHEH_01242","PFEIMHFC_00499","JPOPEFEN_01212","NKOOCLKM_00498","DDCGKOBL_01089","KEOEBKAN_00499","EAELOOOG_00170","LKIJJJGA_00498","MJBNJMMC_02965","NEIABCCD_02231","LELNJHEK_00059","CIEJCPFE_00499","KHPDOLJD_00170"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"DDNMGJPF_01245","DNODJMLP_03414","FHKIBHEH_01246","PFEIMHFC_00503","JPOPEFEN_01208","NKOOCLKM_00502","DDCGKOBL_01085","KEOEBKAN_00503","EAELOOOG_00166","LKIJJJGA_00502","MJBNJMMC_02969","NEIABCCD_02227","LELNJHEK_00055","CIEJCPFE_00503","KHPDOLJD_00166"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"DDNMGJPF_01282","DNODJMLP_03451","FHKIBHEH_01283","PFEIMHFC_00540","JPOPEFEN_01171","NKOOCLKM_00539","DDCGKOBL_01048","KEOEBKAN_04344","EAELOOOG_00129","LKIJJJGA_00538","MJBNJMMC_03006","NEIABCCD_02190","LELNJHEK_00018","CIEJCPFE_00540","KHPDOLJD_00129"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"DDNMGJPF_01319","DNODJMLP_03488","FHKIBHEH_01320","PFEIMHFC_00577","JPOPEFEN_01134","NKOOCLKM_00576","DDCGKOBL_01011","KEOEBKAN_04307","EAELOOOG_00092","LKIJJJGA_00575","MJBNJMMC_03043","NEIABCCD_02153","LELNJHEK_04066","CIEJCPFE_00577","KHPDOLJD_00092"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"DDNMGJPF_03524","DNODJMLP_03143","FHKIBHEH_03294","PFEIMHFC_03508","JPOPEFEN_04195","NKOOCLKM_02505","DDCGKOBL_02864","KEOEBKAN_03285","EAELOOOG_02872","LKIJJJGA_03081","MJBNJMMC_03190","NEIABCCD_03526","LELNJHEK_03340","CIEJCPFE_03293","KHPDOLJD_03615"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"DDNMGJPF_03514","DNODJMLP_03153","FHKIBHEH_03284","PFEIMHFC_03498","JPOPEFEN_04185","NKOOCLKM_02495","DDCGKOBL_02874","KEOEBKAN_03295","EAELOOOG_02882","LKIJJJGA_03071","MJBNJMMC_03180","NEIABCCD_03536","LELNJHEK_03330","CIEJCPFE_03283","KHPDOLJD_03605"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"DDNMGJPF_03493","DNODJMLP_03174","FHKIBHEH_03263","PFEIMHFC_03477","JPOPEFEN_04069","NKOOCLKM_02474","DDCGKOBL_02895","KEOEBKAN_03316","EAELOOOG_02903","LKIJJJGA_03050","MJBNJMMC_03159","NEIABCCD_03557","LELNJHEK_03309","CIEJCPFE_03262","KHPDOLJD_03584"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"DDNMGJPF_03492","DNODJMLP_03175","FHKIBHEH_03262","PFEIMHFC_03476","JPOPEFEN_04068","NKOOCLKM_02473","DDCGKOBL_02896","KEOEBKAN_03317","EAELOOOG_02904","LKIJJJGA_03049","MJBNJMMC_03158","NEIABCCD_03558","LELNJHEK_03308","CIEJCPFE_03261","KHPDOLJD_03583"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"DDNMGJPF_03487","DNODJMLP_03180","FHKIBHEH_03257","PFEIMHFC_03471","JPOPEFEN_04063","NKOOCLKM_02468","DDCGKOBL_02901","KEOEBKAN_03322","EAELOOOG_02909","LKIJJJGA_03044","MJBNJMMC_03153","NEIABCCD_03563","LELNJHEK_03303","CIEJCPFE_03256","KHPDOLJD_03578"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"DDNMGJPF_03462","DNODJMLP_03205","FHKIBHEH_03232","PFEIMHFC_03446","JPOPEFEN_02018","NKOOCLKM_02443","DDCGKOBL_02926","KEOEBKAN_03347","EAELOOOG_02934","LKIJJJGA_03019","MJBNJMMC_03796","NEIABCCD_03588","LELNJHEK_03278","CIEJCPFE_03231","KHPDOLJD_03553"
"dld","","Quinone-dependent D-lactate dehydrogenase",664,664,1,1,6073,NA,NA,"",1310,1730,1728,"DDNMGJPF_03422","DNODJMLP_03245","FHKIBHEH_03191","PFEIMHFC_03406","JPOPEFEN_01978","NKOOCLKM_02403","DDCGKOBL_02966","KEOEBKAN_03387","EAELOOOG_02974","LKIJJJGA_02979","MJBNJMMC_03836","NEIABCCD_03628","LELNJHEK_03238","CIEJCPFE_03191","KHPDOLJD_03513"
"bcr","","Bicyclomycin resistance protein",664,664,1,1,6014,NA,NA,"",884,1190,1187,"DDNMGJPF_03367","DNODJMLP_03300","FHKIBHEH_03136","PFEIMHFC_03351","JPOPEFEN_01923","NKOOCLKM_02348","DDCGKOBL_03021","KEOEBKAN_03441","EAELOOOG_03028","LKIJJJGA_02924","MJBNJMMC_03890","NEIABCCD_03683","LELNJHEK_03183","CIEJCPFE_03136","KHPDOLJD_03458"
"dsbA_1","","hypothetical protein",664,664,1,1,3812,NA,NA,"",572,665,652,"DDNMGJPF_02131","DNODJMLP_00278","FHKIBHEH_02067","PFEIMHFC_02830","JPOPEFEN_03966","NKOOCLKM_01332","DDCGKOBL_03698","KEOEBKAN_00811","EAELOOOG_00732","LKIJJJGA_00943","MJBNJMMC_01702","NEIABCCD_00762","LELNJHEK_01319","CIEJCPFE_01322","KHPDOLJD_01323"
