"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR8157471","SRR21491710","SRR16499294","SRR8381573","SRR8270018","SRR8365017","SRR10126613","SRR16578262","SRR11041657","SRR21683982","SRR10740758","SRR6336398","SRR10603411","SRR9127641","SRR11574679"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"DJLJHFPI_03645","JGNJGBJE_04532","CKCCCEFI_04516","FCEBIEGD_03686","MJNBBAFP_04534","NCDNNGOI_04537","OONCPGHH_04530","PKHBDMEK_04559","CHAHEEGA_03424","MJAJGLLG_04472","PHBHALLJ_03337","OKEFDMEE_04561","OKKDEDNN_02384","NPEKLDJK_04577","IOCBHGCM_04545"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"DJLJHFPI_04093","JGNJGBJE_04244","CKCCCEFI_03033","FCEBIEGD_03844","MJNBBAFP_03948","NCDNNGOI_03634","OONCPGHH_03776","PKHBDMEK_03955","CHAHEEGA_03952","MJAJGLLG_03915","PHBHALLJ_03866","OKEFDMEE_04212","OKKDEDNN_04219","NPEKLDJK_04185","IOCBHGCM_04200"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"DJLJHFPI_04098","JGNJGBJE_04249","CKCCCEFI_03028","FCEBIEGD_03849","MJNBBAFP_03953","NCDNNGOI_03639","OONCPGHH_03781","PKHBDMEK_03950","CHAHEEGA_03947","MJAJGLLG_03920","PHBHALLJ_03871","OKEFDMEE_04207","OKKDEDNN_04224","NPEKLDJK_04180","IOCBHGCM_04205"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"DJLJHFPI_04102","JGNJGBJE_04253","CKCCCEFI_03024","FCEBIEGD_03853","MJNBBAFP_03957","NCDNNGOI_03643","OONCPGHH_03785","PKHBDMEK_03946","CHAHEEGA_03943","MJAJGLLG_03924","PHBHALLJ_03875","OKEFDMEE_04203","OKKDEDNN_04228","NPEKLDJK_04176","IOCBHGCM_04209"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"DJLJHFPI_04110","JGNJGBJE_04261","CKCCCEFI_03016","FCEBIEGD_03861","MJNBBAFP_03965","NCDNNGOI_03651","OONCPGHH_03793","PKHBDMEK_03938","CHAHEEGA_03935","MJAJGLLG_03932","PHBHALLJ_03883","OKEFDMEE_04195","OKKDEDNN_04236","NPEKLDJK_04168","IOCBHGCM_04217"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"DJLJHFPI_04133","JGNJGBJE_04284","CKCCCEFI_02993","FCEBIEGD_03884","MJNBBAFP_03988","NCDNNGOI_03674","OONCPGHH_03816","PKHBDMEK_03915","CHAHEEGA_03912","MJAJGLLG_03955","PHBHALLJ_03906","OKEFDMEE_04172","OKKDEDNN_04259","NPEKLDJK_04145","IOCBHGCM_04240"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"DJLJHFPI_04303","JGNJGBJE_04354","CKCCCEFI_03626","FCEBIEGD_04517","MJNBBAFP_04311","NCDNNGOI_04415","OONCPGHH_04081","PKHBDMEK_04257","CHAHEEGA_04282","MJAJGLLG_04181","PHBHALLJ_04152","OKEFDMEE_04346","OKKDEDNN_04527","NPEKLDJK_04336","IOCBHGCM_04312"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"DJLJHFPI_04058","JGNJGBJE_01840","CKCCCEFI_03846","FCEBIEGD_01926","MJNBBAFP_04347","NCDNNGOI_04054","OONCPGHH_03684","PKHBDMEK_02390","CHAHEEGA_03871","MJAJGLLG_02878","PHBHALLJ_03831","OKEFDMEE_02078","OKKDEDNN_00631","NPEKLDJK_04102","IOCBHGCM_03355"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"DJLJHFPI_04062","JGNJGBJE_01844","CKCCCEFI_03850","FCEBIEGD_01930","MJNBBAFP_04343","NCDNNGOI_04058","OONCPGHH_03688","PKHBDMEK_02394","CHAHEEGA_03867","MJAJGLLG_02882","PHBHALLJ_03835","OKEFDMEE_02074","OKKDEDNN_00635","NPEKLDJK_04106","IOCBHGCM_03359"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"DJLJHFPI_02476","JGNJGBJE_02800","CKCCCEFI_04238","FCEBIEGD_02325","MJNBBAFP_02022","NCDNNGOI_02904","OONCPGHH_04354","PKHBDMEK_01922","CHAHEEGA_02387","MJAJGLLG_04372","PHBHALLJ_01405","OKEFDMEE_03175","OKKDEDNN_01031","NPEKLDJK_02949","IOCBHGCM_04451"
