"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR6424832","SRR5224180","SRR22590183","SRR10222642","SRR8181056","SRR12828266","SRR21933827","SRR5130041","SRR11396119","SRR17321631","SRR12828256","SRR7426254","SRR16499289","SRR8795513","SRR12832783"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"PJOKKEEG_02826","NBFOABBL_03376","NFGBFBMD_04502","HMKNHGIH_03184","IJANHECK_04494","DIMJJOFL_04246","MNAAGOCL_02332","GLBNHLOD_03325","LHKOKLIO_03153","HIJKBCKB_03831","FNLKDDKK_04419","HEOJFLFA_03123","CCNLBLAL_04448","OAOPMALH_04540","HADDCOPI_04310"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"PJOKKEEG_03476","NBFOABBL_03483","NFGBFBMD_03629","HMKNHGIH_04403","IJANHECK_04247","DIMJJOFL_03948","MNAAGOCL_03083","GLBNHLOD_04410","LHKOKLIO_03799","HIJKBCKB_04173","FNLKDDKK_04353","HEOJFLFA_04284","CCNLBLAL_02870","OAOPMALH_04100","HADDCOPI_03083"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"PJOKKEEG_03481","NBFOABBL_03488","NFGBFBMD_03624","HMKNHGIH_04408","IJANHECK_04242","DIMJJOFL_03943","MNAAGOCL_03078","GLBNHLOD_04405","LHKOKLIO_03804","HIJKBCKB_04168","FNLKDDKK_04348","HEOJFLFA_04279","CCNLBLAL_02865","OAOPMALH_04105","HADDCOPI_03078"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"PJOKKEEG_03485","NBFOABBL_03492","NFGBFBMD_03620","HMKNHGIH_04412","IJANHECK_04238","DIMJJOFL_03939","MNAAGOCL_03074","GLBNHLOD_04401","LHKOKLIO_03808","HIJKBCKB_04164","FNLKDDKK_04344","HEOJFLFA_04275","CCNLBLAL_02861","OAOPMALH_04109","HADDCOPI_03074"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"PJOKKEEG_03493","NBFOABBL_03500","NFGBFBMD_03612","HMKNHGIH_04420","IJANHECK_04230","DIMJJOFL_03931","MNAAGOCL_03066","GLBNHLOD_04393","LHKOKLIO_03816","HIJKBCKB_04156","FNLKDDKK_04336","HEOJFLFA_04267","CCNLBLAL_02853","OAOPMALH_04117","HADDCOPI_03066"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"PJOKKEEG_03516","NBFOABBL_03523","NFGBFBMD_03589","HMKNHGIH_04443","IJANHECK_04207","DIMJJOFL_03908","MNAAGOCL_03043","GLBNHLOD_04370","LHKOKLIO_03839","HIJKBCKB_04133","FNLKDDKK_04313","HEOJFLFA_04244","CCNLBLAL_02830","OAOPMALH_04140","HADDCOPI_03043"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"PJOKKEEG_04434","NBFOABBL_04379","NFGBFBMD_03967","HMKNHGIH_04516","IJANHECK_04332","DIMJJOFL_04415","MNAAGOCL_04365","GLBNHLOD_04447","LHKOKLIO_04483","HIJKBCKB_04342","FNLKDDKK_04459","HEOJFLFA_04454","CCNLBLAL_03326","OAOPMALH_04285","HADDCOPI_04422"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"PJOKKEEG_03077","NBFOABBL_00027","NFGBFBMD_03983","HMKNHGIH_01830","IJANHECK_04166","DIMJJOFL_00419","MNAAGOCL_04303","GLBNHLOD_02036","LHKOKLIO_04138","HIJKBCKB_04092","FNLKDDKK_00697","HEOJFLFA_00027","CCNLBLAL_02789","OAOPMALH_00027","HADDCOPI_02331"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"PJOKKEEG_03073","NBFOABBL_00031","NFGBFBMD_03987","HMKNHGIH_01826","IJANHECK_04162","DIMJJOFL_00415","MNAAGOCL_04299","GLBNHLOD_02032","LHKOKLIO_04134","HIJKBCKB_04088","FNLKDDKK_00701","HEOJFLFA_00031","CCNLBLAL_02785","OAOPMALH_00031","HADDCOPI_02335"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"PJOKKEEG_03122","NBFOABBL_00426","NFGBFBMD_04240","HMKNHGIH_01431","IJANHECK_00892","DIMJJOFL_00019","MNAAGOCL_03243","GLBNHLOD_01637","LHKOKLIO_04325","HIJKBCKB_03067","FNLKDDKK_01096","HEOJFLFA_00426","CCNLBLAL_03864","OAOPMALH_00426","HADDCOPI_03440"
"yjgN_1","","Inner membrane protein YjgN",905,905,1,1,4988,NA,NA,"",752,848,847,"PJOKKEEG_03298","NBFOABBL_00250","NFGBFBMD_01820","HMKNHGIH_01607","IJANHECK_01068","DIMJJOFL_00195","MNAAGOCL_03007","GLBNHLOD_01813","LHKOKLIO_03790","HIJKBCKB_01801","FNLKDDKK_00919","HEOJFLFA_00250","CCNLBLAL_04130","OAOPMALH_00250","HADDCOPI_02552"
