"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14547574","SRR18944328","SRR13535245","SRR21708462","SRR21784949","SRR19595377","SRR16956556","SRR13733746","SRR14970081","SRR5659559","SRR17837076","SRR7235692","SRR18604255","SRR9641964","SRR4046920"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"IEFPPKBL_02178","NABLHPJL_00974","GPBNBFNL_01250","AOENIADP_01361","DJEDGCHD_00498","ANOFGKBL_02084","BNLCOJBJ_00170","JHEIIJGH_01486","LHLLLMPI_00498","PBGCBKEA_00170","LKJDNFPP_00170","IHODFCAL_02169","PMDNNDCN_00536","LAMOAEMB_00500","HKGBAIFH_00916"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"IEFPPKBL_02182","NABLHPJL_00970","GPBNBFNL_01254","AOENIADP_01357","DJEDGCHD_00502","ANOFGKBL_02088","BNLCOJBJ_00166","JHEIIJGH_01482","LHLLLMPI_00502","PBGCBKEA_00166","LKJDNFPP_00166","IHODFCAL_02173","PMDNNDCN_00532","LAMOAEMB_00504","HKGBAIFH_00912"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"IEFPPKBL_02219","NABLHPJL_00933","GPBNBFNL_01291","AOENIADP_01320","DJEDGCHD_00538","ANOFGKBL_02125","BNLCOJBJ_00129","JHEIIJGH_01445","LHLLLMPI_00539","PBGCBKEA_00129","LKJDNFPP_00129","IHODFCAL_02210","PMDNNDCN_00495","LAMOAEMB_00541","HKGBAIFH_00875"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"IEFPPKBL_02256","NABLHPJL_00896","GPBNBFNL_01328","AOENIADP_01283","DJEDGCHD_00575","ANOFGKBL_02162","BNLCOJBJ_00092","JHEIIJGH_01408","LHLLLMPI_00576","PBGCBKEA_00092","LKJDNFPP_00092","IHODFCAL_02247","PMDNNDCN_00458","LAMOAEMB_00578","HKGBAIFH_00838"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"IEFPPKBL_02848","NABLHPJL_02698","GPBNBFNL_03579","AOENIADP_03488","DJEDGCHD_03527","ANOFGKBL_03166","BNLCOJBJ_02609","JHEIIJGH_03698","LHLLLMPI_02996","PBGCBKEA_03606","LKJDNFPP_03245","IHODFCAL_03311","PMDNNDCN_01615","LAMOAEMB_03502","HKGBAIFH_03531"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"IEFPPKBL_02838","NABLHPJL_02688","GPBNBFNL_03569","AOENIADP_03478","DJEDGCHD_03517","ANOFGKBL_03176","BNLCOJBJ_02599","JHEIIJGH_03688","LHLLLMPI_02986","PBGCBKEA_03616","LKJDNFPP_03255","IHODFCAL_03321","PMDNNDCN_01625","LAMOAEMB_03512","HKGBAIFH_03541"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"IEFPPKBL_02817","NABLHPJL_02667","GPBNBFNL_03548","AOENIADP_02425","DJEDGCHD_03496","ANOFGKBL_03197","BNLCOJBJ_02578","JHEIIJGH_03667","LHLLLMPI_02965","PBGCBKEA_03637","LKJDNFPP_03276","IHODFCAL_03342","PMDNNDCN_01646","LAMOAEMB_03533","HKGBAIFH_03562"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"IEFPPKBL_02816","NABLHPJL_02666","GPBNBFNL_03547","AOENIADP_02424","DJEDGCHD_03495","ANOFGKBL_03198","BNLCOJBJ_02577","JHEIIJGH_03666","LHLLLMPI_02964","PBGCBKEA_03638","LKJDNFPP_03277","IHODFCAL_03343","PMDNNDCN_01647","LAMOAEMB_03534","HKGBAIFH_03563"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"IEFPPKBL_02811","NABLHPJL_02661","GPBNBFNL_03542","AOENIADP_02419","DJEDGCHD_03490","ANOFGKBL_03203","BNLCOJBJ_02572","JHEIIJGH_03661","LHLLLMPI_02959","PBGCBKEA_03643","LKJDNFPP_03282","IHODFCAL_03348","PMDNNDCN_01652","LAMOAEMB_03539","HKGBAIFH_03568"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"IEFPPKBL_02786","NABLHPJL_02636","GPBNBFNL_03517","AOENIADP_02394","DJEDGCHD_03465","ANOFGKBL_03228","BNLCOJBJ_02547","JHEIIJGH_03636","LHLLLMPI_02934","PBGCBKEA_03668","LKJDNFPP_03307","IHODFCAL_03373","PMDNNDCN_01677","LAMOAEMB_03564","HKGBAIFH_03593"
