"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR6986344","SRR17662942","SRR4040233","SRR8793602","SRR5966302","SRR15201973","SRR16562263","SRR14420542","SRR6457613","SRR17413430","SRR21440793","SRR15669582","SRR14711885","SRR5659559","SRR16956559"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"MMDBIILJ_01383","FLGAKPPE_00916","KHFEMGOO_01784","IIKFGBBB_02127","KHKGKMMB_01450","JKOKEDCG_03575","LPBCNMIE_01243","CKNGFCEJ_01968","GAGFMPJI_01788","GBNKPCGJ_01242","GDJCPMLA_01461","GFFIAHLG_00707","NCNEDJLH_02785","PBGCBKEA_00170","IEPIMJMD_00500"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"MMDBIILJ_01379","FLGAKPPE_00912","KHFEMGOO_01780","IIKFGBBB_02131","KHKGKMMB_01454","JKOKEDCG_03571","LPBCNMIE_01248","CKNGFCEJ_01972","GAGFMPJI_01784","GBNKPCGJ_01246","GDJCPMLA_01457","GFFIAHLG_00703","NCNEDJLH_02789","PBGCBKEA_00166","IEPIMJMD_00504"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"MMDBIILJ_01342","FLGAKPPE_00875","KHFEMGOO_01743","IIKFGBBB_02168","KHKGKMMB_01491","JKOKEDCG_03534","LPBCNMIE_01285","CKNGFCEJ_02009","GAGFMPJI_01747","GBNKPCGJ_01283","GDJCPMLA_01420","GFFIAHLG_00667","NCNEDJLH_02826","PBGCBKEA_00129","IEPIMJMD_00541"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"MMDBIILJ_01305","FLGAKPPE_00838","KHFEMGOO_01706","IIKFGBBB_02560","KHKGKMMB_01528","JKOKEDCG_03497","LPBCNMIE_01323","CKNGFCEJ_02046","GAGFMPJI_01710","GBNKPCGJ_01320","GDJCPMLA_01383","GFFIAHLG_00630","NCNEDJLH_02863","PBGCBKEA_00092","IEPIMJMD_00578"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"MMDBIILJ_02742","FLGAKPPE_03247","KHFEMGOO_01443","IIKFGBBB_03965","KHKGKMMB_03213","JKOKEDCG_03233","LPBCNMIE_02837","CKNGFCEJ_04351","GAGFMPJI_01511","GBNKPCGJ_03506","GDJCPMLA_03673","GFFIAHLG_03054","NCNEDJLH_03052","PBGCBKEA_03606","IEPIMJMD_02149"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"MMDBIILJ_02752","FLGAKPPE_03237","KHFEMGOO_01453","IIKFGBBB_03955","KHKGKMMB_03223","JKOKEDCG_03243","LPBCNMIE_02847","CKNGFCEJ_04361","GAGFMPJI_01521","GBNKPCGJ_03496","GDJCPMLA_03663","GFFIAHLG_03064","NCNEDJLH_03062","PBGCBKEA_03616","IEPIMJMD_02139"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"MMDBIILJ_02773","FLGAKPPE_03216","KHFEMGOO_01474","IIKFGBBB_01244","KHKGKMMB_03244","JKOKEDCG_03264","LPBCNMIE_02868","CKNGFCEJ_01104","GAGFMPJI_01542","GBNKPCGJ_03475","GDJCPMLA_03642","GFFIAHLG_03085","NCNEDJLH_03083","PBGCBKEA_03637","IEPIMJMD_02118"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"MMDBIILJ_02774","FLGAKPPE_03215","KHFEMGOO_01475","IIKFGBBB_01243","KHKGKMMB_03245","JKOKEDCG_03265","LPBCNMIE_02869","CKNGFCEJ_01105","GAGFMPJI_01543","GBNKPCGJ_03474","GDJCPMLA_03641","GFFIAHLG_03086","NCNEDJLH_03084","PBGCBKEA_03638","IEPIMJMD_02117"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"MMDBIILJ_02779","FLGAKPPE_03210","KHFEMGOO_01480","IIKFGBBB_01238","KHKGKMMB_03250","JKOKEDCG_03270","LPBCNMIE_02874","CKNGFCEJ_01110","GAGFMPJI_01548","GBNKPCGJ_03469","GDJCPMLA_03636","GFFIAHLG_03091","NCNEDJLH_03089","PBGCBKEA_03643","IEPIMJMD_02112"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"MMDBIILJ_02804","FLGAKPPE_03185","KHFEMGOO_01505","IIKFGBBB_01213","KHKGKMMB_03275","JKOKEDCG_03295","LPBCNMIE_02899","CKNGFCEJ_01135","GAGFMPJI_01573","GBNKPCGJ_03444","GDJCPMLA_03611","GFFIAHLG_03116","NCNEDJLH_03114","PBGCBKEA_03668","IEPIMJMD_02087"
