"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14326413","SRR5075657","SRR21444147","SRR7138665","SRR12136529","SRR13498978","SRR12473513","SRR6377192","SRR2567144","SRR10363935","SRR9829553","SRR3664744","SRR12828267","SRR8751435","SRR6377193"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"GEFJFNMM_04407","IKFDENOE_03397","ECOGFPDB_03986","BLHJBCDM_02415","OANMLOME_03059","MGOLJGKF_03305","BAMHHLNA_04334","JBAJGAHA_03016","CJFHHIFD_02925","NGKMMLPG_03189","CIFPOGGM_03579","JMEAJABB_02749","IJAFKOGM_03039","MGANPMML_03139","PCNHDHOO_03116"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"GEFJFNMM_04215","IKFDENOE_03853","ECOGFPDB_04303","BLHJBCDM_03193","OANMLOME_04211","MGOLJGKF_03758","BAMHHLNA_04215","JBAJGAHA_03554","CJFHHIFD_04233","NGKMMLPG_03754","CIFPOGGM_03992","JMEAJABB_03981","IJAFKOGM_03547","MGANPMML_04355","PCNHDHOO_03322"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"GEFJFNMM_04220","IKFDENOE_03858","ECOGFPDB_04308","BLHJBCDM_03188","OANMLOME_04216","MGOLJGKF_03763","BAMHHLNA_04220","JBAJGAHA_03549","CJFHHIFD_04228","NGKMMLPG_03749","CIFPOGGM_03997","JMEAJABB_03986","IJAFKOGM_03542","MGANPMML_04350","PCNHDHOO_03327"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"GEFJFNMM_04224","IKFDENOE_03862","ECOGFPDB_04312","BLHJBCDM_03184","OANMLOME_04220","MGOLJGKF_03767","BAMHHLNA_04224","JBAJGAHA_03545","CJFHHIFD_04224","NGKMMLPG_03745","CIFPOGGM_04001","JMEAJABB_03990","IJAFKOGM_03538","MGANPMML_04346","PCNHDHOO_03331"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"GEFJFNMM_04232","IKFDENOE_03870","ECOGFPDB_04320","BLHJBCDM_03176","OANMLOME_04228","MGOLJGKF_03775","BAMHHLNA_04232","JBAJGAHA_03537","CJFHHIFD_04216","NGKMMLPG_03737","CIFPOGGM_04009","JMEAJABB_03998","IJAFKOGM_03530","MGANPMML_04338","PCNHDHOO_03339"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"GEFJFNMM_04255","IKFDENOE_03893","ECOGFPDB_04343","BLHJBCDM_03153","OANMLOME_04251","MGOLJGKF_03798","BAMHHLNA_04255","JBAJGAHA_03514","CJFHHIFD_04193","NGKMMLPG_03714","CIFPOGGM_04032","JMEAJABB_04021","IJAFKOGM_03507","MGANPMML_04315","PCNHDHOO_03362"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"GEFJFNMM_04277","IKFDENOE_04517","ECOGFPDB_04365","BLHJBCDM_04433","OANMLOME_04395","MGOLJGKF_04389","BAMHHLNA_04344","JBAJGAHA_04416","CJFHHIFD_04315","NGKMMLPG_04423","CIFPOGGM_04160","JMEAJABB_04173","IJAFKOGM_04513","MGANPMML_04445","PCNHDHOO_04424"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"GEFJFNMM_03904","IKFDENOE_02029","ECOGFPDB_00419","BLHJBCDM_04518","OANMLOME_00027","MGOLJGKF_01573","BAMHHLNA_02737","JBAJGAHA_01088","CJFHHIFD_01570","NGKMMLPG_03282","CIFPOGGM_04204","JMEAJABB_03805","IJAFKOGM_01510","MGANPMML_04125","PCNHDHOO_00695"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"GEFJFNMM_03900","IKFDENOE_02025","ECOGFPDB_00415","BLHJBCDM_02892","OANMLOME_00031","MGOLJGKF_01569","BAMHHLNA_02733","JBAJGAHA_01084","CJFHHIFD_01566","NGKMMLPG_03286","CIFPOGGM_04208","JMEAJABB_03809","IJAFKOGM_01506","MGANPMML_04121","PCNHDHOO_00699"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"GEFJFNMM_03364","IKFDENOE_01631","ECOGFPDB_00019","BLHJBCDM_03352","OANMLOME_00426","MGOLJGKF_01173","BAMHHLNA_04101","JBAJGAHA_00687","CJFHHIFD_01172","NGKMMLPG_03681","CIFPOGGM_03271","JMEAJABB_03760","IJAFKOGM_01111","MGANPMML_02350","PCNHDHOO_01095"
"yjgN_1","","Inner membrane protein YjgN",905,905,1,1,4988,NA,NA,"",752,848,847,"GEFJFNMM_01922","IKFDENOE_01807","ECOGFPDB_00195","BLHJBCDM_02673","OANMLOME_00250","MGOLJGKF_01350","BAMHHLNA_02515","JBAJGAHA_00864","CJFHHIFD_01348","NGKMMLPG_03505","CIFPOGGM_04384","JMEAJABB_00906","IJAFKOGM_01287","MGANPMML_02526","PCNHDHOO_00918"
"group_1092","","hypothetical protein",905,905,1,1,2437,NA,NA,"",698,974,973,"GEFJFNMM_04483","IKFDENOE_03449","ECOGFPDB_04521","BLHJBCDM_02364","OANMLOME_04579","MGOLJGKF_03357","BAMHHLNA_04283","JBAJGAHA_02965","CJFHHIFD_04531","NGKMMLPG_03242","CIFPOGGM_04360","JMEAJABB_02698","IJAFKOGM_02987","MGANPMML_03088","PCNHDHOO_03168"
"aceB","","Malate synthase A",905,905,1,1,889,NA,NA,"",1298,1601,1598,"GEFJFNMM_03928","IKFDENOE_02053","ECOGFPDB_00443","BLHJBCDM_04494","OANMLOME_00003","MGOLJGKF_01597","BAMHHLNA_02761","JBAJGAHA_01112","CJFHHIFD_01594","NGKMMLPG_03258","CIFPOGGM_04446","JMEAJABB_03781","IJAFKOGM_01534","MGANPMML_04149","PCNHDHOO_00671"
"prr","","Gamma-aminobutyraldehyde dehydrogenase",905,905,1,1,3242,NA,NA,"",1397,1445,1424,"GEFJFNMM_00458","IKFDENOE_00819","ECOGFPDB_00989","BLHJBCDM_01048","OANMLOME_00574","MGOLJGKF_01729","BAMHHLNA_00277","JBAJGAHA_01244","CJFHHIFD_01873","NGKMMLPG_01285","CIFPOGGM_00603","JMEAJABB_01622","IJAFKOGM_01665","MGANPMML_01842","PCNHDHOO_01390"
"group_1135","","hypothetical protein",905,905,1,1,1575,NA,NA,"",953,3956,3869,"GEFJFNMM_01601","IKFDENOE_03498","ECOGFPDB_02766","BLHJBCDM_01981","OANMLOME_04330","MGOLJGKF_03587","BAMHHLNA_02496","JBAJGAHA_03280","CJFHHIFD_02390","NGKMMLPG_02584","CIFPOGGM_01610","JMEAJABB_01487","IJAFKOGM_02604","MGANPMML_03403","PCNHDHOO_04021"
"ybiT","","putative ABC transporter ATP-binding protein YbiT",905,905,1,1,4411,NA,NA,"",977,1595,1590,"GEFJFNMM_04141","IKFDENOE_00070","ECOGFPDB_02326","BLHJBCDM_03069","OANMLOME_02652","MGOLJGKF_01084","BAMHHLNA_00649","JBAJGAHA_02541","CJFHHIFD_01083","NGKMMLPG_01085","CIFPOGGM_03861","JMEAJABB_03497","IJAFKOGM_00676","MGANPMML_00738","PCNHDHOO_04235"
"ttdA_1","","L(+)-tartrate dehydratase subunit alpha",905,905,1,1,1199,NA,NA,"",617,854,843,"GEFJFNMM_04568","IKFDENOE_04099","ECOGFPDB_03225","BLHJBCDM_04393","OANMLOME_04270","MGOLJGKF_03817","BAMHHLNA_02768","JBAJGAHA_03880","CJFHHIFD_03193","NGKMMLPG_04277","CIFPOGGM_02188","JMEAJABB_01926","IJAFKOGM_03694","MGANPMML_03625","PCNHDHOO_03568"
"dtpA","","Dipeptide and tripeptide permease A",905,905,1,1,3083,NA,NA,"",938,1511,1504,"GEFJFNMM_00978","IKFDENOE_03158","ECOGFPDB_02406","BLHJBCDM_02020","OANMLOME_03520","MGOLJGKF_02739","BAMHHLNA_00381","JBAJGAHA_02621","CJFHHIFD_03910","NGKMMLPG_02623","CIFPOGGM_02372","JMEAJABB_02577","IJAFKOGM_02964","MGANPMML_03046","PCNHDHOO_02574"
"cfxP","","Phosphoribulokinase, plasmid",905,905,1,1,126,NA,NA,"",749,869,868,"GEFJFNMM_02290","IKFDENOE_02403","ECOGFPDB_00795","BLHJBCDM_00568","OANMLOME_00921","MGOLJGKF_02022","BAMHHLNA_02179","JBAJGAHA_01537","CJFHHIFD_02978","NGKMMLPG_01909","CIFPOGGM_00065","JMEAJABB_03901","IJAFKOGM_01957","MGANPMML_01501","PCNHDHOO_01868"
"nudE","","ADP compounds hydrolase NudE",905,905,1,1,161,NA,NA,"",563,596,563,"GEFJFNMM_02260","IKFDENOE_02373","ECOGFPDB_00765","BLHJBCDM_00598","OANMLOME_00951","MGOLJGKF_02052","BAMHHLNA_02149","JBAJGAHA_01567","CJFHHIFD_03008","NGKMMLPG_01879","CIFPOGGM_00095","JMEAJABB_03376","IJAFKOGM_01987","MGANPMML_01471","PCNHDHOO_01838"
"igaA","","Intracellular growth attenuator protein igaA",905,905,1,1,162,NA,NA,"",1997,2132,2131,"GEFJFNMM_02259","IKFDENOE_02372","ECOGFPDB_00764","BLHJBCDM_00599","OANMLOME_00952","MGOLJGKF_02053","BAMHHLNA_02148","JBAJGAHA_01568","CJFHHIFD_03009","NGKMMLPG_01878","CIFPOGGM_00096","JMEAJABB_03377","IJAFKOGM_01988","MGANPMML_01470","PCNHDHOO_01837"
"hslR","","Heat shock protein 15",905,905,1,1,164,NA,NA,"",326,401,400,"GEFJFNMM_02257","IKFDENOE_02370","ECOGFPDB_00762","BLHJBCDM_00601","OANMLOME_00954","MGOLJGKF_02055","BAMHHLNA_02146","JBAJGAHA_01570","CJFHHIFD_03011","NGKMMLPG_01876","CIFPOGGM_00098","JMEAJABB_03379","IJAFKOGM_01990","MGANPMML_01468","PCNHDHOO_01835"
"rhmR_1","","putative HTH-type transcriptional regulator RhmR",905,905,1,1,204,NA,NA,"",608,755,754,"GEFJFNMM_02221","IKFDENOE_02334","ECOGFPDB_00726","BLHJBCDM_00637","OANMLOME_00990","MGOLJGKF_02091","BAMHHLNA_02110","JBAJGAHA_01606","CJFHHIFD_03047","NGKMMLPG_01840","CIFPOGGM_00134","JMEAJABB_03415","IJAFKOGM_02026","MGANPMML_01432","PCNHDHOO_01799"
"malP_1","","Maltodextrin phosphorylase",905,905,1,1,205,NA,NA,"",2372,2447,2446,"GEFJFNMM_02220","IKFDENOE_02333","ECOGFPDB_00725","BLHJBCDM_00638","OANMLOME_00991","MGOLJGKF_02092","BAMHHLNA_02109","JBAJGAHA_01607","CJFHHIFD_03048","NGKMMLPG_01839","CIFPOGGM_00135","JMEAJABB_03416","IJAFKOGM_02027","MGANPMML_01431","PCNHDHOO_01798"
"yhhX","","putative oxidoreductase YhhX",905,905,1,1,216,NA,NA,"",500,1037,1036,"GEFJFNMM_02210","IKFDENOE_02323","ECOGFPDB_00715","BLHJBCDM_00648","OANMLOME_01001","MGOLJGKF_02102","BAMHHLNA_02099","JBAJGAHA_01617","CJFHHIFD_03058","NGKMMLPG_01829","CIFPOGGM_00145","JMEAJABB_03426","IJAFKOGM_02037","MGANPMML_01421","PCNHDHOO_01788"
"lacG","","Lactose transport system permease protein LacG",905,905,1,1,229,NA,NA,"",500,845,844,"GEFJFNMM_02199","IKFDENOE_02313","ECOGFPDB_00704","BLHJBCDM_00659","OANMLOME_01012","MGOLJGKF_02113","BAMHHLNA_02088","JBAJGAHA_01628","CJFHHIFD_03069","NGKMMLPG_01818","CIFPOGGM_00156","JMEAJABB_02279","IJAFKOGM_02048","MGANPMML_01410","PCNHDHOO_01777"
"pitA","","Low-affinity inorganic phosphate transporter 1",905,905,1,1,267,NA,NA,"",716,1496,1495,"GEFJFNMM_02165","IKFDENOE_02279","ECOGFPDB_00670","BLHJBCDM_00693","OANMLOME_01046","MGOLJGKF_02147","BAMHHLNA_02054","JBAJGAHA_01662","CJFHHIFD_03103","NGKMMLPG_01784","CIFPOGGM_00190","JMEAJABB_02245","IJAFKOGM_02082","MGANPMML_01376","PCNHDHOO_01743"
"uspB","","Universal stress protein B",905,905,1,1,268,NA,NA,"",242,335,334,"GEFJFNMM_02164","IKFDENOE_02278","ECOGFPDB_00669","BLHJBCDM_00694","OANMLOME_01047","MGOLJGKF_02148","BAMHHLNA_02053","JBAJGAHA_01663","CJFHHIFD_03104","NGKMMLPG_01783","CIFPOGGM_00191","JMEAJABB_02244","IJAFKOGM_02083","MGANPMML_01375","PCNHDHOO_01742"
"yhjE","","Inner membrane metabolite transport protein YhjE",905,905,1,1,288,NA,NA,"",1100,1322,1321,"GEFJFNMM_02145","IKFDENOE_02259","ECOGFPDB_00650","BLHJBCDM_00713","OANMLOME_01066","MGOLJGKF_02167","BAMHHLNA_02034","JBAJGAHA_01682","CJFHHIFD_03123","NGKMMLPG_01764","CIFPOGGM_00210","JMEAJABB_02225","IJAFKOGM_02102","MGANPMML_01356","PCNHDHOO_01723"
"group_1190","","hypothetical protein",905,905,1,1,289,NA,NA,"",1895,2060,2059,"GEFJFNMM_02144","IKFDENOE_02258","ECOGFPDB_00649","BLHJBCDM_00714","OANMLOME_01067","MGOLJGKF_02168","BAMHHLNA_02033","JBAJGAHA_01683","CJFHHIFD_03124","NGKMMLPG_01763","CIFPOGGM_00211","JMEAJABB_02224","IJAFKOGM_02103","MGANPMML_01355","PCNHDHOO_01722"
"bcsE","","Cyclic di-GMP binding protein BcsE",905,905,1,1,302,NA,NA,"",1445,1559,1555,"GEFJFNMM_02132","IKFDENOE_02246","ECOGFPDB_00637","BLHJBCDM_00726","OANMLOME_01079","MGOLJGKF_02180","BAMHHLNA_02021","JBAJGAHA_01695","CJFHHIFD_03136","NGKMMLPG_01751","CIFPOGGM_00223","JMEAJABB_02212","IJAFKOGM_02115","MGANPMML_01343","PCNHDHOO_01710"
"eptB","","Kdo(2)-lipid A phosphoethanolamine 7''-transferase",905,905,1,1,316,NA,NA,"",560,1691,1689,"GEFJFNMM_02118","IKFDENOE_02232","ECOGFPDB_00623","BLHJBCDM_00740","OANMLOME_01093","MGOLJGKF_02194","BAMHHLNA_02007","JBAJGAHA_01709","CJFHHIFD_03150","NGKMMLPG_01737","CIFPOGGM_00237","JMEAJABB_02198","IJAFKOGM_02129","MGANPMML_01329","PCNHDHOO_01696"
"lpfD_1","","putative minor fimbrial subunit LpfD",905,905,1,1,318,NA,NA,"",512,1079,1078,"GEFJFNMM_02116","IKFDENOE_02230","ECOGFPDB_00621","BLHJBCDM_00742","OANMLOME_01095","MGOLJGKF_02196","BAMHHLNA_02005","JBAJGAHA_01711","CJFHHIFD_03152","NGKMMLPG_01735","CIFPOGGM_00239","JMEAJABB_02196","IJAFKOGM_02131","MGANPMML_01327","PCNHDHOO_01694"
"group_1194","","hypothetical protein",905,905,1,1,319,NA,NA,"",2243,2297,2243,"GEFJFNMM_02115","IKFDENOE_02229","ECOGFPDB_00620","BLHJBCDM_00743","OANMLOME_01096","MGOLJGKF_02197","BAMHHLNA_02004","JBAJGAHA_01712","CJFHHIFD_03153","NGKMMLPG_01734","CIFPOGGM_00240","JMEAJABB_02195","IJAFKOGM_02132","MGANPMML_01326","PCNHDHOO_01693"
