"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR16966794","SRR14073886","SRR1793247","SRR10269621","SRR8261715","SRR21640944","SRR12473513","SRR10493612","SRR13187405","SRR11015368","SRR1501666","SRR10155170","SRR10155181","SRR13944746","SRR13332084"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"FDGIGAOE_04579","BFAHOBDM_04559","EHGAAPFO_03301","DEGEGLAP_03023","EINEIBBI_02653","AOGFIKED_03401","BAMHHLNA_04334","KKBJLIKA_00879","MJNEBMJF_04509","JNNEAAKJ_01869","CDBBAJNI_03053","OBHJIGGI_02650","EFEKIOAF_02996","PIIKOJLE_04378","FHMCAHNG_03685"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"FDGIGAOE_01931","BFAHOBDM_04282","EHGAAPFO_03986","DEGEGLAP_04514","EINEIBBI_03275","AOGFIKED_03767","BAMHHLNA_04215","KKBJLIKA_01284","MJNEBMJF_03581","JNNEAAKJ_02586","CDBBAJNI_03999","OBHJIGGI_03417","EFEKIOAF_03617","PIIKOJLE_04312","FHMCAHNG_04220"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"FDGIGAOE_01936","BFAHOBDM_04287","EHGAAPFO_03981","DEGEGLAP_04509","EINEIBBI_03270","AOGFIKED_03762","BAMHHLNA_04220","KKBJLIKA_01289","MJNEBMJF_03576","JNNEAAKJ_02581","CDBBAJNI_03994","OBHJIGGI_03412","EFEKIOAF_03622","PIIKOJLE_04307","FHMCAHNG_04225"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"FDGIGAOE_01940","BFAHOBDM_04291","EHGAAPFO_03977","DEGEGLAP_04505","EINEIBBI_03266","AOGFIKED_03758","BAMHHLNA_04224","KKBJLIKA_01293","MJNEBMJF_03572","JNNEAAKJ_02577","CDBBAJNI_03990","OBHJIGGI_03408","EFEKIOAF_03626","PIIKOJLE_04303","FHMCAHNG_04229"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"FDGIGAOE_01948","BFAHOBDM_04299","EHGAAPFO_03969","DEGEGLAP_04497","EINEIBBI_03258","AOGFIKED_03750","BAMHHLNA_04232","KKBJLIKA_01301","MJNEBMJF_03564","JNNEAAKJ_02569","CDBBAJNI_03982","OBHJIGGI_03400","EFEKIOAF_03634","PIIKOJLE_04295","FHMCAHNG_04237"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"FDGIGAOE_01971","BFAHOBDM_04322","EHGAAPFO_03946","DEGEGLAP_04474","EINEIBBI_03235","AOGFIKED_03727","BAMHHLNA_04255","KKBJLIKA_01324","MJNEBMJF_03541","JNNEAAKJ_02546","CDBBAJNI_03959","OBHJIGGI_03377","EFEKIOAF_03657","PIIKOJLE_04272","FHMCAHNG_04260"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"FDGIGAOE_04318","BFAHOBDM_04475","EHGAAPFO_04399","DEGEGLAP_04551","EINEIBBI_04464","AOGFIKED_04512","BAMHHLNA_04344","KKBJLIKA_04311","MJNEBMJF_04013","JNNEAAKJ_03330","CDBBAJNI_04529","OBHJIGGI_04387","EFEKIOAF_04397","PIIKOJLE_04468","FHMCAHNG_04401"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"FDGIGAOE_03405","BFAHOBDM_03569","EHGAAPFO_02314","DEGEGLAP_00695","EINEIBBI_02751","AOGFIKED_01642","BAMHHLNA_02737","KKBJLIKA_04175","MJNEBMJF_03460","JNNEAAKJ_03794","CDBBAJNI_02524","OBHJIGGI_01089","EFEKIOAF_03257","PIIKOJLE_02820","FHMCAHNG_03879"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"FDGIGAOE_03409","BFAHOBDM_03573","EHGAAPFO_02310","DEGEGLAP_00699","EINEIBBI_02755","AOGFIKED_01646","BAMHHLNA_02733","KKBJLIKA_04179","MJNEBMJF_03456","JNNEAAKJ_03790","CDBBAJNI_02528","OBHJIGGI_01085","EFEKIOAF_03261","PIIKOJLE_02816","FHMCAHNG_03883"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"FDGIGAOE_03510","BFAHOBDM_02756","EHGAAPFO_01917","DEGEGLAP_01096","EINEIBBI_03769","AOGFIKED_02041","BAMHHLNA_04101","KKBJLIKA_02323","MJNEBMJF_04265","JNNEAAKJ_02184","CDBBAJNI_03654","OBHJIGGI_00688","EFEKIOAF_03690","PIIKOJLE_03455","FHMCAHNG_02558"
