"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR7132727","SRR1171404","SRR11991397","SRR13927415","SRR12188981","SRR6373147","SRR8593407","SRR1501666","SRR5271496","SRR10349484","SRR13112132","SRR8270017","SRR11278098","SRR10113612","SRR11214346"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"ODGHCKKE_04368","JOFCKHDJ_03512","FOCKFIOO_04267","AOMMLPAJ_04402","FODJHCIF_04475","IFMOKOBC_04308","BOCEAPDL_03637","CDBBAJNI_03053","NAJGACBH_01014","DFGFLAIB_04537","NGLFLEHP_01764","CFMFLGPJ_04493","IECIKDIM_04326","PKONHCOE_04289","FONMPNID_03166"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"ODGHCKKE_03650","JOFCKHDJ_03888","FOCKFIOO_03766","AOMMLPAJ_02672","FODJHCIF_04316","IFMOKOBC_03436","BOCEAPDL_03757","CDBBAJNI_03999","NAJGACBH_03868","DFGFLAIB_04281","NGLFLEHP_04416","CFMFLGPJ_03226","IECIKDIM_03208","PKONHCOE_04163","FONMPNID_03642"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"ODGHCKKE_03645","JOFCKHDJ_03893","FOCKFIOO_03771","AOMMLPAJ_02667","FODJHCIF_04311","IFMOKOBC_03441","BOCEAPDL_03752","CDBBAJNI_03994","NAJGACBH_03873","DFGFLAIB_04286","NGLFLEHP_04411","CFMFLGPJ_03231","IECIKDIM_03203","PKONHCOE_04158","FONMPNID_03647"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"ODGHCKKE_03641","JOFCKHDJ_03897","FOCKFIOO_03775","AOMMLPAJ_02663","FODJHCIF_04307","IFMOKOBC_03445","BOCEAPDL_03748","CDBBAJNI_03990","NAJGACBH_03877","DFGFLAIB_04290","NGLFLEHP_04407","CFMFLGPJ_03235","IECIKDIM_03199","PKONHCOE_04154","FONMPNID_03651"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"ODGHCKKE_03633","JOFCKHDJ_03905","FOCKFIOO_03783","AOMMLPAJ_02655","FODJHCIF_04299","IFMOKOBC_03453","BOCEAPDL_03740","CDBBAJNI_03982","NAJGACBH_03885","DFGFLAIB_04298","NGLFLEHP_04399","CFMFLGPJ_03243","IECIKDIM_03191","PKONHCOE_04146","FONMPNID_03659"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"ODGHCKKE_03610","JOFCKHDJ_03928","FOCKFIOO_03806","AOMMLPAJ_02632","FODJHCIF_04277","IFMOKOBC_03476","BOCEAPDL_03717","CDBBAJNI_03959","NAJGACBH_03908","DFGFLAIB_04321","NGLFLEHP_04376","CFMFLGPJ_03266","IECIKDIM_03168","PKONHCOE_04123","FONMPNID_03682"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"ODGHCKKE_04458","JOFCKHDJ_04491","FOCKFIOO_04390","AOMMLPAJ_04339","FODJHCIF_04354","IFMOKOBC_04381","BOCEAPDL_04427","CDBBAJNI_04529","NAJGACBH_04534","DFGFLAIB_04474","NGLFLEHP_04561","CFMFLGPJ_04423","IECIKDIM_03658","PKONHCOE_04384","FONMPNID_04491"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"ODGHCKKE_01085","JOFCKHDJ_01569","FOCKFIOO_01573","AOMMLPAJ_04144","FODJHCIF_04234","IFMOKOBC_01822","BOCEAPDL_01572","CDBBAJNI_02524","NAJGACBH_02309","DFGFLAIB_00671","NGLFLEHP_04328","CFMFLGPJ_03641","IECIKDIM_03831","PKONHCOE_01943","FONMPNID_01718"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"ODGHCKKE_01081","JOFCKHDJ_01565","FOCKFIOO_01569","AOMMLPAJ_04140","FODJHCIF_04238","IFMOKOBC_01818","BOCEAPDL_01568","CDBBAJNI_02528","NAJGACBH_02313","DFGFLAIB_00675","NGLFLEHP_04332","CFMFLGPJ_03637","IECIKDIM_03835","PKONHCOE_01939","FONMPNID_01714"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"ODGHCKKE_00687","JOFCKHDJ_01172","FOCKFIOO_01173","AOMMLPAJ_01276","FODJHCIF_04390","IFMOKOBC_04061","BOCEAPDL_01172","CDBBAJNI_03654","NAJGACBH_02708","DFGFLAIB_01070","NGLFLEHP_03462","CFMFLGPJ_01105","IECIKDIM_02200","PKONHCOE_03225","FONMPNID_01320"
