"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14200992","SRR18712258","SRR6885452","SRR13734520","SRR17655102","SRR15877834","SRR13336701","SRR17724589","SRR14276910","SRR20220031","SRR6484728","SRR5263955","SRR17194365","SRR5238340","SRR14270321"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"DJBCBOFK_00105","JPFCJAOK_01241","NLGBDMAD_02120","HFNCDGNJ_01449","PHGCLINA_01249","LKNNCIIB_01242","POJMEPCE_00170","LAHLJLAD_00170","BAOOAAJA_00170","MIMPADND_01801","OMLOLKBM_00170","FDPLLCHC_00169","CDDDOKMM_01245","NMAFHGFJ_00499","HLBOABMH_03030"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"DJBCBOFK_00101","JPFCJAOK_01245","NLGBDMAD_02124","HFNCDGNJ_01453","PHGCLINA_01253","LKNNCIIB_01246","POJMEPCE_00166","LAHLJLAD_00166","BAOOAAJA_00166","MIMPADND_01805","OMLOLKBM_00166","FDPLLCHC_00165","CDDDOKMM_01249","NMAFHGFJ_00503","HLBOABMH_03026"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"DJBCBOFK_00065","JPFCJAOK_01282","NLGBDMAD_02161","HFNCDGNJ_01490","PHGCLINA_01289","LKNNCIIB_01283","POJMEPCE_00129","LAHLJLAD_00129","BAOOAAJA_00129","MIMPADND_01842","OMLOLKBM_00129","FDPLLCHC_00129","CDDDOKMM_01286","NMAFHGFJ_00540","HLBOABMH_02989"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"DJBCBOFK_00028","JPFCJAOK_01319","NLGBDMAD_02198","HFNCDGNJ_01527","PHGCLINA_01326","LKNNCIIB_01320","POJMEPCE_00092","LAHLJLAD_00092","BAOOAAJA_00092","MIMPADND_01879","OMLOLKBM_00092","FDPLLCHC_00092","CDDDOKMM_01323","NMAFHGFJ_00577","HLBOABMH_03609"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"DJBCBOFK_03459","JPFCJAOK_03171","NLGBDMAD_01680","HFNCDGNJ_03207","PHGCLINA_03620","LKNNCIIB_03567","POJMEPCE_03528","LAHLJLAD_03401","BAOOAAJA_03519","MIMPADND_03325","OMLOLKBM_03147","FDPLLCHC_03247","CDDDOKMM_03527","NMAFHGFJ_02655","HLBOABMH_04193"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"DJBCBOFK_03469","JPFCJAOK_03161","NLGBDMAD_01670","HFNCDGNJ_03217","PHGCLINA_03610","LKNNCIIB_03557","POJMEPCE_03538","LAHLJLAD_03411","BAOOAAJA_03529","MIMPADND_03335","OMLOLKBM_03157","FDPLLCHC_03237","CDDDOKMM_03537","NMAFHGFJ_02645","HLBOABMH_04203"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"DJBCBOFK_03490","JPFCJAOK_03140","NLGBDMAD_01649","HFNCDGNJ_03238","PHGCLINA_03589","LKNNCIIB_03536","POJMEPCE_03559","LAHLJLAD_03432","BAOOAAJA_03550","MIMPADND_03356","OMLOLKBM_03178","FDPLLCHC_03216","CDDDOKMM_03558","NMAFHGFJ_02624","HLBOABMH_02494"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"DJBCBOFK_03491","JPFCJAOK_03139","NLGBDMAD_01648","HFNCDGNJ_03239","PHGCLINA_03588","LKNNCIIB_03535","POJMEPCE_03560","LAHLJLAD_03433","BAOOAAJA_03551","MIMPADND_03357","OMLOLKBM_03179","FDPLLCHC_03215","CDDDOKMM_03559","NMAFHGFJ_02623","HLBOABMH_02495"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"DJBCBOFK_03496","JPFCJAOK_03134","NLGBDMAD_01643","HFNCDGNJ_03244","PHGCLINA_03583","LKNNCIIB_03530","POJMEPCE_03565","LAHLJLAD_03438","BAOOAAJA_03556","MIMPADND_03362","OMLOLKBM_03184","FDPLLCHC_03210","CDDDOKMM_03564","NMAFHGFJ_02618","HLBOABMH_02500"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"DJBCBOFK_03522","JPFCJAOK_03109","NLGBDMAD_01618","HFNCDGNJ_03269","PHGCLINA_03558","LKNNCIIB_03505","POJMEPCE_03590","LAHLJLAD_03463","BAOOAAJA_03581","MIMPADND_03387","OMLOLKBM_03209","FDPLLCHC_03185","CDDDOKMM_03589","NMAFHGFJ_02593","HLBOABMH_02525"
