"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR6484652","SRR14883317","SRR8793567","SRR13531662","SRR12003250","SRR17660648","SRR19418346","SRR2043689","SRR17656873","SRR10491305","SRR15307660","SRR6025940","SRR13796383","SRR6514723","SRR14245656"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"FEIHKKDO_01836","PDCLLHKJ_01303","BFPHMHNP_01238","LKIJJJGA_00498","HGCBFCKE_00170","ICIKNJHD_00169","IFGFNFPK_01251","EAELOOOG_00170","GGGHCCHI_00911","NMKCBMOF_00953","DFKNMEPE_00917","OHLILGDE_00499","ECPNJAAK_00915","DBEIANOB_00171","MBHAGOHJ_00911"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"FEIHKKDO_01840","PDCLLHKJ_01307","BFPHMHNP_01234","LKIJJJGA_00502","HGCBFCKE_00166","ICIKNJHD_00165","IFGFNFPK_01255","EAELOOOG_00166","GGGHCCHI_00907","NMKCBMOF_00957","DFKNMEPE_00913","OHLILGDE_00503","ECPNJAAK_00911","DBEIANOB_00167","MBHAGOHJ_00907"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"FEIHKKDO_01877","PDCLLHKJ_01344","BFPHMHNP_01197","LKIJJJGA_00538","HGCBFCKE_00129","ICIKNJHD_00129","IFGFNFPK_01292","EAELOOOG_00129","GGGHCCHI_00871","NMKCBMOF_00994","DFKNMEPE_00876","OHLILGDE_00540","ECPNJAAK_00874","DBEIANOB_00130","MBHAGOHJ_00871"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"FEIHKKDO_01914","PDCLLHKJ_01381","BFPHMHNP_02074","LKIJJJGA_00575","HGCBFCKE_00092","ICIKNJHD_00092","IFGFNFPK_01329","EAELOOOG_00092","GGGHCCHI_00834","NMKCBMOF_01031","DFKNMEPE_00839","OHLILGDE_00577","ECPNJAAK_00837","DBEIANOB_00093","MBHAGOHJ_00834"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"FEIHKKDO_01165","PDCLLHKJ_02639","BFPHMHNP_03971","LKIJJJGA_03081","HGCBFCKE_03615","ICIKNJHD_03323","IFGFNFPK_03622","EAELOOOG_02872","GGGHCCHI_03569","NMKCBMOF_02555","DFKNMEPE_03497","OHLILGDE_03577","ECPNJAAK_03549","DBEIANOB_03237","MBHAGOHJ_03522"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"FEIHKKDO_01175","PDCLLHKJ_02629","BFPHMHNP_03981","LKIJJJGA_03071","HGCBFCKE_03605","ICIKNJHD_03333","IFGFNFPK_03612","EAELOOOG_02882","GGGHCCHI_03559","NMKCBMOF_02545","DFKNMEPE_03507","OHLILGDE_03587","ECPNJAAK_03539","DBEIANOB_03247","MBHAGOHJ_03532"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"FEIHKKDO_01196","PDCLLHKJ_02608","BFPHMHNP_03547","LKIJJJGA_03050","HGCBFCKE_03584","ICIKNJHD_03354","IFGFNFPK_03591","EAELOOOG_02903","GGGHCCHI_03538","NMKCBMOF_02524","DFKNMEPE_03528","OHLILGDE_03608","ECPNJAAK_03518","DBEIANOB_03268","MBHAGOHJ_03553"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"FEIHKKDO_01197","PDCLLHKJ_02607","BFPHMHNP_03546","LKIJJJGA_03049","HGCBFCKE_03583","ICIKNJHD_03355","IFGFNFPK_03590","EAELOOOG_02904","GGGHCCHI_03537","NMKCBMOF_02523","DFKNMEPE_03529","OHLILGDE_03609","ECPNJAAK_03517","DBEIANOB_03269","MBHAGOHJ_03554"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"FEIHKKDO_01202","PDCLLHKJ_02602","BFPHMHNP_03541","LKIJJJGA_03044","HGCBFCKE_03578","ICIKNJHD_03360","IFGFNFPK_03585","EAELOOOG_02909","GGGHCCHI_03532","NMKCBMOF_02518","DFKNMEPE_03534","OHLILGDE_03614","ECPNJAAK_03512","DBEIANOB_03274","MBHAGOHJ_03559"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"FEIHKKDO_01227","PDCLLHKJ_02577","BFPHMHNP_02599","LKIJJJGA_03019","HGCBFCKE_03553","ICIKNJHD_03385","IFGFNFPK_03560","EAELOOOG_02934","GGGHCCHI_03507","NMKCBMOF_02493","DFKNMEPE_03559","OHLILGDE_03639","ECPNJAAK_03487","DBEIANOB_03299","MBHAGOHJ_03584"
"dld","","Quinone-dependent D-lactate dehydrogenase",664,664,1,1,6073,NA,NA,"",1310,1730,1728,"FEIHKKDO_01267","PDCLLHKJ_02537","BFPHMHNP_01385","LKIJJJGA_02979","HGCBFCKE_03513","ICIKNJHD_03425","IFGFNFPK_03520","EAELOOOG_02974","GGGHCCHI_03467","NMKCBMOF_02453","DFKNMEPE_03599","OHLILGDE_03679","ECPNJAAK_03447","DBEIANOB_03339","MBHAGOHJ_03624"
"bcr","","Bicyclomycin resistance protein",664,664,1,1,6014,NA,NA,"",884,1190,1187,"FEIHKKDO_01321","PDCLLHKJ_02482","BFPHMHNP_00761","LKIJJJGA_02924","HGCBFCKE_03458","ICIKNJHD_03479","IFGFNFPK_03465","EAELOOOG_03028","GGGHCCHI_03412","NMKCBMOF_02398","DFKNMEPE_03653","OHLILGDE_03734","ECPNJAAK_03392","DBEIANOB_03393","MBHAGOHJ_03678"
"dsbA_1","","hypothetical protein",664,664,1,1,3812,NA,NA,"",572,665,652,"FEIHKKDO_02173","PDCLLHKJ_03183","BFPHMHNP_04418","LKIJJJGA_00943","HGCBFCKE_01431","ICIKNJHD_02279","IFGFNFPK_02073","EAELOOOG_00732","GGGHCCHI_02060","NMKCBMOF_03211","DFKNMEPE_02069","OHLILGDE_01431","ECPNJAAK_01691","DBEIANOB_00946","MBHAGOHJ_02063"
"group_1104","","hypothetical protein",664,664,1,1,3273,NA,NA,"",935,1127,1093,"FEIHKKDO_02095","PDCLLHKJ_03105","BFPHMHNP_02557","LKIJJJGA_01022","HGCBFCKE_01509","ICIKNJHD_04117","IFGFNFPK_01995","EAELOOOG_00810","GGGHCCHI_01981","NMKCBMOF_03290","DFKNMEPE_01991","OHLILGDE_01509","ECPNJAAK_01770","DBEIANOB_01024","MBHAGOHJ_01985"
"deoA","","Thymidine phosphorylase",664,664,1,1,3268,NA,NA,"",1034,1322,1321,"FEIHKKDO_02090","PDCLLHKJ_03100","BFPHMHNP_02562","LKIJJJGA_01027","HGCBFCKE_01514","ICIKNJHD_04112","IFGFNFPK_01990","EAELOOOG_00815","GGGHCCHI_01976","NMKCBMOF_03295","DFKNMEPE_01986","OHLILGDE_01514","ECPNJAAK_01775","DBEIANOB_01029","MBHAGOHJ_01980"
"sfmH_1","","putative fimbrial-like protein SfmH",664,664,1,1,3210,NA,NA,"",812,1007,1006,"FEIHKKDO_02037","PDCLLHKJ_03046","BFPHMHNP_04089","LKIJJJGA_01080","HGCBFCKE_01567","ICIKNJHD_04059","IFGFNFPK_01937","EAELOOOG_00868","GGGHCCHI_01923","NMKCBMOF_03348","DFKNMEPE_01933","OHLILGDE_01567","ECPNJAAK_01828","DBEIANOB_01082","MBHAGOHJ_01927"
"assT_2","","Arylsulfate sulfotransferase AssT",664,664,1,1,3200,NA,NA,"",1529,1718,1717,"FEIHKKDO_02028","PDCLLHKJ_03037","BFPHMHNP_04489","LKIJJJGA_01089","HGCBFCKE_01576","ICIKNJHD_04050","IFGFNFPK_01928","EAELOOOG_00877","GGGHCCHI_01914","NMKCBMOF_03357","DFKNMEPE_01924","OHLILGDE_01576","ECPNJAAK_01837","DBEIANOB_01091","MBHAGOHJ_01918"
