"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR5045015","SRR6336398","SRR8270017","SRR8321804","SRR10165309","SRR6291076","SRR12828267","SRR8369858","SRR17042236","SRR5766663","SRR22566519","SRR8430268","SRR7771813","SRR10356966","SRR17188789"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"GBEFCADI_03494","OKEFDMEE_04561","CFMFLGPJ_04493","HLCNAEID_02520","JOLGEHDN_04409","JAJLJALE_04028","IJAFKOGM_03039","CNEJEOKD_03873","DNKPKIFB_03686","FGFEIAII_03508","IIEPAPOM_04355","JJMFGHNA_04424","PMAHMIJI_04475","GBMICJBH_04463","BMHIMNAO_04442"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"GBEFCADI_03614","OKEFDMEE_04212","CFMFLGPJ_03226","HLCNAEID_03755","JOLGEHDN_04221","JAJLJALE_04096","IJAFKOGM_03547","CNEJEOKD_04276","DNKPKIFB_04141","FGFEIAII_03883","IIEPAPOM_02668","JJMFGHNA_03440","PMAHMIJI_03348","GBMICJBH_03670","BMHIMNAO_03408"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"GBEFCADI_03609","OKEFDMEE_04207","CFMFLGPJ_03231","HLCNAEID_03760","JOLGEHDN_04226","JAJLJALE_04091","IJAFKOGM_03542","CNEJEOKD_04271","DNKPKIFB_04146","FGFEIAII_03888","IIEPAPOM_02663","JJMFGHNA_03435","PMAHMIJI_03353","GBMICJBH_03675","BMHIMNAO_03403"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"GBEFCADI_03605","OKEFDMEE_04203","CFMFLGPJ_03235","HLCNAEID_03764","JOLGEHDN_04230","JAJLJALE_04087","IJAFKOGM_03538","CNEJEOKD_04267","DNKPKIFB_04150","FGFEIAII_03892","IIEPAPOM_02659","JJMFGHNA_03431","PMAHMIJI_03357","GBMICJBH_03679","BMHIMNAO_03399"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"GBEFCADI_03597","OKEFDMEE_04195","CFMFLGPJ_03243","HLCNAEID_03772","JOLGEHDN_04238","JAJLJALE_04079","IJAFKOGM_03530","CNEJEOKD_04259","DNKPKIFB_04158","FGFEIAII_03900","IIEPAPOM_02651","JJMFGHNA_03423","PMAHMIJI_03365","GBMICJBH_03687","BMHIMNAO_03391"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"GBEFCADI_03574","OKEFDMEE_04172","CFMFLGPJ_03266","HLCNAEID_03795","JOLGEHDN_04261","JAJLJALE_04056","IJAFKOGM_03507","CNEJEOKD_04236","DNKPKIFB_04181","FGFEIAII_03923","IIEPAPOM_02628","JJMFGHNA_03400","PMAHMIJI_03388","GBMICJBH_03710","BMHIMNAO_03367"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"GBEFCADI_04383","OKEFDMEE_04346","CFMFLGPJ_04423","HLCNAEID_04418","JOLGEHDN_04369","JAJLJALE_04325","IJAFKOGM_04513","CNEJEOKD_04381","DNKPKIFB_04336","FGFEIAII_04520","IIEPAPOM_04343","JJMFGHNA_03781","PMAHMIJI_04392","GBMICJBH_04004","BMHIMNAO_03701"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"GBEFCADI_01045","OKEFDMEE_02078","CFMFLGPJ_03641","HLCNAEID_02781","JOLGEHDN_02826","JAJLJALE_01161","IJAFKOGM_01510","CNEJEOKD_04213","DNKPKIFB_00417","FGFEIAII_02317","IIEPAPOM_00027","JJMFGHNA_03945","PMAHMIJI_03782","GBMICJBH_01444","BMHIMNAO_03262"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"GBEFCADI_01049","OKEFDMEE_02074","CFMFLGPJ_03637","HLCNAEID_02785","JOLGEHDN_02822","JAJLJALE_01157","IJAFKOGM_01506","CNEJEOKD_04209","DNKPKIFB_00413","FGFEIAII_02313","IIEPAPOM_00031","JJMFGHNA_03941","PMAHMIJI_03778","GBMICJBH_01440","BMHIMNAO_03266"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"GBEFCADI_01443","OKEFDMEE_03175","CFMFLGPJ_01105","HLCNAEID_03447","JOLGEHDN_03093","JAJLJALE_00763","IJAFKOGM_01111","CNEJEOKD_04476","DNKPKIFB_00019","FGFEIAII_01916","IIEPAPOM_04438","JJMFGHNA_04130","PMAHMIJI_02880","GBMICJBH_04303","BMHIMNAO_04195"
