"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14525658","SRR6457616","SRR14965943","SRR13762668","SRR22730899","SRR13132352","SRR14182592","SRR13491591","SRR10425329","SRR18604255","SRR10445513","SRR6371908","SRR16774935","SRR10031119","SRR13769915"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"LHLBKOPI_02650","AGMMEEOK_02210","AHGFGHOM_01787","IOAAPBNF_00398","DKMHGCIM_01242","DILOKPMJ_00499","CEJIPBAO_03007","CAIKPHLC_00106","MKICJGKN_02670","PMDNNDCN_00536","EJONBNJF_02230","AOCNJNFM_01131","EBIOEBMP_03014","IMOAJHLM_01768","LJOBIKII_00170"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"LHLBKOPI_02654","AGMMEEOK_02206","AHGFGHOM_01791","IOAAPBNF_00402","DKMHGCIM_01246","DILOKPMJ_00503","CEJIPBAO_03003","CAIKPHLC_00102","MKICJGKN_02674","PMDNNDCN_00532","EJONBNJF_02234","AOCNJNFM_01135","EBIOEBMP_03010","IMOAJHLM_01772","LJOBIKII_00166"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"LHLBKOPI_02691","AGMMEEOK_02169","AHGFGHOM_01828","IOAAPBNF_00439","DKMHGCIM_01282","DILOKPMJ_00540","CEJIPBAO_02966","CAIKPHLC_00065","MKICJGKN_02710","PMDNNDCN_00495","EJONBNJF_02271","AOCNJNFM_01172","EBIOEBMP_02973","IMOAJHLM_01809","LJOBIKII_00129"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"LHLBKOPI_02728","AGMMEEOK_02132","AHGFGHOM_01865","IOAAPBNF_00476","DKMHGCIM_01319","DILOKPMJ_00577","CEJIPBAO_02929","CAIKPHLC_00028","MKICJGKN_02747","PMDNNDCN_00458","EJONBNJF_02308","AOCNJNFM_01209","EBIOEBMP_02936","IMOAJHLM_01846","LJOBIKII_00092"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"LHLBKOPI_02891","AGMMEEOK_02477","AHGFGHOM_03634","IOAAPBNF_02076","DKMHGCIM_03101","DILOKPMJ_03239","CEJIPBAO_02463","CAIKPHLC_03501","MKICJGKN_04273","PMDNNDCN_01615","EJONBNJF_03562","AOCNJNFM_03287","EBIOEBMP_02422","IMOAJHLM_03601","LJOBIKII_03632"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"LHLBKOPI_02901","AGMMEEOK_02467","AHGFGHOM_03644","IOAAPBNF_02066","DKMHGCIM_03091","DILOKPMJ_03229","CEJIPBAO_02453","CAIKPHLC_03491","MKICJGKN_04283","PMDNNDCN_01625","EJONBNJF_03552","AOCNJNFM_03277","EBIOEBMP_02412","IMOAJHLM_03591","LJOBIKII_03622"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"LHLBKOPI_02922","AGMMEEOK_02446","AHGFGHOM_03665","IOAAPBNF_02045","DKMHGCIM_03070","DILOKPMJ_03208","CEJIPBAO_02432","CAIKPHLC_03470","MKICJGKN_03136","PMDNNDCN_01646","EJONBNJF_03531","AOCNJNFM_03256","EBIOEBMP_02391","IMOAJHLM_02910","LJOBIKII_03601"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"LHLBKOPI_02923","AGMMEEOK_02445","AHGFGHOM_03666","IOAAPBNF_02044","DKMHGCIM_03069","DILOKPMJ_03207","CEJIPBAO_02431","CAIKPHLC_03469","MKICJGKN_03135","PMDNNDCN_01647","EJONBNJF_03530","AOCNJNFM_03255","EBIOEBMP_02390","IMOAJHLM_02909","LJOBIKII_03600"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"LHLBKOPI_02928","AGMMEEOK_02440","AHGFGHOM_03671","IOAAPBNF_02039","DKMHGCIM_03064","DILOKPMJ_03202","CEJIPBAO_02426","CAIKPHLC_03464","MKICJGKN_03130","PMDNNDCN_01652","EJONBNJF_03525","AOCNJNFM_03250","EBIOEBMP_02385","IMOAJHLM_02904","LJOBIKII_03595"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"LHLBKOPI_02953","AGMMEEOK_02415","AHGFGHOM_03696","IOAAPBNF_02014","DKMHGCIM_03039","DILOKPMJ_03177","CEJIPBAO_02401","CAIKPHLC_03439","MKICJGKN_03105","PMDNNDCN_01677","EJONBNJF_03500","AOCNJNFM_03225","EBIOEBMP_02360","IMOAJHLM_02879","LJOBIKII_03570"
"dld","","Quinone-dependent D-lactate dehydrogenase",664,664,1,1,6073,NA,NA,"",1310,1730,1728,"LHLBKOPI_02993","AGMMEEOK_02375","AHGFGHOM_03736","IOAAPBNF_01974","DKMHGCIM_02999","DILOKPMJ_03137","CEJIPBAO_02361","CAIKPHLC_03399","MKICJGKN_03065","PMDNNDCN_01717","EJONBNJF_03460","AOCNJNFM_03185","EBIOEBMP_02320","IMOAJHLM_02839","LJOBIKII_03530"
"bcr","","Bicyclomycin resistance protein",664,664,1,1,6014,NA,NA,"",884,1190,1187,"LHLBKOPI_03047","AGMMEEOK_02320","AHGFGHOM_03790","IOAAPBNF_01919","DKMHGCIM_02944","DILOKPMJ_03082","CEJIPBAO_02306","CAIKPHLC_03344","MKICJGKN_03010","PMDNNDCN_01771","EJONBNJF_03405","AOCNJNFM_03130","EBIOEBMP_02265","IMOAJHLM_04451","LJOBIKII_03475"
"dsbA_1","","hypothetical protein",664,664,1,1,3812,NA,NA,"",572,665,652,"LHLBKOPI_03668","AGMMEEOK_02779","AHGFGHOM_02234","IOAAPBNF_02756","DKMHGCIM_02322","DILOKPMJ_01321","CEJIPBAO_03514","CAIKPHLC_01255","MKICJGKN_02494","PMDNNDCN_04242","EJONBNJF_00653","AOCNJNFM_01577","EBIOEBMP_01025","IMOAJHLM_00561","LJOBIKII_01433"
"group_1104","","hypothetical protein",664,664,1,1,3273,NA,NA,"",935,1127,1093,"LHLBKOPI_03590","AGMMEEOK_02858","AHGFGHOM_02313","IOAAPBNF_02678","DKMHGCIM_04181","DILOKPMJ_01243","CEJIPBAO_03436","CAIKPHLC_01177","MKICJGKN_02572","PMDNNDCN_03249","EJONBNJF_00575","AOCNJNFM_01655","EBIOEBMP_01104","IMOAJHLM_00483","LJOBIKII_01512"
"deoA","","Thymidine phosphorylase",664,664,1,1,3268,NA,NA,"",1034,1322,1321,"LHLBKOPI_03585","AGMMEEOK_02863","AHGFGHOM_02318","IOAAPBNF_02673","DKMHGCIM_04176","DILOKPMJ_01238","CEJIPBAO_03431","CAIKPHLC_01172","MKICJGKN_02577","PMDNNDCN_03244","EJONBNJF_00570","AOCNJNFM_01660","EBIOEBMP_01109","IMOAJHLM_00478","LJOBIKII_01517"
"sfmH_1","","putative fimbrial-like protein SfmH",664,664,1,1,3210,NA,NA,"",812,1007,1006,"LHLBKOPI_03532","AGMMEEOK_02916","AHGFGHOM_02371","IOAAPBNF_02620","DKMHGCIM_04123","DILOKPMJ_01185","CEJIPBAO_03378","CAIKPHLC_01119","MKICJGKN_02630","PMDNNDCN_03191","EJONBNJF_00517","AOCNJNFM_01713","EBIOEBMP_01162","IMOAJHLM_00425","LJOBIKII_01570"
"assT_2","","Arylsulfate sulfotransferase AssT",664,664,1,1,3200,NA,NA,"",1529,1718,1717,"LHLBKOPI_03523","AGMMEEOK_04588","AHGFGHOM_02380","IOAAPBNF_02611","DKMHGCIM_04114","DILOKPMJ_01176","CEJIPBAO_03369","CAIKPHLC_01110","MKICJGKN_02639","PMDNNDCN_03182","EJONBNJF_00508","AOCNJNFM_04615","EBIOEBMP_01171","IMOAJHLM_00416","LJOBIKII_01579"
