"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR16491265","SRR18257048","SRR13811181","SRR17783228","SRR22750399","SRR5381007","SRR13811257","SRR4054670","SRR17276289","SRR21440793","SRR13277420","SRR6908301","SRR7294325","SRR14554336","SRR18453030"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"KNEHKBDO_00920","GHAFDDHC_00500","OAJPENJM_00914","DJJLLCHE_00170","KDNJOCLK_01003","GPGONHIJ_03006","NGPEFPDJ_01242","EJLGFBDM_01121","CEOPIGHA_01246","GDJCPMLA_01461","JCIIIJFJ_01787","IJBOMBEI_00170","LPLHOHMN_00499","ELNIFANK_00500","NILBDCJA_01250"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"KNEHKBDO_00916","GHAFDDHC_00504","OAJPENJM_00910","DJJLLCHE_00166","KDNJOCLK_01007","GPGONHIJ_03002","NGPEFPDJ_01246","EJLGFBDM_01117","CEOPIGHA_01250","GDJCPMLA_01457","JCIIIJFJ_01791","IJBOMBEI_00166","LPLHOHMN_00503","ELNIFANK_00504","NILBDCJA_01254"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"KNEHKBDO_00879","GHAFDDHC_00541","OAJPENJM_00873","DJJLLCHE_00129","KDNJOCLK_01044","GPGONHIJ_02965","NGPEFPDJ_01283","EJLGFBDM_01080","CEOPIGHA_01287","GDJCPMLA_01420","JCIIIJFJ_01828","IJBOMBEI_00129","LPLHOHMN_00540","ELNIFANK_00541","NILBDCJA_01291"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"KNEHKBDO_00841","GHAFDDHC_00578","OAJPENJM_00836","DJJLLCHE_00092","KDNJOCLK_01081","GPGONHIJ_02928","NGPEFPDJ_01320","EJLGFBDM_01043","CEOPIGHA_01324","GDJCPMLA_01383","JCIIIJFJ_01865","IJBOMBEI_00092","LPLHOHMN_00577","ELNIFANK_00578","NILBDCJA_01328"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"KNEHKBDO_03531","GHAFDDHC_03385","OAJPENJM_03494","DJJLLCHE_03571","KDNJOCLK_02357","GPGONHIJ_02669","NGPEFPDJ_03568","EJLGFBDM_02113","CEOPIGHA_03620","GDJCPMLA_03673","JCIIIJFJ_03558","IJBOMBEI_03451","LPLHOHMN_03501","ELNIFANK_03130","NILBDCJA_03503"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"KNEHKBDO_03541","GHAFDDHC_03395","OAJPENJM_03504","DJJLLCHE_03561","KDNJOCLK_02367","GPGONHIJ_02679","NGPEFPDJ_03558","EJLGFBDM_02123","CEOPIGHA_03610","GDJCPMLA_03663","JCIIIJFJ_03568","IJBOMBEI_03461","LPLHOHMN_03511","ELNIFANK_03120","NILBDCJA_03513"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"KNEHKBDO_03562","GHAFDDHC_03416","OAJPENJM_03525","DJJLLCHE_03540","KDNJOCLK_02995","GPGONHIJ_02700","NGPEFPDJ_03537","EJLGFBDM_02144","CEOPIGHA_03589","GDJCPMLA_03642","JCIIIJFJ_03589","IJBOMBEI_03482","LPLHOHMN_03532","ELNIFANK_03099","NILBDCJA_03534"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"KNEHKBDO_03563","GHAFDDHC_03417","OAJPENJM_03526","DJJLLCHE_03539","KDNJOCLK_02994","GPGONHIJ_02701","NGPEFPDJ_03536","EJLGFBDM_02145","CEOPIGHA_03588","GDJCPMLA_03641","JCIIIJFJ_03590","IJBOMBEI_03483","LPLHOHMN_03533","ELNIFANK_03098","NILBDCJA_03535"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"KNEHKBDO_03568","GHAFDDHC_03422","OAJPENJM_03531","DJJLLCHE_03534","KDNJOCLK_02989","GPGONHIJ_02706","NGPEFPDJ_03531","EJLGFBDM_02150","CEOPIGHA_03583","GDJCPMLA_03636","JCIIIJFJ_03595","IJBOMBEI_03488","LPLHOHMN_03538","ELNIFANK_03093","NILBDCJA_03540"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"KNEHKBDO_03593","GHAFDDHC_03447","OAJPENJM_03556","DJJLLCHE_03509","KDNJOCLK_02964","GPGONHIJ_02731","NGPEFPDJ_03506","EJLGFBDM_02175","CEOPIGHA_03558","GDJCPMLA_03611","JCIIIJFJ_03620","IJBOMBEI_03513","LPLHOHMN_03563","ELNIFANK_03068","NILBDCJA_03565"
