"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR17773990","SRR13956578","SRR10001202","SRR17282702","SRR19087284","SRR19866062","SRR5459567","SRR10993309","SRR13729864","SRR5508365","SRR18595273","SRR13332102","SRR5188920","SRR13796383","SRR6676532"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"DFIMNFFP_02885","BHFGKGLE_00913","AAOJICNE_02904","FLCGLJPE_00500","DJDGNPEC_01319","OJGNLKNN_01800","BMIOIPEK_01648","LAMDHGAO_01061","NGOMIDKP_00500","JOAPFLIE_00500","GBEJOMHJ_00499","PHNPLBDO_00170","IFONICPK_01122","ECPNJAAK_00915","GBKPDABM_00499"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"DFIMNFFP_02889","BHFGKGLE_00909","AAOJICNE_02908","FLCGLJPE_00504","DJDGNPEC_01315","OJGNLKNN_01804","BMIOIPEK_01644","LAMDHGAO_01057","NGOMIDKP_00504","JOAPFLIE_00504","GBEJOMHJ_00503","PHNPLBDO_00166","IFONICPK_01126","ECPNJAAK_00911","GBKPDABM_00503"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"DFIMNFFP_02926","BHFGKGLE_00872","AAOJICNE_02945","FLCGLJPE_00541","DJDGNPEC_01278","OJGNLKNN_01841","BMIOIPEK_01607","LAMDHGAO_01020","NGOMIDKP_00540","JOAPFLIE_00541","GBEJOMHJ_04120","PHNPLBDO_00129","IFONICPK_01163","ECPNJAAK_00874","GBKPDABM_00540"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"DFIMNFFP_02963","BHFGKGLE_00835","AAOJICNE_02982","FLCGLJPE_00578","DJDGNPEC_01241","OJGNLKNN_01878","BMIOIPEK_03464","LAMDHGAO_00983","NGOMIDKP_00577","JOAPFLIE_00578","GBEJOMHJ_04083","PHNPLBDO_00092","IFONICPK_01200","ECPNJAAK_00837","GBKPDABM_00577"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"DFIMNFFP_00642","BHFGKGLE_03493","AAOJICNE_03151","FLCGLJPE_03523","DJDGNPEC_02622","OJGNLKNN_03689","BMIOIPEK_02833","LAMDHGAO_02054","NGOMIDKP_03289","JOAPFLIE_03456","GBEJOMHJ_02728","PHNPLBDO_03132","IFONICPK_04485","ECPNJAAK_03549","GBKPDABM_03573"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"DFIMNFFP_00652","BHFGKGLE_03503","AAOJICNE_03161","FLCGLJPE_03533","DJDGNPEC_02612","OJGNLKNN_03679","BMIOIPEK_02823","LAMDHGAO_02064","NGOMIDKP_03279","JOAPFLIE_03466","GBEJOMHJ_02718","PHNPLBDO_03122","IFONICPK_04475","ECPNJAAK_03539","GBKPDABM_03563"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"DFIMNFFP_00673","BHFGKGLE_03524","AAOJICNE_03182","FLCGLJPE_03554","DJDGNPEC_02591","OJGNLKNN_03658","BMIOIPEK_02348","LAMDHGAO_02085","NGOMIDKP_03258","JOAPFLIE_03487","GBEJOMHJ_02696","PHNPLBDO_03101","IFONICPK_02696","ECPNJAAK_03518","GBKPDABM_03542"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"DFIMNFFP_00674","BHFGKGLE_03525","AAOJICNE_03183","FLCGLJPE_03555","DJDGNPEC_02590","OJGNLKNN_03657","BMIOIPEK_02347","LAMDHGAO_02086","NGOMIDKP_03257","JOAPFLIE_03488","GBEJOMHJ_02695","PHNPLBDO_03100","IFONICPK_02695","ECPNJAAK_03517","GBKPDABM_03541"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"DFIMNFFP_00679","BHFGKGLE_03530","AAOJICNE_03188","FLCGLJPE_03560","DJDGNPEC_02585","OJGNLKNN_03652","BMIOIPEK_02342","LAMDHGAO_02091","NGOMIDKP_03252","JOAPFLIE_03493","GBEJOMHJ_02690","PHNPLBDO_03095","IFONICPK_02690","ECPNJAAK_03512","GBKPDABM_03536"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"DFIMNFFP_00704","BHFGKGLE_03555","AAOJICNE_03213","FLCGLJPE_03585","DJDGNPEC_02560","OJGNLKNN_03627","BMIOIPEK_02317","LAMDHGAO_02116","NGOMIDKP_03227","JOAPFLIE_03518","GBEJOMHJ_02665","PHNPLBDO_03070","IFONICPK_02665","ECPNJAAK_03487","GBKPDABM_03511"
