"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR17079116","SRR14872306","SRR6926992","SRR8889049","SRR19512927","SRR15406747","SRR19142004","SRR17240418","SRR17957661","SRR19032677","SRR19976752","SRR7049849","SRR15327792","SRR19418354","SRR7248277"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"MNOGNJBP_00921","ACHJJOML_00499","EPNJPPCH_00908","IHJMGDCB_00583","BJDDBHNA_02804","EFCCAHNN_01853","LMCEMGHB_01787","KMCBKOAC_00499","PCJDGLEB_00498","IGDFNDGE_00500","HEBGJPOA_01245","KNBMMGFJ_00965","BCOOCPNL_01535","LFHIIIGP_01243","FOBGFKIA_00500"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"MNOGNJBP_00917","ACHJJOML_00503","EPNJPPCH_00904","IHJMGDCB_00579","BJDDBHNA_02800","EFCCAHNN_01857","LMCEMGHB_01791","KMCBKOAC_00503","PCJDGLEB_00502","IGDFNDGE_00504","HEBGJPOA_01249","KNBMMGFJ_00969","BCOOCPNL_01539","LFHIIIGP_01247","FOBGFKIA_00504"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"MNOGNJBP_00880","ACHJJOML_00540","EPNJPPCH_00868","IHJMGDCB_00544","BJDDBHNA_02763","EFCCAHNN_01894","LMCEMGHB_01828","KMCBKOAC_00540","PCJDGLEB_00539","IGDFNDGE_03637","HEBGJPOA_01286","KNBMMGFJ_01004","BCOOCPNL_01575","LFHIIIGP_01284","FOBGFKIA_00541"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"MNOGNJBP_00843","ACHJJOML_00577","EPNJPPCH_00831","IHJMGDCB_00507","BJDDBHNA_02726","EFCCAHNN_01931","LMCEMGHB_01865","KMCBKOAC_00577","PCJDGLEB_00576","IGDFNDGE_03600","HEBGJPOA_01323","KNBMMGFJ_01041","BCOOCPNL_01613","LFHIIIGP_01321","FOBGFKIA_00578"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"MNOGNJBP_03601","ACHJJOML_03117","EPNJPPCH_03642","IHJMGDCB_03663","BJDDBHNA_02964","EFCCAHNN_02195","LMCEMGHB_03676","KMCBKOAC_03240","PCJDGLEB_02769","IGDFNDGE_01779","HEBGJPOA_03197","KNBMMGFJ_02962","BCOOCPNL_03179","LFHIIIGP_03240","FOBGFKIA_03372"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"MNOGNJBP_03591","ACHJJOML_03107","EPNJPPCH_03652","IHJMGDCB_03673","BJDDBHNA_02974","EFCCAHNN_02185","LMCEMGHB_03666","KMCBKOAC_03230","PCJDGLEB_02779","IGDFNDGE_01769","HEBGJPOA_03207","KNBMMGFJ_02972","BCOOCPNL_03189","LFHIIIGP_03230","FOBGFKIA_03362"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"MNOGNJBP_03570","ACHJJOML_03086","EPNJPPCH_02581","IHJMGDCB_02350","BJDDBHNA_02995","EFCCAHNN_02164","LMCEMGHB_03644","KMCBKOAC_03209","PCJDGLEB_02800","IGDFNDGE_01748","HEBGJPOA_03228","KNBMMGFJ_02993","BCOOCPNL_03210","LFHIIIGP_03209","FOBGFKIA_03341"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"MNOGNJBP_03569","ACHJJOML_03085","EPNJPPCH_02582","IHJMGDCB_02351","BJDDBHNA_02996","EFCCAHNN_02163","LMCEMGHB_03643","KMCBKOAC_03208","PCJDGLEB_02801","IGDFNDGE_01747","HEBGJPOA_03229","KNBMMGFJ_02994","BCOOCPNL_03211","LFHIIIGP_03208","FOBGFKIA_03340"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"MNOGNJBP_03564","ACHJJOML_03080","EPNJPPCH_02587","IHJMGDCB_02356","BJDDBHNA_03001","EFCCAHNN_02158","LMCEMGHB_03638","KMCBKOAC_03203","PCJDGLEB_02806","IGDFNDGE_01742","HEBGJPOA_03234","KNBMMGFJ_02999","BCOOCPNL_03216","LFHIIIGP_03203","FOBGFKIA_03335"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"MNOGNJBP_03539","ACHJJOML_03055","EPNJPPCH_02612","IHJMGDCB_02381","BJDDBHNA_03026","EFCCAHNN_02133","LMCEMGHB_03613","KMCBKOAC_03178","PCJDGLEB_02831","IGDFNDGE_01713","HEBGJPOA_03259","KNBMMGFJ_03024","BCOOCPNL_03241","LFHIIIGP_03178","FOBGFKIA_03310"
"dld","","Quinone-dependent D-lactate dehydrogenase",664,664,1,1,6073,NA,NA,"",1310,1730,1728,"MNOGNJBP_03499","ACHJJOML_03015","EPNJPPCH_02652","IHJMGDCB_02421","BJDDBHNA_03066","EFCCAHNN_02093","LMCEMGHB_03573","KMCBKOAC_03138","PCJDGLEB_02871","IGDFNDGE_01673","HEBGJPOA_03299","KNBMMGFJ_03064","BCOOCPNL_03281","LFHIIIGP_03138","FOBGFKIA_03270"
"bcr","","Bicyclomycin resistance protein",664,664,1,1,6014,NA,NA,"",884,1190,1187,"MNOGNJBP_03444","ACHJJOML_02960","EPNJPPCH_02706","IHJMGDCB_02475","BJDDBHNA_03120","EFCCAHNN_02038","LMCEMGHB_03518","KMCBKOAC_03083","PCJDGLEB_02925","IGDFNDGE_01618","HEBGJPOA_03353","KNBMMGFJ_03118","BCOOCPNL_03335","LFHIIIGP_03083","FOBGFKIA_03215"
"dsbA_1","","hypothetical protein",664,664,1,1,3812,NA,NA,"",572,665,652,"MNOGNJBP_02073","ACHJJOML_00836","EPNJPPCH_04381","IHJMGDCB_03427","BJDDBHNA_01018","EFCCAHNN_02675","LMCEMGHB_02233","KMCBKOAC_01430","PCJDGLEB_00835","IGDFNDGE_02632","HEBGJPOA_02068","KNBMMGFJ_02691","BCOOCPNL_01982","LFHIIIGP_02065","FOBGFKIA_03622"
"group_1104","","hypothetical protein",664,664,1,1,3273,NA,NA,"",935,1127,1093,"MNOGNJBP_01995","ACHJJOML_00758","EPNJPPCH_03033","IHJMGDCB_03075","BJDDBHNA_01096","EFCCAHNN_03684","LMCEMGHB_02311","KMCBKOAC_01508","PCJDGLEB_00757","IGDFNDGE_02708","HEBGJPOA_01990","KNBMMGFJ_03610","BCOOCPNL_02061","LFHIIIGP_01986","FOBGFKIA_03700"
"deoA","","Thymidine phosphorylase",664,664,1,1,3268,NA,NA,"",1034,1322,1321,"MNOGNJBP_01990","ACHJJOML_00753","EPNJPPCH_03038","IHJMGDCB_03070","BJDDBHNA_01101","EFCCAHNN_03679","LMCEMGHB_02316","KMCBKOAC_01513","PCJDGLEB_00752","IGDFNDGE_02713","HEBGJPOA_01985","KNBMMGFJ_03615","BCOOCPNL_02066","LFHIIIGP_01981","FOBGFKIA_03705"
"sfmH_1","","putative fimbrial-like protein SfmH",664,664,1,1,3210,NA,NA,"",812,1007,1006,"MNOGNJBP_01937","ACHJJOML_00700","EPNJPPCH_03091","IHJMGDCB_03017","BJDDBHNA_01154","EFCCAHNN_03626","LMCEMGHB_02369","KMCBKOAC_01566","PCJDGLEB_00699","IGDFNDGE_02766","HEBGJPOA_01932","KNBMMGFJ_03668","BCOOCPNL_02119","LFHIIIGP_01928","FOBGFKIA_03758"
"assT_2","","Arylsulfate sulfotransferase AssT",664,664,1,1,3200,NA,NA,"",1529,1718,1717,"MNOGNJBP_01928","ACHJJOML_00691","EPNJPPCH_03100","IHJMGDCB_03008","BJDDBHNA_01163","EFCCAHNN_03617","LMCEMGHB_02378","KMCBKOAC_01575","PCJDGLEB_00690","IGDFNDGE_02775","HEBGJPOA_01923","KNBMMGFJ_03677","BCOOCPNL_02128","LFHIIIGP_01919","FOBGFKIA_03767"
"ygcS","","Inner membrane metabolite transport protein YgcS",664,664,1,1,1328,NA,NA,"",464,1340,1337,"MNOGNJBP_03901","ACHJJOML_03528","EPNJPPCH_02739","IHJMGDCB_02732","BJDDBHNA_03308","EFCCAHNN_03572","LMCEMGHB_03978","KMCBKOAC_03787","PCJDGLEB_03475","IGDFNDGE_04312","HEBGJPOA_03786","KNBMMGFJ_03151","BCOOCPNL_03524","LFHIIIGP_03757","FOBGFKIA_04415"
