"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR6880068","SRR19418386","SRR4040233","SRR6685099","SRR15877834","SRR17783228","SRR13588058","SRR13853159","SRR16206617","SRR14420542","SRR17067704","SRR10068688","SRR12569365","SRR3097507","SRR7132648"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"OILGBEMP_00499","EPNOOOBM_00881","KHFEMGOO_01784","OAICMFBH_00170","LKNNCIIB_01242","DJJLLCHE_00170","DACIIMBJ_00912","GCFCKEDL_02230","OOMPOFNA_00849","CKNGFCEJ_01968","CJGJCBMK_01837","JALIEGNM_00499","GBEPNCHJ_02045","OBAPPIEE_00103","LFJNBFKB_01243"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"OILGBEMP_00503","EPNOOOBM_00877","KHFEMGOO_01780","OAICMFBH_00166","LKNNCIIB_01246","DJJLLCHE_00166","DACIIMBJ_00908","GCFCKEDL_02226","OOMPOFNA_00845","CKNGFCEJ_01972","CJGJCBMK_01841","JALIEGNM_00503","GBEPNCHJ_02041","OBAPPIEE_00099","LFJNBFKB_01247"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"OILGBEMP_00540","EPNOOOBM_00840","KHFEMGOO_01743","OAICMFBH_00129","LKNNCIIB_01283","DJJLLCHE_00129","DACIIMBJ_00871","GCFCKEDL_02189","OOMPOFNA_00808","CKNGFCEJ_02009","CJGJCBMK_01878","JALIEGNM_00540","GBEPNCHJ_02004","OBAPPIEE_00064","LFJNBFKB_01284"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"OILGBEMP_00577","EPNOOOBM_00803","KHFEMGOO_01706","OAICMFBH_00092","LKNNCIIB_01320","DJJLLCHE_00092","DACIIMBJ_00834","GCFCKEDL_02152","OOMPOFNA_00771","CKNGFCEJ_02046","CJGJCBMK_01915","JALIEGNM_00577","GBEPNCHJ_01967","OBAPPIEE_00027","LFJNBFKB_01321"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"OILGBEMP_03820","EPNOOOBM_03187","KHFEMGOO_01443","OAICMFBH_03422","LKNNCIIB_03567","DJJLLCHE_03571","DACIIMBJ_03449","GCFCKEDL_03571","OOMPOFNA_03501","CKNGFCEJ_04351","CJGJCBMK_03463","JALIEGNM_02152","GBEPNCHJ_03133","OBAPPIEE_03156","LFJNBFKB_03568"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"OILGBEMP_03830","EPNOOOBM_03197","KHFEMGOO_01453","OAICMFBH_03432","LKNNCIIB_03557","DJJLLCHE_03561","DACIIMBJ_03459","GCFCKEDL_03561","OOMPOFNA_03491","CKNGFCEJ_04361","CJGJCBMK_03473","JALIEGNM_02162","GBEPNCHJ_03123","OBAPPIEE_03166","LFJNBFKB_03558"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"OILGBEMP_03851","EPNOOOBM_03218","KHFEMGOO_01474","OAICMFBH_03453","LKNNCIIB_03536","DJJLLCHE_03540","DACIIMBJ_03480","GCFCKEDL_03540","OOMPOFNA_03470","CKNGFCEJ_01104","CJGJCBMK_03494","JALIEGNM_02183","GBEPNCHJ_03102","OBAPPIEE_03187","LFJNBFKB_03537"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"OILGBEMP_03852","EPNOOOBM_03219","KHFEMGOO_01475","OAICMFBH_03454","LKNNCIIB_03535","DJJLLCHE_03539","DACIIMBJ_03481","GCFCKEDL_03539","OOMPOFNA_03469","CKNGFCEJ_01105","CJGJCBMK_03495","JALIEGNM_02184","GBEPNCHJ_03101","OBAPPIEE_03188","LFJNBFKB_03536"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"OILGBEMP_03857","EPNOOOBM_03224","KHFEMGOO_01480","OAICMFBH_03459","LKNNCIIB_03530","DJJLLCHE_03534","DACIIMBJ_03486","GCFCKEDL_03534","OOMPOFNA_03464","CKNGFCEJ_01110","CJGJCBMK_03500","JALIEGNM_02189","GBEPNCHJ_03096","OBAPPIEE_03193","LFJNBFKB_03531"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"OILGBEMP_04134","EPNOOOBM_03249","KHFEMGOO_01505","OAICMFBH_03484","LKNNCIIB_03505","DJJLLCHE_03509","DACIIMBJ_03511","GCFCKEDL_03509","OOMPOFNA_03439","CKNGFCEJ_01135","CJGJCBMK_03525","JALIEGNM_02214","GBEPNCHJ_03071","OBAPPIEE_03218","LFJNBFKB_03506"
"dld","","Quinone-dependent D-lactate dehydrogenase",664,664,1,1,6073,NA,NA,"",1310,1730,1728,"OILGBEMP_04094","EPNOOOBM_03289","KHFEMGOO_01545","OAICMFBH_03524","LKNNCIIB_03465","DJJLLCHE_03469","DACIIMBJ_03551","GCFCKEDL_03469","OOMPOFNA_03399","CKNGFCEJ_01175","CJGJCBMK_03566","JALIEGNM_02254","GBEPNCHJ_03031","OBAPPIEE_03258","LFJNBFKB_03466"
"bcr","","Bicyclomycin resistance protein",664,664,1,1,6014,NA,NA,"",884,1190,1187,"OILGBEMP_04039","EPNOOOBM_03343","KHFEMGOO_01599","OAICMFBH_03578","LKNNCIIB_03410","DJJLLCHE_03414","DACIIMBJ_03605","GCFCKEDL_03414","OOMPOFNA_03344","CKNGFCEJ_01229","CJGJCBMK_03620","JALIEGNM_02308","GBEPNCHJ_04175","OBAPPIEE_03313","LFJNBFKB_03411"
