"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR21785189","SRR14511768","SRR13531662","SRR16296840","SRR16956556","SRR10138335","SRR14240258","SRR13492876","SRR16770564","SRR10356381","SRR16983676","SRR17221635","SRR15559132","SRR19093987","SRR15050579"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"IIKAOHCC_00038","KOBOJEMJ_01448","LKIJJJGA_00498","ENIMPDPE_01744","BNLCOJBJ_00170","FNFDGCAG_01100","HCHJOCBP_00170","JJMFAGEL_01570","IKPEHLAJ_01793","BPJOIGOJ_01903","CLPNOEAI_00500","MDPJAKLK_02568","NMENOGGL_01246","CMLEAANI_01240","EJLOKBDD_01247"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"IIKAOHCC_00034","KOBOJEMJ_01452","LKIJJJGA_00502","ENIMPDPE_01740","BNLCOJBJ_00166","FNFDGCAG_01104","HCHJOCBP_00166","JJMFAGEL_01566","IKPEHLAJ_01797","BPJOIGOJ_01907","CLPNOEAI_00504","MDPJAKLK_02572","NMENOGGL_01250","CMLEAANI_01244","EJLOKBDD_01251"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"IIKAOHCC_04634","KOBOJEMJ_01488","LKIJJJGA_00538","ENIMPDPE_01703","BNLCOJBJ_00129","FNFDGCAG_01141","HCHJOCBP_00129","JJMFAGEL_01529","IKPEHLAJ_01834","BPJOIGOJ_01944","CLPNOEAI_00541","MDPJAKLK_02609","NMENOGGL_01287","CMLEAANI_01281","EJLOKBDD_01288"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"IIKAOHCC_04092","KOBOJEMJ_01525","LKIJJJGA_00575","ENIMPDPE_01666","BNLCOJBJ_00092","FNFDGCAG_04506","HCHJOCBP_00092","JJMFAGEL_01492","IKPEHLAJ_01871","BPJOIGOJ_01981","CLPNOEAI_00578","MDPJAKLK_02646","NMENOGGL_01324","CMLEAANI_01318","EJLOKBDD_01325"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"IIKAOHCC_03405","KOBOJEMJ_03674","LKIJJJGA_03081","ENIMPDPE_02990","BNLCOJBJ_02609","FNFDGCAG_01685","HCHJOCBP_03435","JJMFAGEL_02261","IKPEHLAJ_03306","BPJOIGOJ_02145","CLPNOEAI_03197","MDPJAKLK_03567","NMENOGGL_03485","CMLEAANI_03574","EJLOKBDD_03290"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"IIKAOHCC_03395","KOBOJEMJ_03664","LKIJJJGA_03071","ENIMPDPE_03000","BNLCOJBJ_02599","FNFDGCAG_01695","HCHJOCBP_03445","JJMFAGEL_02251","IKPEHLAJ_03316","BPJOIGOJ_02155","CLPNOEAI_03207","MDPJAKLK_03557","NMENOGGL_03495","CMLEAANI_03584","EJLOKBDD_03280"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"IIKAOHCC_03374","KOBOJEMJ_03643","LKIJJJGA_03050","ENIMPDPE_03021","BNLCOJBJ_02578","FNFDGCAG_01716","HCHJOCBP_03466","JJMFAGEL_02230","IKPEHLAJ_03337","BPJOIGOJ_02176","CLPNOEAI_03228","MDPJAKLK_03536","NMENOGGL_03516","CMLEAANI_03605","EJLOKBDD_03259"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"IIKAOHCC_03373","KOBOJEMJ_03642","LKIJJJGA_03049","ENIMPDPE_03022","BNLCOJBJ_02577","FNFDGCAG_01717","HCHJOCBP_03467","JJMFAGEL_02229","IKPEHLAJ_03338","BPJOIGOJ_02177","CLPNOEAI_03229","MDPJAKLK_03535","NMENOGGL_03517","CMLEAANI_03606","EJLOKBDD_03258"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"IIKAOHCC_03368","KOBOJEMJ_03637","LKIJJJGA_03044","ENIMPDPE_03027","BNLCOJBJ_02572","FNFDGCAG_01722","HCHJOCBP_03472","JJMFAGEL_02224","IKPEHLAJ_03343","BPJOIGOJ_02182","CLPNOEAI_03234","MDPJAKLK_03530","NMENOGGL_03522","CMLEAANI_03611","EJLOKBDD_03253"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"IIKAOHCC_03343","KOBOJEMJ_03612","LKIJJJGA_03019","ENIMPDPE_03052","BNLCOJBJ_02547","FNFDGCAG_04405","HCHJOCBP_03497","JJMFAGEL_02199","IKPEHLAJ_03368","BPJOIGOJ_02207","CLPNOEAI_03259","MDPJAKLK_03505","NMENOGGL_03547","CMLEAANI_03636","EJLOKBDD_03228"
