"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR21979339","SRR8202307","SRR11991280","SRR10493608","SRR10615184","SRR15539666","SRR7652910","SRR11123309","SRR21909373","SRR12486597","SRR12828246","SRR22302513","SRR17188698","SRR16561948","SRR9661357"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"IJLKLLJL_03701","JBBBAEHI_03506","OIHNIALC_04481","KDIEHIAK_04371","DGAMIKOC_03643","BBMKOOJJ_03168","AGJHMNOD_03169","CIBPLIBA_04351","AEBLINEJ_04371","GEPBKFHD_04496","FMPIHOOJ_03103","KENEAJJP_04677","PHNDBJEO_04516","NIJCKHOH_03112","KJLBBFDA_02978"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"IJLKLLJL_04062","JBBBAEHI_03884","OIHNIALC_02254","KDIEHIAK_03238","DGAMIKOC_02697","BBMKOOJJ_03044","AGJHMNOD_03758","CIBPLIBA_03235","AEBLINEJ_04252","GEPBKFHD_03954","FMPIHOOJ_03392","KENEAJJP_04277","PHNDBJEO_04134","NIJCKHOH_03615","KJLBBFDA_03746"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"IJLKLLJL_04067","JBBBAEHI_03889","OIHNIALC_02249","KDIEHIAK_03243","DGAMIKOC_02692","BBMKOOJJ_03039","AGJHMNOD_03763","CIBPLIBA_03230","AEBLINEJ_04257","GEPBKFHD_03949","FMPIHOOJ_03387","KENEAJJP_04282","PHNDBJEO_04139","NIJCKHOH_03620","KJLBBFDA_03741"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"IJLKLLJL_04071","JBBBAEHI_03893","OIHNIALC_02245","KDIEHIAK_03247","DGAMIKOC_02688","BBMKOOJJ_03035","AGJHMNOD_03767","CIBPLIBA_03226","AEBLINEJ_04261","GEPBKFHD_03945","FMPIHOOJ_03383","KENEAJJP_04286","PHNDBJEO_04143","NIJCKHOH_03624","KJLBBFDA_03737"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"IJLKLLJL_04079","JBBBAEHI_03901","OIHNIALC_02237","KDIEHIAK_03255","DGAMIKOC_02680","BBMKOOJJ_03027","AGJHMNOD_03775","CIBPLIBA_03218","AEBLINEJ_04269","GEPBKFHD_03937","FMPIHOOJ_03375","KENEAJJP_04294","PHNDBJEO_04151","NIJCKHOH_03632","KJLBBFDA_03729"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"IJLKLLJL_04102","JBBBAEHI_03924","OIHNIALC_02214","KDIEHIAK_03278","DGAMIKOC_02657","BBMKOOJJ_03004","AGJHMNOD_03798","CIBPLIBA_03195","AEBLINEJ_04292","GEPBKFHD_03914","FMPIHOOJ_03352","KENEAJJP_04317","PHNDBJEO_04174","NIJCKHOH_03655","KJLBBFDA_03706"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"IJLKLLJL_04277","JBBBAEHI_04526","OIHNIALC_04262","KDIEHIAK_03730","DGAMIKOC_04351","BBMKOOJJ_03713","AGJHMNOD_04256","CIBPLIBA_04390","AEBLINEJ_04411","GEPBKFHD_04175","FMPIHOOJ_04510","KENEAJJP_04473","PHNDBJEO_04277","NIJCKHOH_03898","KJLBBFDA_04448"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"IJLKLLJL_03815","JBBBAEHI_00903","OIHNIALC_03942","KDIEHIAK_03210","DGAMIKOC_04046","BBMKOOJJ_03896","AGJHMNOD_03674","CIBPLIBA_00507","AEBLINEJ_02493","GEPBKFHD_03871","FMPIHOOJ_01571","KENEAJJP_04165","PHNDBJEO_01047","NIJCKHOH_03934","KJLBBFDA_00696"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"IJLKLLJL_03811","JBBBAEHI_00899","OIHNIALC_03938","KDIEHIAK_03206","DGAMIKOC_04042","BBMKOOJJ_03892","AGJHMNOD_03670","CIBPLIBA_00511","AEBLINEJ_02497","GEPBKFHD_03875","FMPIHOOJ_01567","KENEAJJP_04161","PHNDBJEO_01051","NIJCKHOH_03930","KJLBBFDA_00700"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"IJLKLLJL_02565","JBBBAEHI_00504","OIHNIALC_02993","KDIEHIAK_04031","DGAMIKOC_03065","BBMKOOJJ_04144","AGJHMNOD_04342","CIBPLIBA_00906","AEBLINEJ_03140","GEPBKFHD_04405","FMPIHOOJ_01172","KENEAJJP_04654","PHNDBJEO_02575","NIJCKHOH_04253","KJLBBFDA_01095"
