"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14792117","SRR12424435","SRR18128651","SRR16966795","SRR8270018","SRR8310801","SRR8751447","SRR8270017","SRR2064127","SRR6316179","SRR9661351","SRR6933286","SRR6933163","SRR6291076","SRR9127641"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"BMFIIJGM_03062","OKBHPCFD_03025","CEAJGGCM_04313","CKEEOHPO_04598","MJNBBAFP_04534","AIOOFBCP_04276","MDIDFKAJ_03577","CFMFLGPJ_04493","DLLJLLME_03353","CIJOMJJO_03992","MOPOCKOL_04497","MDJGBCGK_02433","DDGODAPI_03573","JAJLJALE_04028","NPEKLDJK_04577"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"BMFIIJGM_03755","OKBHPCFD_04468","CEAJGGCM_03381","CKEEOHPO_04131","MJNBBAFP_03948","AIOOFBCP_04397","MDIDFKAJ_04218","CFMFLGPJ_03226","DLLJLLME_03993","CIJOMJJO_02443","MOPOCKOL_03895","MDJGBCGK_02319","DDGODAPI_03444","JAJLJALE_04096","NPEKLDJK_04185"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"BMFIIJGM_03760","OKBHPCFD_04463","CEAJGGCM_03386","CKEEOHPO_04126","MJNBBAFP_03953","AIOOFBCP_04392","MDIDFKAJ_04223","CFMFLGPJ_03231","DLLJLLME_03988","CIJOMJJO_02448","MOPOCKOL_03890","MDJGBCGK_02324","DDGODAPI_03439","JAJLJALE_04091","NPEKLDJK_04180"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"BMFIIJGM_03764","OKBHPCFD_04459","CEAJGGCM_03390","CKEEOHPO_04122","MJNBBAFP_03957","AIOOFBCP_04388","MDIDFKAJ_04227","CFMFLGPJ_03235","DLLJLLME_03984","CIJOMJJO_02452","MOPOCKOL_03886","MDJGBCGK_02328","DDGODAPI_03435","JAJLJALE_04087","NPEKLDJK_04176"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"BMFIIJGM_03772","OKBHPCFD_04451","CEAJGGCM_03398","CKEEOHPO_04114","MJNBBAFP_03965","AIOOFBCP_04380","MDIDFKAJ_04235","CFMFLGPJ_03243","DLLJLLME_03976","CIJOMJJO_02460","MOPOCKOL_03878","MDJGBCGK_02336","DDGODAPI_03427","JAJLJALE_04079","NPEKLDJK_04168"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"BMFIIJGM_03795","OKBHPCFD_04428","CEAJGGCM_03421","CKEEOHPO_04091","MJNBBAFP_03988","AIOOFBCP_04357","MDIDFKAJ_04258","CFMFLGPJ_03266","DLLJLLME_03953","CIJOMJJO_02483","MOPOCKOL_03855","MDJGBCGK_02359","DDGODAPI_03404","JAJLJALE_04056","NPEKLDJK_04145"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"BMFIIJGM_03966","OKBHPCFD_04527","CEAJGGCM_04414","CKEEOHPO_04224","MJNBBAFP_04311","AIOOFBCP_04481","MDIDFKAJ_04375","CFMFLGPJ_04423","DLLJLLME_04146","CIJOMJJO_04370","MOPOCKOL_04012","MDJGBCGK_03206","DDGODAPI_03772","JAJLJALE_04325","NPEKLDJK_04336"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"BMFIIJGM_03725","OKBHPCFD_01086","CEAJGGCM_04282","CKEEOHPO_04292","MJNBBAFP_04347","AIOOFBCP_02627","MDIDFKAJ_03921","CFMFLGPJ_03641","DLLJLLME_03912","CIJOMJJO_03885","MOPOCKOL_03832","MDJGBCGK_03337","DDGODAPI_03953","JAJLJALE_01161","NPEKLDJK_04102"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"BMFIIJGM_03729","OKBHPCFD_01082","CEAJGGCM_04278","CKEEOHPO_04296","MJNBBAFP_04343","AIOOFBCP_02623","MDIDFKAJ_03925","CFMFLGPJ_03637","DLLJLLME_03908","CIJOMJJO_03881","MOPOCKOL_03828","MDJGBCGK_03341","DDGODAPI_03949","JAJLJALE_01157","NPEKLDJK_04106"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"BMFIIJGM_04263","OKBHPCFD_00687","CEAJGGCM_03651","CKEEOHPO_03307","MJNBBAFP_02022","AIOOFBCP_03330","MDIDFKAJ_04110","CFMFLGPJ_01105","DLLJLLME_02087","CIJOMJJO_03333","MOPOCKOL_04275","MDJGBCGK_03936","DDGODAPI_04184","JAJLJALE_00763","NPEKLDJK_02949"
