"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR17006590","SRR10115349","SRR19937264","SRR19868835","SRR15832925","SRR20097124","SRR19334615","SRR16764825","SRR19976752","SRR18574018","SRR6685099","SRR5659559","SRR10018785","SRR15342164","SRR19772266"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"FNGBGALN_03533","NLBFDHAP_00986","CAJBPMPF_01244","NKBDJCNP_01650","NNCNJNHG_00171","OCHLACIF_00499","JPOPEFEN_01212","MCPJIJPF_02117","HEBGJPOA_01245","FEHKICAB_01789","OAICMFBH_00170","PBGCBKEA_00170","AJBJNLNM_00170","EPADODFK_01448","OGFEKBGD_02570"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"FNGBGALN_03537","NLBFDHAP_00982","CAJBPMPF_01248","NKBDJCNP_01654","NNCNJNHG_00167","OCHLACIF_00503","JPOPEFEN_01208","MCPJIJPF_02121","HEBGJPOA_01249","FEHKICAB_01793","OAICMFBH_00166","PBGCBKEA_00166","AJBJNLNM_00166","EPADODFK_01452","OGFEKBGD_02566"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"FNGBGALN_03574","NLBFDHAP_04492","CAJBPMPF_01285","NKBDJCNP_01691","NNCNJNHG_00130","OCHLACIF_00540","JPOPEFEN_01171","MCPJIJPF_02156","HEBGJPOA_01286","FEHKICAB_01830","OAICMFBH_00129","PBGCBKEA_00129","AJBJNLNM_00129","EPADODFK_01489","OGFEKBGD_02529"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"FNGBGALN_03611","NLBFDHAP_04455","CAJBPMPF_01322","NKBDJCNP_01727","NNCNJNHG_00093","OCHLACIF_00577","JPOPEFEN_01134","MCPJIJPF_02193","HEBGJPOA_01323","FEHKICAB_01867","OAICMFBH_00092","PBGCBKEA_00092","AJBJNLNM_00092","EPADODFK_01526","OGFEKBGD_02492"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"FNGBGALN_03278","NLBFDHAP_03546","CAJBPMPF_03572","NKBDJCNP_03457","NNCNJNHG_03505","OCHLACIF_03533","JPOPEFEN_04195","MCPJIJPF_02764","HEBGJPOA_03197","FEHKICAB_03630","OAICMFBH_03422","PBGCBKEA_03606","AJBJNLNM_03289","EPADODFK_03677","OGFEKBGD_03166"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"FNGBGALN_03268","NLBFDHAP_03536","CAJBPMPF_03562","NKBDJCNP_03467","NNCNJNHG_03515","OCHLACIF_03543","JPOPEFEN_04185","MCPJIJPF_02774","HEBGJPOA_03207","FEHKICAB_03640","OAICMFBH_03432","PBGCBKEA_03616","AJBJNLNM_03279","EPADODFK_03667","OGFEKBGD_03176"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"FNGBGALN_03247","NLBFDHAP_03515","CAJBPMPF_03541","NKBDJCNP_02331","NNCNJNHG_03536","OCHLACIF_03564","JPOPEFEN_04069","MCPJIJPF_02795","HEBGJPOA_03228","FEHKICAB_03661","OAICMFBH_03453","PBGCBKEA_03637","AJBJNLNM_03258","EPADODFK_03646","OGFEKBGD_03197"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"FNGBGALN_03246","NLBFDHAP_03514","CAJBPMPF_03540","NKBDJCNP_02330","NNCNJNHG_03537","OCHLACIF_03565","JPOPEFEN_04068","MCPJIJPF_02796","HEBGJPOA_03229","FEHKICAB_03662","OAICMFBH_03454","PBGCBKEA_03638","AJBJNLNM_03257","EPADODFK_03645","OGFEKBGD_03198"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"FNGBGALN_03241","NLBFDHAP_03509","CAJBPMPF_03535","NKBDJCNP_02325","NNCNJNHG_03542","OCHLACIF_03570","JPOPEFEN_04063","MCPJIJPF_02801","HEBGJPOA_03234","FEHKICAB_03667","OAICMFBH_03459","PBGCBKEA_03643","AJBJNLNM_03252","EPADODFK_03640","OGFEKBGD_03203"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"FNGBGALN_03216","NLBFDHAP_03484","CAJBPMPF_03510","NKBDJCNP_02300","NNCNJNHG_03567","OCHLACIF_03595","JPOPEFEN_02018","MCPJIJPF_02826","HEBGJPOA_03259","FEHKICAB_03692","OAICMFBH_03484","PBGCBKEA_03668","AJBJNLNM_03227","EPADODFK_03615","OGFEKBGD_03228"
"dld","","Quinone-dependent D-lactate dehydrogenase",664,664,1,1,6073,NA,NA,"",1310,1730,1728,"FNGBGALN_03176","NLBFDHAP_03444","CAJBPMPF_03470","NKBDJCNP_02260","NNCNJNHG_03607","OCHLACIF_03635","JPOPEFEN_01978","MCPJIJPF_02866","HEBGJPOA_03299","FEHKICAB_03732","OAICMFBH_03524","PBGCBKEA_04051","AJBJNLNM_03187","EPADODFK_03575","OGFEKBGD_03268"
"bcr","","Bicyclomycin resistance protein",664,664,1,1,6014,NA,NA,"",884,1190,1187,"FNGBGALN_03121","NLBFDHAP_03389","CAJBPMPF_03415","NKBDJCNP_02205","NNCNJNHG_03661","OCHLACIF_03689","JPOPEFEN_01923","MCPJIJPF_02920","HEBGJPOA_03353","FEHKICAB_03786","OAICMFBH_03578","PBGCBKEA_03996","AJBJNLNM_03132","EPADODFK_03520","OGFEKBGD_03322"
"dsbA_1","","hypothetical protein",664,664,1,1,3812,NA,NA,"",572,665,652,"FNGBGALN_01509","NLBFDHAP_01762","CAJBPMPF_02067","NKBDJCNP_04283","NNCNJNHG_01321","OCHLACIF_01431","JPOPEFEN_03966","MCPJIJPF_00982","HEBGJPOA_02068","FEHKICAB_02126","OAICMFBH_00945","PBGCBKEA_03350","AJBJNLNM_01430","EPADODFK_01894","OGFEKBGD_01509"
"group_1104","","hypothetical protein",664,664,1,1,3273,NA,NA,"",935,1127,1093,"FNGBGALN_01587","NLBFDHAP_01841","CAJBPMPF_01988","NKBDJCNP_02817","NNCNJNHG_01243","OCHLACIF_01510","JPOPEFEN_03722","MCPJIJPF_01060","HEBGJPOA_01990","FEHKICAB_02048","OAICMFBH_01024","PBGCBKEA_03428","AJBJNLNM_01508","EPADODFK_01972","OGFEKBGD_01587"
"deoA","","Thymidine phosphorylase",664,664,1,1,3268,NA,NA,"",1034,1322,1321,"FNGBGALN_01592","NLBFDHAP_01846","CAJBPMPF_01983","NKBDJCNP_02822","NNCNJNHG_01238","OCHLACIF_01515","JPOPEFEN_03717","MCPJIJPF_01065","HEBGJPOA_01985","FEHKICAB_02043","OAICMFBH_01029","PBGCBKEA_03433","AJBJNLNM_01513","EPADODFK_01977","OGFEKBGD_01592"
"sfmH_1","","putative fimbrial-like protein SfmH",664,664,1,1,3210,NA,NA,"",812,1007,1006,"FNGBGALN_01645","NLBFDHAP_01899","CAJBPMPF_01930","NKBDJCNP_02875","NNCNJNHG_01185","OCHLACIF_01568","JPOPEFEN_03898","MCPJIJPF_01118","HEBGJPOA_01932","FEHKICAB_01990","OAICMFBH_01082","PBGCBKEA_03486","AJBJNLNM_01566","EPADODFK_02030","OGFEKBGD_01645"
"assT_2","","Arylsulfate sulfotransferase AssT",664,664,1,1,3200,NA,NA,"",1529,1718,1717,"FNGBGALN_01654","NLBFDHAP_01908","CAJBPMPF_01921","NKBDJCNP_02884","NNCNJNHG_01176","OCHLACIF_01577","JPOPEFEN_04642","MCPJIJPF_01127","HEBGJPOA_01923","FEHKICAB_01981","OAICMFBH_01091","PBGCBKEA_03495","AJBJNLNM_01575","EPADODFK_02039","OGFEKBGD_01654"
"ygcS","","Inner membrane metabolite transport protein YgcS",664,664,1,1,1328,NA,NA,"",464,1340,1337,"FNGBGALN_04366","NLBFDHAP_03697","CAJBPMPF_03873","NKBDJCNP_04152","NNCNJNHG_03849","OCHLACIF_03727","JPOPEFEN_02375","MCPJIJPF_03053","HEBGJPOA_03786","FEHKICAB_03974","OAICMFBH_03616","PBGCBKEA_04245","AJBJNLNM_03686","EPADODFK_03828","OGFEKBGD_04090"
"btuB","","Vitamin B12 transporter BtuB",664,664,1,1,70,NA,NA,"",1412,1844,1843,"FNGBGALN_04124","NLBFDHAP_04208","CAJBPMPF_04233","NKBDJCNP_04095","NNCNJNHG_04208","OCHLACIF_04093","JPOPEFEN_02602","MCPJIJPF_03657","HEBGJPOA_04006","FEHKICAB_04334","OAICMFBH_03734","PBGCBKEA_03979","AJBJNLNM_04196","EPADODFK_04202","OGFEKBGD_03775"
"group_1150","","hypothetical protein",664,664,1,1,187,NA,NA,"",578,1031,1024,"FNGBGALN_04030","NLBFDHAP_04114","CAJBPMPF_04139","NKBDJCNP_03219","NNCNJNHG_04114","OCHLACIF_04187","JPOPEFEN_03589","MCPJIJPF_04220","HEBGJPOA_04100","FEHKICAB_04240","OAICMFBH_03828","PBGCBKEA_03885","AJBJNLNM_04102","EPADODFK_04296","OGFEKBGD_03869"
"fdoG_2","","Formate dehydrogenase-O major subunit",664,664,1,1,182,NA,NA,"",1373,2414,2410,"FNGBGALN_04027","NLBFDHAP_04111","CAJBPMPF_04136","NKBDJCNP_03216","NNCNJNHG_04111","OCHLACIF_04190","JPOPEFEN_03592","MCPJIJPF_04217","HEBGJPOA_04103","FEHKICAB_04237","OAICMFBH_03831","PBGCBKEA_03882","AJBJNLNM_04099","EPADODFK_04299","OGFEKBGD_03872"
"relA","","GTP pyrophosphokinase",664,664,1,1,2763,NA,NA,"",1898,2234,2232,"FNGBGALN_03431","NLBFDHAP_01088","CAJBPMPF_01142","NKBDJCNP_01079","NNCNJNHG_00273","OCHLACIF_00397","JPOPEFEN_00912","MCPJIJPF_00422","HEBGJPOA_01143","FEHKICAB_01687","OAICMFBH_00272","PBGCBKEA_00272","AJBJNLNM_00272","EPADODFK_01346","OGFEKBGD_02672"
"fucU","","L-fucose mutarotase",664,664,1,1,2787,NA,NA,"",404,467,422,"FNGBGALN_03409","NLBFDHAP_01110","CAJBPMPF_01120","NKBDJCNP_01101","NNCNJNHG_00295","OCHLACIF_00375","JPOPEFEN_00890","MCPJIJPF_00444","HEBGJPOA_01121","FEHKICAB_01665","OAICMFBH_00294","PBGCBKEA_00294","AJBJNLNM_00294","EPADODFK_01324","OGFEKBGD_02694"
"kduI","","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase",664,664,1,1,2827,NA,NA,"",590,836,835,"FNGBGALN_04396","NLBFDHAP_01151","CAJBPMPF_01079","NKBDJCNP_01143","NNCNJNHG_00336","OCHLACIF_00334","JPOPEFEN_00848","MCPJIJPF_00485","HEBGJPOA_01080","FEHKICAB_01623","OAICMFBH_00335","PBGCBKEA_00336","AJBJNLNM_00335","EPADODFK_01283","OGFEKBGD_02735"
"wecC","","UDP-N-acetyl-D-mannosamine dehydrogenase",664,664,1,1,1981,NA,NA,"",857,1262,1261,"FNGBGALN_04189","NLBFDHAP_04273","CAJBPMPF_04258","NKBDJCNP_03917","NNCNJNHG_04233","OCHLACIF_04298","JPOPEFEN_03468","MCPJIJPF_03722","HEBGJPOA_04211","FEHKICAB_04399","OAICMFBH_04045","PBGCBKEA_04133","AJBJNLNM_04261","EPADODFK_04407","OGFEKBGD_04136"
"torT","","Periplasmic protein TorT",664,664,1,1,3985,NA,NA,"",890,1040,1039,"FNGBGALN_04218","NLBFDHAP_04302","CAJBPMPF_04382","NKBDJCNP_03607","NNCNJNHG_04357","OCHLACIF_04382","JPOPEFEN_02763","MCPJIJPF_03884","HEBGJPOA_04240","FEHKICAB_04483","OAICMFBH_04169","PBGCBKEA_04217","AJBJNLNM_04345","EPADODFK_04491","OGFEKBGD_04260"
"hsrA","","putative transport protein HsrA",664,664,1,1,3923,NA,NA,"",710,1427,1423,"FNGBGALN_04277","NLBFDHAP_04361","CAJBPMPF_04323","NKBDJCNP_03666","NNCNJNHG_04298","OCHLACIF_04323","JPOPEFEN_02704","MCPJIJPF_03825","HEBGJPOA_04299","FEHKICAB_04424","OAICMFBH_04110","PBGCBKEA_04158","AJBJNLNM_04286","EPADODFK_04432","OGFEKBGD_04201"
"hutU","","Urocanate hydratase",664,664,1,1,1422,NA,NA,"",983,1685,1682,"FNGBGALN_00768","NLBFDHAP_00023","CAJBPMPF_01436","NKBDJCNP_03756","NNCNJNHG_01131","OCHLACIF_00691","JPOPEFEN_02896","MCPJIJPF_03912","HEBGJPOA_01437","FEHKICAB_00023","OAICMFBH_04223","PBGCBKEA_00692","AJBJNLNM_00691","EPADODFK_00023","OGFEKBGD_00769"
"ybhN","","Inner membrane protein YbhN",664,664,1,1,1444,NA,NA,"",800,962,961,"FNGBGALN_00789","NLBFDHAP_00044","CAJBPMPF_01457","NKBDJCNP_03777","NNCNJNHG_01110","OCHLACIF_00712","JPOPEFEN_02875","MCPJIJPF_03933","HEBGJPOA_01458","FEHKICAB_00044","OAICMFBH_04202","PBGCBKEA_00713","AJBJNLNM_00712","EPADODFK_00044","OGFEKBGD_00790"
"rcnA","","Nickel/cobalt efflux system RcnA",664,664,1,1,2833,NA,NA,"",317,968,800,"FNGBGALN_02778","NLBFDHAP_01157","CAJBPMPF_01073","NKBDJCNP_01149","NNCNJNHG_00342","OCHLACIF_00328","JPOPEFEN_00842","MCPJIJPF_00491","HEBGJPOA_01074","FEHKICAB_01617","OAICMFBH_00341","PBGCBKEA_00342","AJBJNLNM_00341","EPADODFK_01277","OGFEKBGD_03068"
"rlmF","","Ribosomal RNA large subunit methyltransferase F",664,664,1,1,1460,NA,NA,"",509,926,924,"FNGBGALN_00803","NLBFDHAP_00058","CAJBPMPF_01471","NKBDJCNP_03791","NNCNJNHG_01096","OCHLACIF_00726","JPOPEFEN_02861","MCPJIJPF_03947","HEBGJPOA_01472","FEHKICAB_00058","OAICMFBH_04188","PBGCBKEA_00727","AJBJNLNM_00726","EPADODFK_00058","OGFEKBGD_00804"
"group_1197","","hypothetical protein",664,664,1,1,1190,NA,NA,"",362,689,625,"FNGBGALN_03937","NLBFDHAP_03824","CAJBPMPF_03745","NKBDJCNP_03573","NNCNJNHG_03722","OCHLACIF_03856","JPOPEFEN_03241","MCPJIJPF_04162","HEBGJPOA_03659","FEHKICAB_03847","OAICMFBH_04345","PBGCBKEA_03735","AJBJNLNM_03813","EPADODFK_03957","OGFEKBGD_03973"
"yfcO","","putative protein YfcO",664,664,1,1,1194,NA,NA,"",734,842,841,"FNGBGALN_03933","NLBFDHAP_03820","CAJBPMPF_03749","NKBDJCNP_03577","NNCNJNHG_03726","OCHLACIF_03852","JPOPEFEN_03237","MCPJIJPF_04166","HEBGJPOA_03663","FEHKICAB_03851","OAICMFBH_04341","PBGCBKEA_03739","AJBJNLNM_03809","EPADODFK_03953","OGFEKBGD_03969"
"group_1214","","putative protein",664,664,1,1,1597,NA,NA,"",176,590,589,"FNGBGALN_04537","NLBFDHAP_04569","CAJBPMPF_04504","NKBDJCNP_04548","NNCNJNHG_04669","OCHLACIF_04563","JPOPEFEN_04405","MCPJIJPF_04623","HEBGJPOA_04561","FEHKICAB_04596","OAICMFBH_04543","PBGCBKEA_04440","AJBJNLNM_04595","EPADODFK_04601","OGFEKBGD_04510"
"group_1223","","hypothetical protein",664,664,1,1,1548,NA,NA,"",614,1124,1122,"FNGBGALN_02083","NLBFDHAP_02337","CAJBPMPF_04518","NKBDJCNP_04431","NNCNJNHG_02004","OCHLACIF_04577","JPOPEFEN_00007","MCPJIJPF_00007","HEBGJPOA_04608","FEHKICAB_02808","OAICMFBH_04604","PBGCBKEA_04525","AJBJNLNM_02005","EPADODFK_02468","OGFEKBGD_04557"
"group_1259","","hypothetical protein",664,664,1,1,4344,NA,NA,"",695,3683,3662,"FNGBGALN_02358","NLBFDHAP_02613","CAJBPMPF_02801","NKBDJCNP_00497","NNCNJNHG_02687","OCHLACIF_02094","JPOPEFEN_03127","MCPJIJPF_01759","HEBGJPOA_02980","FEHKICAB_03084","OAICMFBH_02568","PBGCBKEA_01611","AJBJNLNM_02687","EPADODFK_02743","OGFEKBGD_02132"
"ftsP","","Cell division protein FtsP",664,664,1,1,2989,NA,NA,"",764,1418,1411,"FNGBGALN_02929","NLBFDHAP_01308","CAJBPMPF_00922","NKBDJCNP_01300","NNCNJNHG_00493","OCHLACIF_00177","JPOPEFEN_00691","MCPJIJPF_00642","HEBGJPOA_00923","FEHKICAB_01466","OAICMFBH_00492","PBGCBKEA_00493","AJBJNLNM_00492","EPADODFK_01126","OGFEKBGD_02917"
"metE","","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase",664,664,1,1,2019,NA,NA,"",1277,2270,2261,"FNGBGALN_04147","NLBFDHAP_04231","CAJBPMPF_04300","NKBDJCNP_04380","NNCNJNHG_04275","OCHLACIF_04256","JPOPEFEN_04167","MCPJIJPF_03680","HEBGJPOA_04169","FEHKICAB_04357","OAICMFBH_04087","PBGCBKEA_04091","AJBJNLNM_04219","EPADODFK_04365","OGFEKBGD_04178"
