"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR9824448","SRR21979341","SRR3173527","SRR5271480","SRR12684593","SRR10465603","SRR7063159","SRR17066824","SRR14565486","SRR8322005","SRR10356966","SRR15671249","SRR8270009","SRR17066834","SRR10343288"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"AIOJJOAO_03600","GDFHNCMA_04553","ANPIAFKG_03644","CJGHGMFB_04581","GKAEJOGG_04455","CCIIAJNB_02422","PBJPAGPJ_04598","MKHFAOID_04503","DOKFBFDC_04497","FOBGJMDN_02452","GBMICJBH_04463","BAELHCLC_02031","MHCDODDM_04485","EBDKBBED_04295","AGHFNEBA_04524"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"AIOJJOAO_03720","GDFHNCMA_03962","ANPIAFKG_04173","CJGHGMFB_03491","GKAEJOGG_03696","CCIIAJNB_04253","PBJPAGPJ_04195","MKHFAOID_01556","DOKFBFDC_03633","FOBGJMDN_04207","GBMICJBH_03670","BAELHCLC_04179","MHCDODDM_03561","EBDKBBED_01502","AGHFNEBA_03682"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"AIOJJOAO_03715","GDFHNCMA_03957","ANPIAFKG_04178","CJGHGMFB_03496","GKAEJOGG_03691","CCIIAJNB_04258","PBJPAGPJ_04190","MKHFAOID_01551","DOKFBFDC_03638","FOBGJMDN_04212","GBMICJBH_03675","BAELHCLC_04184","MHCDODDM_03566","EBDKBBED_01497","AGHFNEBA_03687"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"AIOJJOAO_03711","GDFHNCMA_03953","ANPIAFKG_04182","CJGHGMFB_03500","GKAEJOGG_03687","CCIIAJNB_04262","PBJPAGPJ_04186","MKHFAOID_01547","DOKFBFDC_03642","FOBGJMDN_04216","GBMICJBH_03679","BAELHCLC_04188","MHCDODDM_03570","EBDKBBED_01493","AGHFNEBA_03691"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"AIOJJOAO_03703","GDFHNCMA_03945","ANPIAFKG_04190","CJGHGMFB_03508","GKAEJOGG_03679","CCIIAJNB_04270","PBJPAGPJ_04178","MKHFAOID_01539","DOKFBFDC_03650","FOBGJMDN_04224","GBMICJBH_03687","BAELHCLC_04196","MHCDODDM_03578","EBDKBBED_01485","AGHFNEBA_03699"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"AIOJJOAO_03680","GDFHNCMA_03922","ANPIAFKG_04213","CJGHGMFB_03531","GKAEJOGG_03656","CCIIAJNB_04293","PBJPAGPJ_04155","MKHFAOID_01516","DOKFBFDC_03673","FOBGJMDN_04247","GBMICJBH_03710","BAELHCLC_04219","MHCDODDM_03601","EBDKBBED_01462","AGHFNEBA_03722"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"AIOJJOAO_04456","GDFHNCMA_04274","ANPIAFKG_04368","CJGHGMFB_04421","GKAEJOGG_03977","CCIIAJNB_04403","PBJPAGPJ_04276","MKHFAOID_04049","DOKFBFDC_04063","FOBGJMDN_04418","GBMICJBH_04004","BAELHCLC_04360","MHCDODDM_03935","EBDKBBED_04232","AGHFNEBA_04395"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"AIOJJOAO_00694","GDFHNCMA_03881","ANPIAFKG_02294","CJGHGMFB_03094","GKAEJOGG_03633","CCIIAJNB_00418","PBJPAGPJ_04340","MKHFAOID_04137","DOKFBFDC_04117","FOBGJMDN_02544","GBMICJBH_01444","BAELHCLC_04149","MHCDODDM_03531","EBDKBBED_04048","AGHFNEBA_04048"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"AIOJJOAO_00698","GDFHNCMA_03877","ANPIAFKG_02290","CJGHGMFB_03090","GKAEJOGG_03629","CCIIAJNB_00414","PBJPAGPJ_02992","MKHFAOID_04133","DOKFBFDC_04121","FOBGJMDN_02548","GBMICJBH_01440","BAELHCLC_04153","MHCDODDM_03535","EBDKBBED_04044","AGHFNEBA_04044"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"AIOJJOAO_01093","GDFHNCMA_02331","ANPIAFKG_03300","CJGHGMFB_04099","GKAEJOGG_01250","CCIIAJNB_00019","PBJPAGPJ_03583","MKHFAOID_04317","DOKFBFDC_04362","FOBGJMDN_03309","GBMICJBH_04303","BAELHCLC_03435","MHCDODDM_04145","EBDKBBED_02395","AGHFNEBA_02851"
"yjgN_1","","Inner membrane protein YjgN",905,905,1,1,4988,NA,NA,"",752,848,847,"AIOJJOAO_00917","GDFHNCMA_02154","ANPIAFKG_04579","CJGHGMFB_02871","GKAEJOGG_04259","CCIIAJNB_00195","PBJPAGPJ_02773","MKHFAOID_02202","DOKFBFDC_04404","FOBGJMDN_03485","GBMICJBH_04362","BAELHCLC_04056","MHCDODDM_04185","EBDKBBED_04459","AGHFNEBA_03027"
"group_1092","","hypothetical protein",905,905,1,1,2437,NA,NA,"",698,974,973,"AIOJJOAO_03652","GDFHNCMA_04419","ANPIAFKG_04534","CJGHGMFB_04495","GKAEJOGG_04394","CCIIAJNB_02371","PBJPAGPJ_04569","MKHFAOID_04390","DOKFBFDC_04428","FOBGJMDN_02504","GBMICJBH_04321","BAELHCLC_04574","MHCDODDM_04298","EBDKBBED_04445","AGHFNEBA_04572"
"aceB","","Malate synthase A",905,905,1,1,889,NA,NA,"",1298,1601,1598,"AIOJJOAO_00670","GDFHNCMA_03905","ANPIAFKG_02318","CJGHGMFB_03118","GKAEJOGG_04319","CCIIAJNB_00442","PBJPAGPJ_04364","MKHFAOID_04437","DOKFBFDC_04444","FOBGJMDN_02520","GBMICJBH_01468","BAELHCLC_04125","MHCDODDM_03507","EBDKBBED_04072","AGHFNEBA_04072"
"prr","","Gamma-aminobutyraldehyde dehydrogenase",905,905,1,1,3242,NA,NA,"",1397,1445,1424,"AIOJJOAO_01655","GDFHNCMA_01875","ANPIAFKG_00691","CJGHGMFB_03621","GKAEJOGG_01535","CCIIAJNB_01538","PBJPAGPJ_00570","MKHFAOID_01475","DOKFBFDC_01538","FOBGJMDN_00763","GBMICJBH_01099","BAELHCLC_01385","MHCDODDM_00317","EBDKBBED_00809","AGHFNEBA_00691"
"group_1135","","hypothetical protein",905,905,1,1,1575,NA,NA,"",953,3956,3869,"AIOJJOAO_02730","GDFHNCMA_01056","ANPIAFKG_02536","CJGHGMFB_02214","GKAEJOGG_04127","CCIIAJNB_02946","PBJPAGPJ_02111","MKHFAOID_04415","DOKFBFDC_04016","FOBGJMDN_04173","GBMICJBH_03939","BAELHCLC_01806","MHCDODDM_03949","EBDKBBED_00650","AGHFNEBA_01209"
"ybiT","","putative ABC transporter ATP-binding protein YbiT",905,905,1,1,4411,NA,NA,"",977,1595,1590,"AIOJJOAO_04350","GDFHNCMA_03779","ANPIAFKG_04088","CJGHGMFB_00673","GKAEJOGG_03391","CCIIAJNB_04107","PBJPAGPJ_03999","MKHFAOID_03790","DOKFBFDC_03347","FOBGJMDN_00416","GBMICJBH_03455","BAELHCLC_03901","MHCDODDM_03431","EBDKBBED_03947","AGHFNEBA_04211"
"ttdA_1","","L(+)-tartrate dehydratase subunit alpha",905,905,1,1,1199,NA,NA,"",617,854,843,"AIOJJOAO_03866","GDFHNCMA_04518","ANPIAFKG_04273","CJGHGMFB_03755","GKAEJOGG_04343","CCIIAJNB_03354","PBJPAGPJ_02993","MKHFAOID_04444","DOKFBFDC_01319","FOBGJMDN_03497","GBMICJBH_04386","BAELHCLC_04609","MHCDODDM_03812","EBDKBBED_04504","AGHFNEBA_03222"
