"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR5584493","SRR6424832","SRR11278098","SRR13998197","SRR15539666","SRR7002066","SRR11748672","SRR18128662","SRR9829553","SRR12828263","SRR8078641","SRR9643399","SRR13112133","SRR17336068","SRR8707451"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"ECCCKGBP_03016","PJOKKEEG_02826","IECIKDIM_04326","MHOKDOIG_03839","BBMKOOJJ_03168","HJBFMJAA_03008","MHEINKDP_04462","CKBCLIBF_04311","CIFPOGGM_03579","CNGMCOPD_03243","DEGEEBDF_04458","IDILEPHM_03638","KAKBGEAC_04611","EHAGGJNK_03558","EBKHBMPE_03140"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"ECCCKGBP_03551","PJOKKEEG_03476","IECIKDIM_03208","MHOKDOIG_02694","BBMKOOJJ_03044","HJBFMJAA_04409","MHEINKDP_03900","CKBCLIBF_03852","CIFPOGGM_03992","CNGMCOPD_03362","DEGEEBDF_04155","IDILEPHM_04078","KAKBGEAC_03073","EHAGGJNK_03678","EBKHBMPE_04321"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"ECCCKGBP_03546","PJOKKEEG_03481","IECIKDIM_03203","MHOKDOIG_02689","BBMKOOJJ_03039","HJBFMJAA_04414","MHEINKDP_03895","CKBCLIBF_03857","CIFPOGGM_03997","CNGMCOPD_03357","DEGEEBDF_04160","IDILEPHM_04073","KAKBGEAC_03068","EHAGGJNK_03673","EBKHBMPE_04326"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"ECCCKGBP_03542","PJOKKEEG_03485","IECIKDIM_03199","MHOKDOIG_02685","BBMKOOJJ_03035","HJBFMJAA_04418","MHEINKDP_03891","CKBCLIBF_03861","CIFPOGGM_04001","CNGMCOPD_03353","DEGEEBDF_04164","IDILEPHM_04069","KAKBGEAC_03064","EHAGGJNK_03669","EBKHBMPE_04330"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"ECCCKGBP_03534","PJOKKEEG_03493","IECIKDIM_03191","MHOKDOIG_02677","BBMKOOJJ_03027","HJBFMJAA_04426","MHEINKDP_03883","CKBCLIBF_03869","CIFPOGGM_04009","CNGMCOPD_03345","DEGEEBDF_04172","IDILEPHM_04061","KAKBGEAC_03056","EHAGGJNK_03661","EBKHBMPE_04338"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"ECCCKGBP_03511","PJOKKEEG_03516","IECIKDIM_03168","MHOKDOIG_02654","BBMKOOJJ_03004","HJBFMJAA_04449","MHEINKDP_03860","CKBCLIBF_03892","CIFPOGGM_04032","CNGMCOPD_03322","DEGEEBDF_04195","IDILEPHM_04038","KAKBGEAC_03033","EHAGGJNK_03638","EBKHBMPE_04361"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"ECCCKGBP_04373","PJOKKEEG_04434","IECIKDIM_03658","MHOKDOIG_04522","BBMKOOJJ_03713","HJBFMJAA_04471","MHEINKDP_04138","CKBCLIBF_04412","CIFPOGGM_04160","CNGMCOPD_04422","DEGEEBDF_04245","IDILEPHM_04193","KAKBGEAC_04404","EHAGGJNK_04495","EBKHBMPE_04383"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"ECCCKGBP_01085","PJOKKEEG_03077","IECIKDIM_03831","MHOKDOIG_02864","BBMKOOJJ_03896","HJBFMJAA_01085","MHEINKDP_03540","CKBCLIBF_01086","CIFPOGGM_04204","CNGMCOPD_01180","DEGEEBDF_03758","IDILEPHM_02861","KAKBGEAC_02548","EHAGGJNK_01853","EBKHBMPE_00696"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"ECCCKGBP_01081","PJOKKEEG_03073","IECIKDIM_03835","MHOKDOIG_02868","BBMKOOJJ_03892","HJBFMJAA_01081","MHEINKDP_03536","CKBCLIBF_01082","CIFPOGGM_04208","CNGMCOPD_01184","DEGEEBDF_03762","IDILEPHM_02865","KAKBGEAC_02552","EHAGGJNK_01857","EBKHBMPE_00700"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"ECCCKGBP_00686","PJOKKEEG_03122","IECIKDIM_02200","MHOKDOIG_03756","BBMKOOJJ_04144","HJBFMJAA_00686","MHEINKDP_04471","CKBCLIBF_00687","CIFPOGGM_03271","CNGMCOPD_01581","DEGEEBDF_02983","IDILEPHM_03237","KAKBGEAC_03564","EHAGGJNK_02251","EBKHBMPE_01095"
"yjgN_1","","Inner membrane protein YjgN",905,905,1,1,4988,NA,NA,"",752,848,847,"ECCCKGBP_00862","PJOKKEEG_03298","IECIKDIM_04274","MHOKDOIG_03580","BBMKOOJJ_04308","HJBFMJAA_00863","MHEINKDP_01679","CKBCLIBF_00864","CIFPOGGM_04384","CNGMCOPD_01404","DEGEEBDF_02163","IDILEPHM_02698","KAKBGEAC_02772","EHAGGJNK_02076","EBKHBMPE_00919"
"group_1092","","hypothetical protein",905,905,1,1,2437,NA,NA,"",698,974,973,"ECCCKGBP_04475","PJOKKEEG_02878","IECIKDIM_04009","MHOKDOIG_03788","BBMKOOJJ_04214","HJBFMJAA_02957","MHEINKDP_04549","CKBCLIBF_04363","CIFPOGGM_04360","CNGMCOPD_03294","DEGEEBDF_04416","IDILEPHM_04500","KAKBGEAC_04563","EHAGGJNK_03610","EBKHBMPE_03192"
"aceB","","Malate synthase A",905,905,1,1,889,NA,NA,"",1298,1601,1598,"ECCCKGBP_01109","PJOKKEEG_03101","IECIKDIM_04207","MHOKDOIG_02840","BBMKOOJJ_04238","HJBFMJAA_04614","MHEINKDP_03564","CKBCLIBF_01110","CIFPOGGM_04446","CNGMCOPD_01156","DEGEEBDF_03734","IDILEPHM_02837","KAKBGEAC_02524","EHAGGJNK_01829","EBKHBMPE_00672"
"prr","","Gamma-aminobutyraldehyde dehydrogenase",905,905,1,1,3242,NA,NA,"",1397,1445,1424,"ECCCKGBP_01655","PJOKKEEG_01627","IECIKDIM_00321","MHOKDOIG_01012","BBMKOOJJ_02904","HJBFMJAA_01636","MHEINKDP_00544","CKBCLIBF_01656","CIFPOGGM_00603","CNGMCOPD_01729","DEGEEBDF_00544","IDILEPHM_00130","KAKBGEAC_01803","EHAGGJNK_00461","EBKHBMPE_01242"
"group_1135","","hypothetical protein",905,905,1,1,1575,NA,NA,"",953,3956,3869,"ECCCKGBP_03279","PJOKKEEG_02561","IECIKDIM_02760","MHOKDOIG_02610","BBMKOOJJ_03861","HJBFMJAA_02574","MHEINKDP_02900","CKBCLIBF_03214","CIFPOGGM_01610","CNGMCOPD_04072","DEGEEBDF_03899","IDILEPHM_01070","KAKBGEAC_04498","EHAGGJNK_03293","EBKHBMPE_02271"
"ybiT","","putative ABC transporter ATP-binding protein YbiT",905,905,1,1,4411,NA,NA,"",977,1595,1590,"ECCCKGBP_04117","PJOKKEEG_04376","IECIKDIM_02954","MHOKDOIG_04272","BBMKOOJJ_02725","HJBFMJAA_03599","MHEINKDP_03633","CKBCLIBF_04223","CIFPOGGM_03861","CNGMCOPD_00739","DEGEEBDF_04010","IDILEPHM_04023","KAKBGEAC_04264","EHAGGJNK_01411","EBKHBMPE_03276"
"ttdA_1","","L(+)-tartrate dehydratase subunit alpha",905,905,1,1,1199,NA,NA,"",617,854,843,"ECCCKGBP_04275","PJOKKEEG_04422","IECIKDIM_04359","MHOKDOIG_04424","BBMKOOJJ_04349","HJBFMJAA_03781","MHEINKDP_02290","CKBCLIBF_03476","CIFPOGGM_02188","CNGMCOPD_03691","DEGEEBDF_04523","IDILEPHM_04519","KAKBGEAC_04351","EHAGGJNK_03823","EBKHBMPE_03693"
"dtpA","","Dipeptide and tripeptide permease A",905,905,1,1,3083,NA,NA,"",938,1511,1504,"ECCCKGBP_02664","PJOKKEEG_03750","IECIKDIM_00679","MHOKDOIG_02382","BBMKOOJJ_03397","HJBFMJAA_02613","MHEINKDP_01432","CKBCLIBF_02987","CIFPOGGM_02372","CNGMCOPD_02678","DEGEEBDF_01924","IDILEPHM_01818","KAKBGEAC_02512","EHAGGJNK_00327","EBKHBMPE_02579"
"cfxP","","Phosphoribulokinase, plasmid",905,905,1,1,126,NA,NA,"",749,869,868,"ECCCKGBP_01948","PJOKKEEG_01018","IECIKDIM_00491","MHOKDOIG_00534","BBMKOOJJ_00065","HJBFMJAA_01442","MHEINKDP_00799","CKBCLIBF_02281","CIFPOGGM_00065","CNGMCOPD_02382","DEGEEBDF_00065","IDILEPHM_00423","KAKBGEAC_00779","EHAGGJNK_02287","EBKHBMPE_01535"
"nudE","","ADP compounds hydrolase NudE",905,905,1,1,161,NA,NA,"",563,596,563,"ECCCKGBP_01978","PJOKKEEG_00988","IECIKDIM_00521","MHOKDOIG_00564","BBMKOOJJ_00095","HJBFMJAA_01412","MHEINKDP_00829","CKBCLIBF_02251","CIFPOGGM_00095","CNGMCOPD_02412","DEGEEBDF_00095","IDILEPHM_00453","KAKBGEAC_00749","EHAGGJNK_02317","EBKHBMPE_01565"
"igaA","","Intracellular growth attenuator protein igaA",905,905,1,1,162,NA,NA,"",1997,2132,2131,"ECCCKGBP_01979","PJOKKEEG_00987","IECIKDIM_00522","MHOKDOIG_00565","BBMKOOJJ_00096","HJBFMJAA_01411","MHEINKDP_00830","CKBCLIBF_02250","CIFPOGGM_00096","CNGMCOPD_02413","DEGEEBDF_00096","IDILEPHM_00454","KAKBGEAC_00748","EHAGGJNK_02318","EBKHBMPE_01566"
"hslR","","Heat shock protein 15",905,905,1,1,164,NA,NA,"",326,401,400,"ECCCKGBP_01981","PJOKKEEG_00985","IECIKDIM_00524","MHOKDOIG_00567","BBMKOOJJ_00098","HJBFMJAA_01409","MHEINKDP_00832","CKBCLIBF_02248","CIFPOGGM_00098","CNGMCOPD_02415","DEGEEBDF_00098","IDILEPHM_00456","KAKBGEAC_00746","EHAGGJNK_02320","EBKHBMPE_01568"
"rhmR_1","","putative HTH-type transcriptional regulator RhmR",905,905,1,1,204,NA,NA,"",608,755,754,"ECCCKGBP_02017","PJOKKEEG_00949","IECIKDIM_00560","MHOKDOIG_00603","BBMKOOJJ_00134","HJBFMJAA_01373","MHEINKDP_00868","CKBCLIBF_02212","CIFPOGGM_00134","CNGMCOPD_02451","DEGEEBDF_00134","IDILEPHM_00492","KAKBGEAC_00710","EHAGGJNK_02356","EBKHBMPE_01604"
