"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR9600807","SRR8202286","SRR7406172","SRR12628472","SRR12976632","SRR10349510","SRR12828267","SRR12817683","SRR7063192","SRR10465603","SRR7063131","SRR12424407","SRR10343305","SRR9824448","SRR8365012"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"PEBJLAEJ_03608","JLDBMIAO_04015","BEMLGMOJ_03671","ILHNANLP_04543","AKHGBHIK_04561","KJDPAJLN_03123","IJAFKOGM_03039","HFJNLOMP_04385","PLILLOMA_04555","CCIIAJNB_02422","LHFIIOHH_03860","IDPGMPAN_02579","IPNCOGLN_04385","AIOJJOAO_03600","BCGBLCGH_03682"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"PEBJLAEJ_03814","JLDBMIAO_04312","BEMLGMOJ_04010","ILHNANLP_02281","AKHGBHIK_04019","KJDPAJLN_03888","IJAFKOGM_03547","HFJNLOMP_03539","PLILLOMA_03595","CCIIAJNB_04253","LHFIIOHH_04237","IDPGMPAN_03175","IPNCOGLN_03247","AIOJJOAO_03720","BCGBLCGH_03802"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"PEBJLAEJ_03819","JLDBMIAO_04317","BEMLGMOJ_04005","ILHNANLP_02286","AKHGBHIK_04014","KJDPAJLN_03893","IJAFKOGM_03542","HFJNLOMP_03534","PLILLOMA_03590","CCIIAJNB_04258","LHFIIOHH_04232","IDPGMPAN_03180","IPNCOGLN_03252","AIOJJOAO_03715","BCGBLCGH_03797"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"PEBJLAEJ_03823","JLDBMIAO_04321","BEMLGMOJ_04001","ILHNANLP_02290","AKHGBHIK_04010","KJDPAJLN_03897","IJAFKOGM_03538","HFJNLOMP_03530","PLILLOMA_03586","CCIIAJNB_04262","LHFIIOHH_04228","IDPGMPAN_03184","IPNCOGLN_03256","AIOJJOAO_03711","BCGBLCGH_03793"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"PEBJLAEJ_03831","JLDBMIAO_04329","BEMLGMOJ_03992","ILHNANLP_02298","AKHGBHIK_04002","KJDPAJLN_03905","IJAFKOGM_03530","HFJNLOMP_03522","PLILLOMA_03578","CCIIAJNB_04270","LHFIIOHH_04220","IDPGMPAN_03192","IPNCOGLN_03264","AIOJJOAO_03703","BCGBLCGH_03785"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"PEBJLAEJ_03854","JLDBMIAO_04352","BEMLGMOJ_03969","ILHNANLP_02321","AKHGBHIK_03979","KJDPAJLN_03928","IJAFKOGM_03507","HFJNLOMP_03499","PLILLOMA_03555","CCIIAJNB_04293","LHFIIOHH_04197","IDPGMPAN_03215","IPNCOGLN_03287","AIOJJOAO_03680","BCGBLCGH_03762"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"PEBJLAEJ_04433","JLDBMIAO_04402","BEMLGMOJ_04289","ILHNANLP_04303","AKHGBHIK_04253","KJDPAJLN_04490","IJAFKOGM_04513","HFJNLOMP_03854","PLILLOMA_04306","CCIIAJNB_04403","LHFIIOHH_04296","IDPGMPAN_04387","IPNCOGLN_04252","AIOJJOAO_04456","BCGBLCGH_04472"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"PEBJLAEJ_00695","JLDBMIAO_04282","BEMLGMOJ_03714","ILHNANLP_04188","AKHGBHIK_03938","KJDPAJLN_03572","IJAFKOGM_01510","HFJNLOMP_03456","PLILLOMA_04419","CCIIAJNB_00418","LHFIIOHH_04409","IDPGMPAN_02268","IPNCOGLN_02778","AIOJJOAO_00694","BCGBLCGH_01573"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"PEBJLAEJ_00699","JLDBMIAO_04286","BEMLGMOJ_03718","ILHNANLP_04184","AKHGBHIK_03934","KJDPAJLN_03568","IJAFKOGM_01506","HFJNLOMP_03460","PLILLOMA_04478","CCIIAJNB_00414","LHFIIOHH_02434","IDPGMPAN_02272","IPNCOGLN_02774","AIOJJOAO_00698","BCGBLCGH_01568"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"PEBJLAEJ_01094","JLDBMIAO_03485","BEMLGMOJ_02320","ILHNANLP_03109","AKHGBHIK_02261","KJDPAJLN_04192","IJAFKOGM_01111","HFJNLOMP_04174","PLILLOMA_01596","CCIIAJNB_00019","LHFIIOHH_03121","IDPGMPAN_03620","IPNCOGLN_04437","AIOJJOAO_01093","BCGBLCGH_01173"
