"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR8310801","SRR5912902","SRR12817684","SRR16315919","SRR3664934","SRR19397118","SRR13377887","SRR15692430","SRR17066815","SRR8136668","SRR5762155","SRR6336387","SRR10343302","SRR13114563","SRR11214349"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"AIOOFBCP_04276","AIBLHIHO_02671","OOHOGEJP_03712","AHMBCJNH_03308","JKHLNKDO_03462","LCMHHEOG_03514","OCJCLOHB_03441","AKEOCGMD_03042","FBNJPLMO_02623","DCCFGAFD_04489","PNGLFLGP_03500","HJABCHPJ_03055","KCCJKOND_04453","KOOCAMAC_03365","BHPBMBJN_03110"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"AIOOFBCP_04397","AIBLHIHO_04284","OOHOGEJP_02897","AHMBCJNH_03484","JKHLNKDO_03751","LCMHHEOG_04129","OCJCLOHB_03030","AKEOCGMD_03625","FBNJPLMO_03318","DCCFGAFD_04254","PNGLFLGP_04375","HJABCHPJ_03508","KCCJKOND_04351","KOOCAMAC_03729","BHPBMBJN_03428"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"AIOOFBCP_04392","AIBLHIHO_04279","OOHOGEJP_02902","AHMBCJNH_03489","JKHLNKDO_03746","LCMHHEOG_04134","OCJCLOHB_03035","AKEOCGMD_03630","FBNJPLMO_03323","DCCFGAFD_04249","PNGLFLGP_04370","HJABCHPJ_03513","KCCJKOND_04356","KOOCAMAC_03734","BHPBMBJN_03423"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"AIOOFBCP_04388","AIBLHIHO_04275","OOHOGEJP_02906","AHMBCJNH_03493","JKHLNKDO_03742","LCMHHEOG_04138","OCJCLOHB_03039","AKEOCGMD_03634","FBNJPLMO_03327","DCCFGAFD_04245","PNGLFLGP_04366","HJABCHPJ_03517","KCCJKOND_04360","KOOCAMAC_03738","BHPBMBJN_03419"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"AIOOFBCP_04380","AIBLHIHO_04267","OOHOGEJP_02914","AHMBCJNH_03501","JKHLNKDO_03734","LCMHHEOG_04146","OCJCLOHB_03047","AKEOCGMD_03642","FBNJPLMO_03335","DCCFGAFD_04237","PNGLFLGP_04358","HJABCHPJ_03525","KCCJKOND_04368","KOOCAMAC_03746","BHPBMBJN_03411"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"AIOOFBCP_04357","AIBLHIHO_04244","OOHOGEJP_02937","AHMBCJNH_03524","JKHLNKDO_03711","LCMHHEOG_04169","OCJCLOHB_03070","AKEOCGMD_03665","FBNJPLMO_03358","DCCFGAFD_04214","PNGLFLGP_04335","HJABCHPJ_03548","KCCJKOND_04391","KOOCAMAC_03769","BHPBMBJN_03388"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"AIOOFBCP_04481","AIBLHIHO_04390","OOHOGEJP_04177","AHMBCJNH_04515","JKHLNKDO_04385","LCMHHEOG_04465","OCJCLOHB_04507","AKEOCGMD_04120","FBNJPLMO_04444","DCCFGAFD_04313","PNGLFLGP_04384","HJABCHPJ_04480","KCCJKOND_04441","KOOCAMAC_04357","BHPBMBJN_04424"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"AIOOFBCP_02627","AIBLHIHO_00418","OOHOGEJP_03956","AHMBCJNH_01264","JKHLNKDO_00903","LCMHHEOG_01181","OCJCLOHB_04329","AKEOCGMD_03830","FBNJPLMO_00772","DCCFGAFD_01086","PNGLFLGP_00027","HJABCHPJ_00417","KCCJKOND_02495","KOOCAMAC_01506","BHPBMBJN_04310"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"AIOOFBCP_02623","AIBLHIHO_00414","OOHOGEJP_03960","AHMBCJNH_01268","JKHLNKDO_00899","LCMHHEOG_01185","OCJCLOHB_04325","AKEOCGMD_03834","FBNJPLMO_00776","DCCFGAFD_01082","PNGLFLGP_00031","HJABCHPJ_00413","KCCJKOND_02499","KOOCAMAC_01502","BHPBMBJN_04314"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"AIOOFBCP_03330","AIBLHIHO_00019","OOHOGEJP_04486","AHMBCJNH_01663","JKHLNKDO_00504","LCMHHEOG_01581","OCJCLOHB_02104","AKEOCGMD_04286","FBNJPLMO_01172","DCCFGAFD_00687","PNGLFLGP_00426","HJABCHPJ_00019","KCCJKOND_03580","KOOCAMAC_01108","BHPBMBJN_04577"
"yjgN_1","","Inner membrane protein YjgN",905,905,1,1,4988,NA,NA,"",752,848,847,"AIOOFBCP_03154","AIBLHIHO_00195","OOHOGEJP_02564","AHMBCJNH_01487","JKHLNKDO_00680","LCMHHEOG_01404","OCJCLOHB_01928","AKEOCGMD_04394","FBNJPLMO_00995","DCCFGAFD_00863","PNGLFLGP_00250","HJABCHPJ_00195","KCCJKOND_02717","KOOCAMAC_01284","BHPBMBJN_02092"
