"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR8381532","SRR7885206","SRR6291075","SRR8430268","SRR12136530","SRR10435105","SRR3664744","SRR8926572","SRR6933271","SRR8592510","SRR6933285","SRR10155184","SRR10530287","SRR8136931","SRR15539657"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"KLPKBCKA_03369","KEKNCLLE_00732","LBCGLNIL_03474","JJMFGHNA_04424","BDJEJNNB_02333","MAPNAPIO_04519","JMEAJABB_02749","GEBIDGIA_04508","AAFLPALP_04428","ELPDAJHE_03677","ENMOMNCE_03711","ABNDIHHI_02815","OIIGFPGA_03521","FCMNJIMH_04311","FPALJGMI_02667"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"KLPKBCKA_03839","KEKNCLLE_03754","LBCGLNIL_03845","JJMFGHNA_03440","BDJEJNNB_02940","MAPNAPIO_04198","JMEAJABB_03981","GEBIDGIA_02789","AAFLPALP_03657","ELPDAJHE_03748","ENMOMNCE_02741","ABNDIHHI_03417","OIIGFPGA_03853","FCMNJIMH_04305","FPALJGMI_03236"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"KLPKBCKA_03844","KEKNCLLE_03749","LBCGLNIL_03850","JJMFGHNA_03435","BDJEJNNB_02945","MAPNAPIO_04203","JMEAJABB_03986","GEBIDGIA_02794","AAFLPALP_03662","ELPDAJHE_03743","ENMOMNCE_02746","ABNDIHHI_03412","OIIGFPGA_03858","FCMNJIMH_04300","FPALJGMI_03241"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"KLPKBCKA_03848","KEKNCLLE_03745","LBCGLNIL_03854","JJMFGHNA_03431","BDJEJNNB_02949","MAPNAPIO_04207","JMEAJABB_03990","GEBIDGIA_02798","AAFLPALP_03666","ELPDAJHE_03739","ENMOMNCE_02750","ABNDIHHI_03408","OIIGFPGA_03862","FCMNJIMH_04296","FPALJGMI_03245"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"KLPKBCKA_03856","KEKNCLLE_03737","LBCGLNIL_03862","JJMFGHNA_03423","BDJEJNNB_02957","MAPNAPIO_04215","JMEAJABB_03998","GEBIDGIA_02806","AAFLPALP_03674","ELPDAJHE_03731","ENMOMNCE_02758","ABNDIHHI_03400","OIIGFPGA_03870","FCMNJIMH_04288","FPALJGMI_03253"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"KLPKBCKA_03879","KEKNCLLE_03714","LBCGLNIL_03885","JJMFGHNA_03400","BDJEJNNB_02980","MAPNAPIO_04238","JMEAJABB_04021","GEBIDGIA_02829","AAFLPALP_03697","ELPDAJHE_03708","ENMOMNCE_02781","ABNDIHHI_03377","OIIGFPGA_03893","FCMNJIMH_04265","FPALJGMI_03276"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"KLPKBCKA_04583","KEKNCLLE_04511","LBCGLNIL_04098","JJMFGHNA_03781","BDJEJNNB_04419","MAPNAPIO_04288","JMEAJABB_04173","GEBIDGIA_04257","AAFLPALP_03976","ELPDAJHE_04204","ENMOMNCE_03495","ABNDIHHI_04415","OIIGFPGA_04270","FCMNJIMH_04437","FPALJGMI_03705"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"KLPKBCKA_00027","KEKNCLLE_01627","LBCGLNIL_04219","JJMFGHNA_03945","BDJEJNNB_04301","MAPNAPIO_02482","JMEAJABB_03805","GEBIDGIA_04189","AAFLPALP_03627","ELPDAJHE_04220","ENMOMNCE_03584","ABNDIHHI_00695","OIIGFPGA_04311","FCMNJIMH_00694","FPALJGMI_03749"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"KLPKBCKA_00031","KEKNCLLE_01623","LBCGLNIL_04215","JJMFGHNA_03941","BDJEJNNB_04297","MAPNAPIO_02478","JMEAJABB_03809","GEBIDGIA_04193","AAFLPALP_03631","ELPDAJHE_04224","ENMOMNCE_03588","ABNDIHHI_00699","OIIGFPGA_04307","FCMNJIMH_00698","FPALJGMI_03753"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"KLPKBCKA_00426","KEKNCLLE_01228","LBCGLNIL_02788","JJMFGHNA_04130","BDJEJNNB_01225","MAPNAPIO_03173","JMEAJABB_03760","GEBIDGIA_01750","AAFLPALP_04302","ELPDAJHE_03056","ENMOMNCE_03944","ABNDIHHI_01096","OIIGFPGA_02312","FCMNJIMH_01093","FPALJGMI_03963"
"yjgN_1","","Inner membrane protein YjgN",905,905,1,1,4988,NA,NA,"",752,848,847,"KLPKBCKA_00250","KEKNCLLE_01404","LBCGLNIL_00799","JJMFGHNA_03045","BDJEJNNB_01049","MAPNAPIO_02260","JMEAJABB_00906","GEBIDGIA_01927","AAFLPALP_04328","ELPDAJHE_02690","ENMOMNCE_02836","ABNDIHHI_00920","OIIGFPGA_04000","FCMNJIMH_00917","FPALJGMI_04276"
