"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR5861715","SRR8889049","SRR5238147","SRR12116889","SRR13588058","SRR17721900","SRR16683927","SRR16951870","SRR19511778","SRR13938825","SRR17212472","SRR17181351","SRR17377294","SRR4243138","SRR6217712"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"AOBDMBEB_01451","IHJMGDCB_00583","BPOBEFEG_01745","NLGKAACM_01120","DACIIMBJ_00912","BOHLIDJM_01119","JOGFOANM_00914","JAGMJIOJ_00499","FLKJFPPL_00499","DMCCMNGK_01941","MJFMMHBA_01243","HNIBDLEF_00500","EJFCIEED_01245","CBLOADKF_00168","MBKAFFAE_02002"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"AOBDMBEB_01455","IHJMGDCB_00579","BPOBEFEG_01749","NLGKAACM_01116","DACIIMBJ_00908","BOHLIDJM_01115","JOGFOANM_00910","JAGMJIOJ_00503","FLKJFPPL_00503","DMCCMNGK_01945","MJFMMHBA_01247","HNIBDLEF_00504","EJFCIEED_01249","CBLOADKF_00164","MBKAFFAE_02006"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"AOBDMBEB_01492","IHJMGDCB_00544","BPOBEFEG_01786","NLGKAACM_01079","DACIIMBJ_00871","BOHLIDJM_01078","JOGFOANM_00873","JAGMJIOJ_00540","FLKJFPPL_04241","DMCCMNGK_01982","MJFMMHBA_01284","HNIBDLEF_00541","EJFCIEED_01286","CBLOADKF_00129","MBKAFFAE_02043"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"AOBDMBEB_01529","IHJMGDCB_00507","BPOBEFEG_01823","NLGKAACM_01042","DACIIMBJ_00834","BOHLIDJM_01041","JOGFOANM_00836","JAGMJIOJ_00577","FLKJFPPL_04278","DMCCMNGK_02019","MJFMMHBA_01321","HNIBDLEF_00578","EJFCIEED_01323","CBLOADKF_00092","MBKAFFAE_02080"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"AOBDMBEB_01793","IHJMGDCB_03663","BPOBEFEG_02677","NLGKAACM_03705","DACIIMBJ_03449","BOHLIDJM_03635","JOGFOANM_03452","JAGMJIOJ_03617","FLKJFPPL_03431","DMCCMNGK_03440","MJFMMHBA_03394","HNIBDLEF_02648","EJFCIEED_03528","CBLOADKF_03291","MBKAFFAE_03558"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"AOBDMBEB_01783","IHJMGDCB_03673","BPOBEFEG_02687","NLGKAACM_03695","DACIIMBJ_03459","BOHLIDJM_03645","JOGFOANM_03462","JAGMJIOJ_03607","FLKJFPPL_03421","DMCCMNGK_03450","MJFMMHBA_03384","HNIBDLEF_02638","EJFCIEED_03538","CBLOADKF_03281","MBKAFFAE_03568"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"AOBDMBEB_01762","IHJMGDCB_02350","BPOBEFEG_02708","NLGKAACM_03674","DACIIMBJ_03480","BOHLIDJM_03666","JOGFOANM_03483","JAGMJIOJ_03586","FLKJFPPL_03400","DMCCMNGK_03471","MJFMMHBA_03363","HNIBDLEF_02617","EJFCIEED_03559","CBLOADKF_03260","MBKAFFAE_04259"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"AOBDMBEB_01761","IHJMGDCB_02351","BPOBEFEG_02709","NLGKAACM_03673","DACIIMBJ_03481","BOHLIDJM_03667","JOGFOANM_03484","JAGMJIOJ_03585","FLKJFPPL_03399","DMCCMNGK_03472","MJFMMHBA_03362","HNIBDLEF_02616","EJFCIEED_03560","CBLOADKF_03259","MBKAFFAE_04258"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"AOBDMBEB_01756","IHJMGDCB_02356","BPOBEFEG_02714","NLGKAACM_03668","DACIIMBJ_03486","BOHLIDJM_03672","JOGFOANM_03489","JAGMJIOJ_03580","FLKJFPPL_03394","DMCCMNGK_03477","MJFMMHBA_03356","HNIBDLEF_02611","EJFCIEED_03565","CBLOADKF_03254","MBKAFFAE_04253"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"AOBDMBEB_01731","IHJMGDCB_02381","BPOBEFEG_02739","NLGKAACM_03643","DACIIMBJ_03511","BOHLIDJM_03697","JOGFOANM_03514","JAGMJIOJ_03555","FLKJFPPL_03369","DMCCMNGK_03502","MJFMMHBA_03331","HNIBDLEF_02586","EJFCIEED_03590","CBLOADKF_03228","MBKAFFAE_04349"
