"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR12424436","SRR6330514","SRR8181054","SRR10493645","SRR6351094","SRR12781945","SRR13842579","SRR10775280","SRR11453043","SRR18688516","SRR9822899","SRR10343305","SRR7885200","SRR10740638","SRR6293924"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"PPBHNLBG_03789","LJMMKEIG_03443","OOCLIGAM_03251","EDOOCNHK_04529","EPGMJAIH_04514","KAKEIGKK_03742","BJCDNGAK_02749","CBMIGGED_03632","CKPBCIPG_03613","HLBMAEJC_04487","NBIDCAIK_03754","IPNCOGLN_04385","FBMCJGKD_04649","LHJEBGDN_04520","JOANCMPL_02328"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"PPBHNLBG_04408","LJMMKEIG_03819","OOCLIGAM_03659","EDOOCNHK_02115","EPGMJAIH_03600","KAKEIGKK_04003","BJCDNGAK_03406","CBMIGGED_03839","CKPBCIPG_03793","HLBMAEJC_04024","NBIDCAIK_03645","IPNCOGLN_03247","FBMCJGKD_03420","LHJEBGDN_03745","JOANCMPL_04304"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"PPBHNLBG_04403","LJMMKEIG_03824","OOCLIGAM_03654","EDOOCNHK_02110","EPGMJAIH_03605","KAKEIGKK_04008","BJCDNGAK_03401","CBMIGGED_03844","CKPBCIPG_03798","HLBMAEJC_04019","NBIDCAIK_03640","IPNCOGLN_03252","FBMCJGKD_03425","LHJEBGDN_03740","JOANCMPL_04309"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"PPBHNLBG_04399","LJMMKEIG_03828","OOCLIGAM_03650","EDOOCNHK_02106","EPGMJAIH_03609","KAKEIGKK_04012","BJCDNGAK_03397","CBMIGGED_03848","CKPBCIPG_03802","HLBMAEJC_04015","NBIDCAIK_03636","IPNCOGLN_03256","FBMCJGKD_03429","LHJEBGDN_03736","JOANCMPL_04313"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"PPBHNLBG_04391","LJMMKEIG_03836","OOCLIGAM_03642","EDOOCNHK_02098","EPGMJAIH_03617","KAKEIGKK_04020","BJCDNGAK_03389","CBMIGGED_03856","CKPBCIPG_03810","HLBMAEJC_04007","NBIDCAIK_03628","IPNCOGLN_03264","FBMCJGKD_03437","LHJEBGDN_03728","JOANCMPL_04321"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"PPBHNLBG_04368","LJMMKEIG_03859","OOCLIGAM_03619","EDOOCNHK_02075","EPGMJAIH_03640","KAKEIGKK_04043","BJCDNGAK_03366","CBMIGGED_03879","CKPBCIPG_03833","HLBMAEJC_03984","NBIDCAIK_03605","IPNCOGLN_03287","FBMCJGKD_03460","LHJEBGDN_03705","JOANCMPL_04344"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"PPBHNLBG_04500","LJMMKEIG_04466","OOCLIGAM_04555","EDOOCNHK_04001","EPGMJAIH_04420","KAKEIGKK_04443","BJCDNGAK_04556","CBMIGGED_04421","CKPBCIPG_04278","HLBMAEJC_04162","NBIDCAIK_04058","IPNCOGLN_04252","FBMCJGKD_04380","LHJEBGDN_03952","JOANCMPL_04485"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"PPBHNLBG_04100","LJMMKEIG_01082","OOCLIGAM_03364","EDOOCNHK_03807","EPGMJAIH_03204","KAKEIGKK_04224","BJCDNGAK_00985","CBMIGGED_00904","CKPBCIPG_03740","HLBMAEJC_04198","NBIDCAIK_03675","IPNCOGLN_02778","FBMCJGKD_01088","LHJEBGDN_03169","JOANCMPL_04132"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"PPBHNLBG_04096","LJMMKEIG_01078","OOCLIGAM_03368","EDOOCNHK_03811","EPGMJAIH_03200","KAKEIGKK_04220","BJCDNGAK_00981","CBMIGGED_00900","CKPBCIPG_03744","HLBMAEJC_04194","NBIDCAIK_03671","IPNCOGLN_02774","FBMCJGKD_01084","LHJEBGDN_03165","JOANCMPL_04136"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"PPBHNLBG_04555","LJMMKEIG_00685","OOCLIGAM_04014","EDOOCNHK_02667","EPGMJAIH_03985","KAKEIGKK_03428","BJCDNGAK_00586","CBMIGGED_00505","CKPBCIPG_02892","HLBMAEJC_02964","NBIDCAIK_04271","IPNCOGLN_04437","FBMCJGKD_00688","LHJEBGDN_04225","JOANCMPL_03457"
"yjgN_1","","Inner membrane protein YjgN",905,905,1,1,4988,NA,NA,"",752,848,847,"PPBHNLBG_03034","LJMMKEIG_00861","OOCLIGAM_03587","EDOOCNHK_02223","EPGMJAIH_02980","KAKEIGKK_02649","BJCDNGAK_00762","CBMIGGED_00681","CKPBCIPG_01535","HLBMAEJC_01945","NBIDCAIK_02306","IPNCOGLN_04509","FBMCJGKD_00865","LHJEBGDN_01702","JOANCMPL_04530"
"group_1092","","hypothetical protein",905,905,1,1,2437,NA,NA,"",698,974,973,"PPBHNLBG_03738","LJMMKEIG_03391","OOCLIGAM_03303","EDOOCNHK_04439","EPGMJAIH_04609","KAKEIGKK_04514","BJCDNGAK_02801","CBMIGGED_03684","CKPBCIPG_04455","HLBMAEJC_04447","NBIDCAIK_04337","IPNCOGLN_04548","FBMCJGKD_04533","LHJEBGDN_04275","JOANCMPL_02277"
"aceB","","Malate synthase A",905,905,1,1,889,NA,NA,"",1298,1601,1598,"PPBHNLBG_04124","LJMMKEIG_01106","OOCLIGAM_03340","EDOOCNHK_03783","EPGMJAIH_03228","KAKEIGKK_04248","BJCDNGAK_01009","CBMIGGED_00928","CKPBCIPG_03716","HLBMAEJC_04431","NBIDCAIK_03699","IPNCOGLN_02802","FBMCJGKD_01112","LHJEBGDN_03193","JOANCMPL_04108"
"prr","","Gamma-aminobutyraldehyde dehydrogenase",905,905,1,1,3242,NA,NA,"",1397,1445,1424,"PPBHNLBG_00119","LJMMKEIG_02213","OOCLIGAM_00824","EDOOCNHK_01881","EPGMJAIH_01281","KAKEIGKK_00800","BJCDNGAK_01702","CBMIGGED_01060","CKPBCIPG_02258","HLBMAEJC_00737","NBIDCAIK_00555","IPNCOGLN_01432","FBMCJGKD_01391","LHJEBGDN_02987","JOANCMPL_00992"
"group_1135","","hypothetical protein",905,905,1,1,1575,NA,NA,"",953,3956,3869,"PPBHNLBG_01536","LJMMKEIG_03002","OOCLIGAM_02642","EDOOCNHK_02922","EPGMJAIH_02311","KAKEIGKK_02212","BJCDNGAK_03322","CBMIGGED_02437","CKPBCIPG_00713","HLBMAEJC_01539","NBIDCAIK_04154","IPNCOGLN_04294","FBMCJGKD_02603","LHJEBGDN_03931","JOANCMPL_04436"
"ybiT","","putative ABC transporter ATP-binding protein YbiT",905,905,1,1,4411,NA,NA,"",977,1595,1590,"PPBHNLBG_04283","LJMMKEIG_04360","OOCLIGAM_00071","EDOOCNHK_03389","EPGMJAIH_01082","KAKEIGKK_04125","BJCDNGAK_04384","CBMIGGED_00416","CKPBCIPG_04130","HLBMAEJC_03749","NBIDCAIK_03472","IPNCOGLN_00740","FBMCJGKD_04144","LHJEBGDN_03428","JOANCMPL_04232"
"ttdA_1","","L(+)-tartrate dehydratase subunit alpha",905,905,1,1,1199,NA,NA,"",617,854,843,"PPBHNLBG_03285","LJMMKEIG_04059","OOCLIGAM_03991","EDOOCNHK_04474","EPGMJAIH_03841","KAKEIGKK_04362","BJCDNGAK_03732","CBMIGGED_03898","CKPBCIPG_04508","HLBMAEJC_03965","NBIDCAIK_04509","IPNCOGLN_04144","FBMCJGKD_03666","LHJEBGDN_04373","JOANCMPL_03253"
"dtpA","","Dipeptide and tripeptide permease A",905,905,1,1,3083,NA,NA,"",938,1511,1504,"PPBHNLBG_01903","LJMMKEIG_03362","OOCLIGAM_02681","EDOOCNHK_01581","EPGMJAIH_02934","KAKEIGKK_02572","BJCDNGAK_02509","CBMIGGED_03066","CKPBCIPG_01734","HLBMAEJC_02237","NBIDCAIK_01396","IPNCOGLN_02258","FBMCJGKD_02255","LHJEBGDN_04197","JOANCMPL_01635"
"cfxP","","Phosphoribulokinase, plasmid",905,905,1,1,126,NA,NA,"",749,869,868,"PPBHNLBG_00531","LJMMKEIG_01457","OOCLIGAM_01378","EDOOCNHK_00573","EPGMJAIH_01574","KAKEIGKK_01350","BJCDNGAK_01076","CBMIGGED_01353","CKPBCIPG_00349","HLBMAEJC_00991","NBIDCAIK_00301","IPNCOGLN_01910","FBMCJGKD_02181","LHJEBGDN_00339","JOANCMPL_00798"
"nudE","","ADP compounds hydrolase NudE",905,905,1,1,161,NA,NA,"",563,596,563,"PPBHNLBG_00561","LJMMKEIG_01427","OOCLIGAM_01408","EDOOCNHK_00543","EPGMJAIH_01604","KAKEIGKK_01380","BJCDNGAK_01106","CBMIGGED_01383","CKPBCIPG_00319","HLBMAEJC_01021","NBIDCAIK_00271","IPNCOGLN_01880","FBMCJGKD_02151","LHJEBGDN_00369","JOANCMPL_00768"
"igaA","","Intracellular growth attenuator protein igaA",905,905,1,1,162,NA,NA,"",1997,2132,2131,"PPBHNLBG_00562","LJMMKEIG_01426","OOCLIGAM_01409","EDOOCNHK_00542","EPGMJAIH_01605","KAKEIGKK_01381","BJCDNGAK_01107","CBMIGGED_01384","CKPBCIPG_00318","HLBMAEJC_01022","NBIDCAIK_00270","IPNCOGLN_01879","FBMCJGKD_02150","LHJEBGDN_00370","JOANCMPL_00767"
"hslR","","Heat shock protein 15",905,905,1,1,164,NA,NA,"",326,401,400,"PPBHNLBG_00564","LJMMKEIG_01424","OOCLIGAM_01411","EDOOCNHK_00540","EPGMJAIH_01607","KAKEIGKK_01383","BJCDNGAK_01109","CBMIGGED_01386","CKPBCIPG_00316","HLBMAEJC_01024","NBIDCAIK_00268","IPNCOGLN_01877","FBMCJGKD_02148","LHJEBGDN_00372","JOANCMPL_00765"
"rhmR_1","","putative HTH-type transcriptional regulator RhmR",905,905,1,1,204,NA,NA,"",608,755,754,"PPBHNLBG_00600","LJMMKEIG_01388","OOCLIGAM_01447","EDOOCNHK_00504","EPGMJAIH_01643","KAKEIGKK_01419","BJCDNGAK_01145","CBMIGGED_01422","CKPBCIPG_00280","HLBMAEJC_01060","NBIDCAIK_00232","IPNCOGLN_01841","FBMCJGKD_02112","LHJEBGDN_00408","JOANCMPL_00729"
"malP_1","","Maltodextrin phosphorylase",905,905,1,1,205,NA,NA,"",2372,2447,2446,"PPBHNLBG_00601","LJMMKEIG_01387","OOCLIGAM_01448","EDOOCNHK_00503","EPGMJAIH_01644","KAKEIGKK_01420","BJCDNGAK_01146","CBMIGGED_01423","CKPBCIPG_00279","HLBMAEJC_01061","NBIDCAIK_00231","IPNCOGLN_01840","FBMCJGKD_02111","LHJEBGDN_00409","JOANCMPL_00728"
"yhhX","","putative oxidoreductase YhhX",905,905,1,1,216,NA,NA,"",500,1037,1036,"PPBHNLBG_00611","LJMMKEIG_01377","OOCLIGAM_01458","EDOOCNHK_00493","EPGMJAIH_01654","KAKEIGKK_01430","BJCDNGAK_01156","CBMIGGED_01433","CKPBCIPG_00269","HLBMAEJC_01071","NBIDCAIK_00221","IPNCOGLN_01830","FBMCJGKD_02101","LHJEBGDN_00419","JOANCMPL_00718"
"lacG","","Lactose transport system permease protein LacG",905,905,1,1,229,NA,NA,"",500,845,844,"PPBHNLBG_00622","LJMMKEIG_01366","OOCLIGAM_01469","EDOOCNHK_00482","EPGMJAIH_01665","KAKEIGKK_01441","BJCDNGAK_01167","CBMIGGED_01444","CKPBCIPG_00258","HLBMAEJC_01082","NBIDCAIK_00211","IPNCOGLN_01819","FBMCJGKD_02090","LHJEBGDN_00429","JOANCMPL_00707"
"pitA","","Low-affinity inorganic phosphate transporter 1",905,905,1,1,267,NA,NA,"",716,1496,1495,"PPBHNLBG_00656","LJMMKEIG_01332","OOCLIGAM_01503","EDOOCNHK_00448","EPGMJAIH_01699","KAKEIGKK_01475","BJCDNGAK_01201","CBMIGGED_01478","CKPBCIPG_00224","HLBMAEJC_01116","NBIDCAIK_00177","IPNCOGLN_01785","FBMCJGKD_02056","LHJEBGDN_00463","JOANCMPL_00673"
"uspB","","Universal stress protein B",905,905,1,1,268,NA,NA,"",242,335,334,"PPBHNLBG_00657","LJMMKEIG_01331","OOCLIGAM_01504","EDOOCNHK_00447","EPGMJAIH_01700","KAKEIGKK_01476","BJCDNGAK_01202","CBMIGGED_01479","CKPBCIPG_00223","HLBMAEJC_01117","NBIDCAIK_00176","IPNCOGLN_01784","FBMCJGKD_02055","LHJEBGDN_00464","JOANCMPL_00672"
"yhjE","","Inner membrane metabolite transport protein YhjE",905,905,1,1,288,NA,NA,"",1100,1322,1321,"PPBHNLBG_00676","LJMMKEIG_01312","OOCLIGAM_01523","EDOOCNHK_00428","EPGMJAIH_01719","KAKEIGKK_01495","BJCDNGAK_01221","CBMIGGED_01498","CKPBCIPG_00204","HLBMAEJC_01136","NBIDCAIK_00157","IPNCOGLN_01765","FBMCJGKD_02036","LHJEBGDN_00483","JOANCMPL_00653"
"group_1190","","hypothetical protein",905,905,1,1,289,NA,NA,"",1895,2060,2059,"PPBHNLBG_00677","LJMMKEIG_01311","OOCLIGAM_01524","EDOOCNHK_00427","EPGMJAIH_01720","KAKEIGKK_01496","BJCDNGAK_01222","CBMIGGED_01499","CKPBCIPG_00203","HLBMAEJC_01137","NBIDCAIK_00156","IPNCOGLN_01764","FBMCJGKD_02035","LHJEBGDN_00484","JOANCMPL_00652"
"bcsE","","Cyclic di-GMP binding protein BcsE",905,905,1,1,302,NA,NA,"",1445,1559,1555,"PPBHNLBG_00689","LJMMKEIG_01299","OOCLIGAM_01536","EDOOCNHK_00415","EPGMJAIH_01732","KAKEIGKK_01508","BJCDNGAK_01234","CBMIGGED_01511","CKPBCIPG_00191","HLBMAEJC_01149","NBIDCAIK_00144","IPNCOGLN_01752","FBMCJGKD_02023","LHJEBGDN_00496","JOANCMPL_00640"
"eptB","","Kdo(2)-lipid A phosphoethanolamine 7''-transferase",905,905,1,1,316,NA,NA,"",560,1691,1689,"PPBHNLBG_00703","LJMMKEIG_01285","OOCLIGAM_01550","EDOOCNHK_00401","EPGMJAIH_01746","KAKEIGKK_01522","BJCDNGAK_01248","CBMIGGED_01525","CKPBCIPG_00177","HLBMAEJC_01163","NBIDCAIK_00130","IPNCOGLN_01738","FBMCJGKD_02009","LHJEBGDN_00510","JOANCMPL_00626"
"lpfD_1","","putative minor fimbrial subunit LpfD",905,905,1,1,318,NA,NA,"",512,1079,1078,"PPBHNLBG_00705","LJMMKEIG_01283","OOCLIGAM_01552","EDOOCNHK_00399","EPGMJAIH_01748","KAKEIGKK_01524","BJCDNGAK_01250","CBMIGGED_01527","CKPBCIPG_00175","HLBMAEJC_01165","NBIDCAIK_00128","IPNCOGLN_01736","FBMCJGKD_02007","LHJEBGDN_00512","JOANCMPL_00624"
"group_1194","","hypothetical protein",905,905,1,1,319,NA,NA,"",2243,2297,2243,"PPBHNLBG_00706","LJMMKEIG_01282","OOCLIGAM_01553","EDOOCNHK_00398","EPGMJAIH_01749","KAKEIGKK_01525","BJCDNGAK_01251","CBMIGGED_01528","CKPBCIPG_00174","HLBMAEJC_01166","NBIDCAIK_00127","IPNCOGLN_01735","FBMCJGKD_02006","LHJEBGDN_00513","JOANCMPL_00623"
"yiaC","","Peptidyl-lysine N-acetyltransferase YiaC",905,905,1,1,326,NA,NA,"",170,440,439,"PPBHNLBG_00713","LJMMKEIG_01275","OOCLIGAM_01560","EDOOCNHK_00391","EPGMJAIH_01756","KAKEIGKK_01532","BJCDNGAK_01258","CBMIGGED_01535","CKPBCIPG_00167","HLBMAEJC_01173","NBIDCAIK_00120","IPNCOGLN_01728","FBMCJGKD_01999","LHJEBGDN_00520","JOANCMPL_00616"
"bisC","","Biotin sulfoxide reductase",905,905,1,1,327,NA,NA,"",479,2333,2328,"PPBHNLBG_00714","LJMMKEIG_01274","OOCLIGAM_01561","EDOOCNHK_00390","EPGMJAIH_01757","KAKEIGKK_01533","BJCDNGAK_01259","CBMIGGED_01536","CKPBCIPG_00166","HLBMAEJC_01174","NBIDCAIK_00119","IPNCOGLN_01727","FBMCJGKD_01998","LHJEBGDN_00521","JOANCMPL_00615"
"hyfA_3","","Hydrogenase-4 component A",905,905,1,1,348,NA,NA,"",473,581,473,"PPBHNLBG_00735","LJMMKEIG_01253","OOCLIGAM_01582","EDOOCNHK_00369","EPGMJAIH_01778","KAKEIGKK_01554","BJCDNGAK_01281","CBMIGGED_01557","CKPBCIPG_00145","HLBMAEJC_01195","NBIDCAIK_00098","IPNCOGLN_01706","FBMCJGKD_01976","LHJEBGDN_00543","JOANCMPL_00594"
"lyx","","L-xylulose/3-keto-L-gulonate kinase",905,905,1,1,356,NA,NA,"",1178,1496,1495,"PPBHNLBG_00743","LJMMKEIG_01245","OOCLIGAM_01590","EDOOCNHK_00361","EPGMJAIH_01786","KAKEIGKK_01562","BJCDNGAK_01289","CBMIGGED_01565","CKPBCIPG_00137","HLBMAEJC_01203","NBIDCAIK_00090","IPNCOGLN_01698","FBMCJGKD_01968","LHJEBGDN_00551","JOANCMPL_00586"
"selB","","Selenocysteine-specific elongation factor",905,905,1,1,366,NA,NA,"",1730,1850,1849,"PPBHNLBG_00751","LJMMKEIG_01237","OOCLIGAM_01598","EDOOCNHK_00353","EPGMJAIH_01794","KAKEIGKK_01570","BJCDNGAK_01297","CBMIGGED_01573","CKPBCIPG_00129","HLBMAEJC_01211","NBIDCAIK_00082","IPNCOGLN_01690","FBMCJGKD_01960","LHJEBGDN_00559","JOANCMPL_00578"
