"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR12882007","SRR5753175","SRR3664934","SRR2925325","SRR16351765","SRR13332091","SRR16499298","SRR8593407","SRR7866006","SRR12684670","SRR10708479","SRR15539657","SRR6933283","SRR22302513","SRR6377197"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"BAEDJFDI_02761","CCNGDKPC_03516","JKHLNKDO_03462","FIMGBLAB_03470","OFEDJLNE_04443","KPCNGNAN_01019","HOAOBIPK_02600","BOCEAPDL_03637","AMOILBEE_03893","DKGKHADO_04391","CGJEIPOG_04548","FPALJGMI_02667","CEGMLBDK_01968","KENEAJJP_04677","FOFKJFBP_04405"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"BAEDJFDI_04319","CCNGDKPC_03806","JKHLNKDO_03751","FIMGBLAB_03845","OFEDJLNE_04312","KPCNGNAN_03269","HOAOBIPK_03485","BOCEAPDL_03757","AMOILBEE_02942","DKGKHADO_04325","CGJEIPOG_04239","FPALJGMI_03236","CEGMLBDK_02311","KENEAJJP_04277","FOFKJFBP_04018"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"BAEDJFDI_04324","CCNGDKPC_03801","JKHLNKDO_03746","FIMGBLAB_03850","OFEDJLNE_04307","KPCNGNAN_03264","HOAOBIPK_03490","BOCEAPDL_03752","AMOILBEE_02947","DKGKHADO_04320","CGJEIPOG_04234","FPALJGMI_03241","CEGMLBDK_02316","KENEAJJP_04282","FOFKJFBP_04013"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"BAEDJFDI_04328","CCNGDKPC_03797","JKHLNKDO_03742","FIMGBLAB_03854","OFEDJLNE_04303","KPCNGNAN_03260","HOAOBIPK_03494","BOCEAPDL_03748","AMOILBEE_02951","DKGKHADO_04316","CGJEIPOG_04230","FPALJGMI_03245","CEGMLBDK_02320","KENEAJJP_04286","FOFKJFBP_04009"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"BAEDJFDI_04336","CCNGDKPC_03789","JKHLNKDO_03734","FIMGBLAB_03862","OFEDJLNE_04295","KPCNGNAN_03252","HOAOBIPK_03502","BOCEAPDL_03740","AMOILBEE_02959","DKGKHADO_04308","CGJEIPOG_04222","FPALJGMI_03253","CEGMLBDK_02328","KENEAJJP_04294","FOFKJFBP_04001"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"BAEDJFDI_04359","CCNGDKPC_03765","JKHLNKDO_03711","FIMGBLAB_03885","OFEDJLNE_04272","KPCNGNAN_03229","HOAOBIPK_03525","BOCEAPDL_03717","AMOILBEE_02982","DKGKHADO_04285","CGJEIPOG_04199","FPALJGMI_03276","CEGMLBDK_02351","KENEAJJP_04317","FOFKJFBP_03978"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"BAEDJFDI_04431","CCNGDKPC_04471","JKHLNKDO_04385","FIMGBLAB_04427","OFEDJLNE_04349","KPCNGNAN_04403","HOAOBIPK_04061","BOCEAPDL_04427","AMOILBEE_03595","DKGKHADO_04431","CGJEIPOG_04339","FPALJGMI_03705","CEGMLBDK_03093","KENEAJJP_04473","FOFKJFBP_04314"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"BAEDJFDI_00027","CCNGDKPC_01932","JKHLNKDO_00903","FIMGBLAB_01181","OFEDJLNE_03864","KPCNGNAN_03953","HOAOBIPK_04163","BOCEAPDL_01572","AMOILBEE_02859","DKGKHADO_04244","CGJEIPOG_03874","FPALJGMI_03749","CEGMLBDK_03190","KENEAJJP_04165","FOFKJFBP_01712"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"BAEDJFDI_00031","CCNGDKPC_01936","JKHLNKDO_00899","FIMGBLAB_01185","OFEDJLNE_03868","KPCNGNAN_03949","HOAOBIPK_04159","BOCEAPDL_01568","AMOILBEE_02855","DKGKHADO_04240","CGJEIPOG_03878","FPALJGMI_03753","CEGMLBDK_03194","KENEAJJP_04161","FOFKJFBP_01716"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"BAEDJFDI_00427","CCNGDKPC_02331","JKHLNKDO_00504","FIMGBLAB_01582","OFEDJLNE_01874","KPCNGNAN_01823","HOAOBIPK_01843","BOCEAPDL_01172","AMOILBEE_00974","DKGKHADO_02953","CGJEIPOG_02389","FPALJGMI_03963","CEGMLBDK_03668","KENEAJJP_04654","FOFKJFBP_02975"
