"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR12967766","SRR12424436","SRR2925328","SRR9228695","SRR18208211","SRR8365012","SRR5120844","SRR20710269","SRR5127030","SRR21685406","SRR11214360","SRR8136332","SRR10349492","SRR3115243","SRR15540727"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"CAGPIFPN_03356","PPBHNLBG_03789","GOAOFECE_02514","HCMOBCHA_02724","KAJODOAK_04514","BCGBLCGH_03682","HAPABBOH_03492","GAPFKBKF_04457","KIGFMGCD_03664","BMPEKIPN_03621","NLDBEFCM_04017","DFLMOKCK_04310","KLJODKPG_04581","OLMMPFKO_03742","GEAPDHMC_02975"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"CAGPIFPN_03731","PPBHNLBG_04408","GOAOFECE_02596","HCMOBCHA_03442","KAJODOAK_03576","BCGBLCGH_03802","HAPABBOH_03862","GAPFKBKF_03774","KIGFMGCD_04294","BMPEKIPN_02571","NLDBEFCM_04477","DFLMOKCK_04251","KLJODKPG_04076","OLMMPFKO_02048","GEAPDHMC_03611"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"CAGPIFPN_03736","PPBHNLBG_04403","GOAOFECE_02591","HCMOBCHA_03447","KAJODOAK_03581","BCGBLCGH_03797","HAPABBOH_03867","GAPFKBKF_03779","KIGFMGCD_04299","BMPEKIPN_02566","NLDBEFCM_04472","DFLMOKCK_04256","KLJODKPG_04081","OLMMPFKO_02053","GEAPDHMC_03616"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"CAGPIFPN_03740","PPBHNLBG_04399","GOAOFECE_02587","HCMOBCHA_03451","KAJODOAK_03585","BCGBLCGH_03793","HAPABBOH_03871","GAPFKBKF_03783","KIGFMGCD_04303","BMPEKIPN_02562","NLDBEFCM_04468","DFLMOKCK_04260","KLJODKPG_04085","OLMMPFKO_02057","GEAPDHMC_03620"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"CAGPIFPN_03748","PPBHNLBG_04391","GOAOFECE_02579","HCMOBCHA_03459","KAJODOAK_03593","BCGBLCGH_03785","HAPABBOH_03879","GAPFKBKF_03791","KIGFMGCD_04311","BMPEKIPN_02554","NLDBEFCM_04460","DFLMOKCK_04268","KLJODKPG_04093","OLMMPFKO_02065","GEAPDHMC_03628"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"CAGPIFPN_03771","PPBHNLBG_04368","GOAOFECE_02556","HCMOBCHA_03482","KAJODOAK_03616","BCGBLCGH_03762","HAPABBOH_03902","GAPFKBKF_03814","KIGFMGCD_04334","BMPEKIPN_02531","NLDBEFCM_04437","DFLMOKCK_04291","KLJODKPG_04116","OLMMPFKO_02088","GEAPDHMC_03651"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"CAGPIFPN_04533","PPBHNLBG_04500","GOAOFECE_04493","HCMOBCHA_04422","KAJODOAK_04118","BCGBLCGH_04472","HAPABBOH_04515","GAPFKBKF_04077","KIGFMGCD_04489","BMPEKIPN_04390","NLDBEFCM_04486","DFLMOKCK_04496","KLJODKPG_04389","OLMMPFKO_04355","GEAPDHMC_04056"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"CAGPIFPN_01140","PPBHNLBG_04100","GOAOFECE_00520","HCMOBCHA_03030","KAJODOAK_04170","BCGBLCGH_01573","HAPABBOH_01911","GAPFKBKF_03744","KIGFMGCD_01666","BMPEKIPN_03973","NLDBEFCM_00904","DFLMOKCK_01085","KLJODKPG_04046","OLMMPFKO_03952","GEAPDHMC_01286"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"CAGPIFPN_01144","PPBHNLBG_04096","GOAOFECE_00524","HCMOBCHA_03026","KAJODOAK_04174","BCGBLCGH_01568","HAPABBOH_01915","GAPFKBKF_03748","KIGFMGCD_01662","BMPEKIPN_03969","NLDBEFCM_00900","DFLMOKCK_01081","KLJODKPG_04050","OLMMPFKO_03948","GEAPDHMC_01282"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"CAGPIFPN_01539","PPBHNLBG_04555","GOAOFECE_00919","HCMOBCHA_03711","KAJODOAK_02008","BCGBLCGH_01173","HAPABBOH_02310","GAPFKBKF_04259","KIGFMGCD_01268","BMPEKIPN_03244","NLDBEFCM_00505","DFLMOKCK_00687","KLJODKPG_02545","OLMMPFKO_01086","GEAPDHMC_04327"
