"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR17982494","SRR20627744","SRR6489807","SRR5808938","SRR13389372","SRR6114323","SRR5238261","SRR13491585","SRR13336701","SRR20081443","SRR13956578","SRR6986337","SRR5459688","SRR13952811","SRR19401784"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"NPNLCJEB_00170","DJKEBPHO_01440","GJBOFOHE_01600","OFILLBBP_01318","LBGPHJOI_02741","NEIABCCD_02231","DPNGMLFD_00106","OEHEKBIJ_02613","POJMEPCE_00170","OFEJEDCK_01251","BHFGKGLE_00913","IDLPPAEN_00981","OKHPJLIN_02671","GMEKAENN_03428","BEDDGJCA_03227"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"NPNLCJEB_00166","DJKEBPHO_01436","GJBOFOHE_01604","OFILLBBP_01322","LBGPHJOI_02745","NEIABCCD_02227","DPNGMLFD_00102","OEHEKBIJ_02617","POJMEPCE_00166","OFEJEDCK_01255","BHFGKGLE_00909","IDLPPAEN_00977","OKHPJLIN_02675","GMEKAENN_03432","BEDDGJCA_03231"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"NPNLCJEB_00129","DJKEBPHO_01400","GJBOFOHE_01639","OFILLBBP_01359","LBGPHJOI_02782","NEIABCCD_02190","DPNGMLFD_00065","OEHEKBIJ_02654","POJMEPCE_00129","OFEJEDCK_01292","BHFGKGLE_00872","IDLPPAEN_00940","OKHPJLIN_02710","GMEKAENN_03469","BEDDGJCA_03268"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"NPNLCJEB_00092","DJKEBPHO_01363","GJBOFOHE_01676","OFILLBBP_01396","LBGPHJOI_02819","NEIABCCD_02153","DPNGMLFD_00028","OEHEKBIJ_02691","POJMEPCE_00092","OFEJEDCK_01329","BHFGKGLE_00835","IDLPPAEN_00903","OKHPJLIN_02747","GMEKAENN_03506","BEDDGJCA_03305"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"NPNLCJEB_03171","DJKEBPHO_02683","GJBOFOHE_03442","OFILLBBP_03506","LBGPHJOI_03019","NEIABCCD_03526","DPNGMLFD_02977","OEHEKBIJ_03573","POJMEPCE_03528","OFEJEDCK_03577","BHFGKGLE_03493","IDLPPAEN_03833","OKHPJLIN_04069","GMEKAENN_02934","BEDDGJCA_03496"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"NPNLCJEB_03161","DJKEBPHO_02693","GJBOFOHE_03452","OFILLBBP_03516","LBGPHJOI_03009","NEIABCCD_03536","DPNGMLFD_02987","OEHEKBIJ_03583","POJMEPCE_03538","OFEJEDCK_03567","BHFGKGLE_03503","IDLPPAEN_03843","OKHPJLIN_04079","GMEKAENN_02944","BEDDGJCA_03486"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"NPNLCJEB_03140","DJKEBPHO_02714","GJBOFOHE_03473","OFILLBBP_03537","LBGPHJOI_02988","NEIABCCD_03557","DPNGMLFD_03008","OEHEKBIJ_03604","POJMEPCE_03559","OFEJEDCK_03546","BHFGKGLE_03524","IDLPPAEN_03864","OKHPJLIN_02975","GMEKAENN_02965","BEDDGJCA_03465"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"NPNLCJEB_03139","DJKEBPHO_02715","GJBOFOHE_03474","OFILLBBP_03538","LBGPHJOI_02987","NEIABCCD_03558","DPNGMLFD_03009","OEHEKBIJ_03605","POJMEPCE_03560","OFEJEDCK_03545","BHFGKGLE_03525","IDLPPAEN_02647","OKHPJLIN_02974","GMEKAENN_02966","BEDDGJCA_03464"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"NPNLCJEB_03134","DJKEBPHO_02720","GJBOFOHE_03479","OFILLBBP_03543","LBGPHJOI_02982","NEIABCCD_03563","DPNGMLFD_03014","OEHEKBIJ_03610","POJMEPCE_03565","OFEJEDCK_03540","BHFGKGLE_03530","IDLPPAEN_02642","OKHPJLIN_02969","GMEKAENN_02971","BEDDGJCA_03459"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"NPNLCJEB_03109","DJKEBPHO_02745","GJBOFOHE_03504","OFILLBBP_03568","LBGPHJOI_02957","NEIABCCD_03588","DPNGMLFD_03039","OEHEKBIJ_03635","POJMEPCE_03590","OFEJEDCK_03515","BHFGKGLE_03555","IDLPPAEN_02617","OKHPJLIN_02944","GMEKAENN_02996","BEDDGJCA_03434"
"dld","","Quinone-dependent D-lactate dehydrogenase",664,664,1,1,6073,NA,NA,"",1310,1730,1728,"NPNLCJEB_03069","DJKEBPHO_02786","GJBOFOHE_03544","OFILLBBP_03608","LBGPHJOI_02917","NEIABCCD_03628","DPNGMLFD_03079","OEHEKBIJ_03675","POJMEPCE_03630","OFEJEDCK_03475","BHFGKGLE_03595","IDLPPAEN_02577","OKHPJLIN_02904","GMEKAENN_03036","BEDDGJCA_03394"
"bcr","","Bicyclomycin resistance protein",664,664,1,1,6014,NA,NA,"",884,1190,1187,"NPNLCJEB_03014","DJKEBPHO_02840","GJBOFOHE_03598","OFILLBBP_03662","LBGPHJOI_02862","NEIABCCD_03683","DPNGMLFD_03133","OEHEKBIJ_03729","POJMEPCE_03684","OFEJEDCK_03420","BHFGKGLE_03649","IDLPPAEN_02522","OKHPJLIN_02849","GMEKAENN_03090","BEDDGJCA_04489"
"dsbA_1","","hypothetical protein",664,664,1,1,3812,NA,NA,"",572,665,652,"NPNLCJEB_00945","DJKEBPHO_02106","GJBOFOHE_02044","OFILLBBP_01764","LBGPHJOI_00277","NEIABCCD_00762","DPNGMLFD_00881","OEHEKBIJ_01398","POJMEPCE_01431","OFEJEDCK_02182","BHFGKGLE_02064","IDLPPAEN_00277","OKHPJLIN_00168","GMEKAENN_00817","BEDDGJCA_01510"
"group_1104","","hypothetical protein",664,664,1,1,3273,NA,NA,"",935,1127,1093,"NPNLCJEB_01023","DJKEBPHO_02027","GJBOFOHE_02122","OFILLBBP_01842","LBGPHJOI_00355","NEIABCCD_00840","DPNGMLFD_00959","OEHEKBIJ_01320","POJMEPCE_01510","OFEJEDCK_02260","BHFGKGLE_01986","IDLPPAEN_00355","OKHPJLIN_00090","GMEKAENN_00896","BEDDGJCA_01588"
"deoA","","Thymidine phosphorylase",664,664,1,1,3268,NA,NA,"",1034,1322,1321,"NPNLCJEB_01028","DJKEBPHO_02022","GJBOFOHE_02127","OFILLBBP_01847","LBGPHJOI_00360","NEIABCCD_00845","DPNGMLFD_00964","OEHEKBIJ_01315","POJMEPCE_01515","OFEJEDCK_02265","BHFGKGLE_01981","IDLPPAEN_00360","OKHPJLIN_00085","GMEKAENN_00901","BEDDGJCA_01593"
"sfmH_1","","putative fimbrial-like protein SfmH",664,664,1,1,3210,NA,NA,"",812,1007,1006,"NPNLCJEB_01081","DJKEBPHO_01969","GJBOFOHE_02180","OFILLBBP_01900","LBGPHJOI_00413","NEIABCCD_00898","DPNGMLFD_01017","OEHEKBIJ_01262","POJMEPCE_01568","OFEJEDCK_02318","BHFGKGLE_01928","IDLPPAEN_00413","OKHPJLIN_00032","GMEKAENN_00954","BEDDGJCA_01646"
"assT_2","","Arylsulfate sulfotransferase AssT",664,664,1,1,3200,NA,NA,"",1529,1718,1717,"NPNLCJEB_01090","DJKEBPHO_01960","GJBOFOHE_02189","OFILLBBP_01909","LBGPHJOI_00422","NEIABCCD_00907","DPNGMLFD_01026","OEHEKBIJ_01253","POJMEPCE_01577","OFEJEDCK_02327","BHFGKGLE_01919","IDLPPAEN_00422","OKHPJLIN_00023","GMEKAENN_00963","BEDDGJCA_01655"
"ygcS","","Inner membrane metabolite transport protein YgcS",664,664,1,1,1328,NA,NA,"",464,1340,1337,"NPNLCJEB_03718","DJKEBPHO_03801","GJBOFOHE_04564","OFILLBBP_03847","LBGPHJOI_03482","NEIABCCD_03871","DPNGMLFD_03418","OEHEKBIJ_03919","POJMEPCE_04128","OFEJEDCK_04462","BHFGKGLE_03687","IDLPPAEN_03620","OKHPJLIN_03104","GMEKAENN_03745","BEDDGJCA_03617"
"btuB","","Vitamin B12 transporter BtuB",664,664,1,1,70,NA,NA,"",1412,1844,1843,"NPNLCJEB_03938","DJKEBPHO_03316","GJBOFOHE_04724","OFILLBBP_04201","LBGPHJOI_03901","NEIABCCD_04086","DPNGMLFD_03930","OEHEKBIJ_04279","POJMEPCE_04002","OFEJEDCK_04052","BHFGKGLE_04058","IDLPPAEN_03183","OKHPJLIN_04526","GMEKAENN_04105","BEDDGJCA_03981"
"group_1150","","hypothetical protein",664,664,1,1,187,NA,NA,"",578,1031,1024,"NPNLCJEB_04032","DJKEBPHO_03222","GJBOFOHE_04156","OFILLBBP_04107","LBGPHJOI_03995","NEIABCCD_04180","DPNGMLFD_03836","OEHEKBIJ_04185","POJMEPCE_03908","OFEJEDCK_04146","BHFGKGLE_04152","IDLPPAEN_03089","OKHPJLIN_03410","GMEKAENN_04011","BEDDGJCA_04075"
"fdoG_2","","Formate dehydrogenase-O major subunit",664,664,1,1,182,NA,NA,"",1373,2414,2410,"NPNLCJEB_04035","DJKEBPHO_03219","GJBOFOHE_04153","OFILLBBP_04104","LBGPHJOI_03998","NEIABCCD_04183","DPNGMLFD_03833","OEHEKBIJ_04182","POJMEPCE_03905","OFEJEDCK_04149","BHFGKGLE_04155","IDLPPAEN_03086","OKHPJLIN_03407","GMEKAENN_04008","BEDDGJCA_04078"
"relA","","GTP pyrophosphokinase",664,664,1,1,2763,NA,NA,"",1898,2234,2232,"NPNLCJEB_00272","DJKEBPHO_01542","GJBOFOHE_01498","OFILLBBP_01216","LBGPHJOI_02639","NEIABCCD_02333","DPNGMLFD_00208","OEHEKBIJ_02511","POJMEPCE_00272","OFEJEDCK_01149","BHFGKGLE_01015","IDLPPAEN_01083","OKHPJLIN_03486","GMEKAENN_01382","BEDDGJCA_03125"
"fucU","","L-fucose mutarotase",664,664,1,1,2787,NA,NA,"",404,467,422,"NPNLCJEB_00294","DJKEBPHO_01564","GJBOFOHE_01476","OFILLBBP_01194","LBGPHJOI_02617","NEIABCCD_02355","DPNGMLFD_00230","OEHEKBIJ_02489","POJMEPCE_00294","OFEJEDCK_01127","BHFGKGLE_01037","IDLPPAEN_01105","OKHPJLIN_03508","GMEKAENN_01360","BEDDGJCA_03103"
"kduI","","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase",664,664,1,1,2827,NA,NA,"",590,836,835,"NPNLCJEB_00335","DJKEBPHO_01605","GJBOFOHE_01435","OFILLBBP_01153","LBGPHJOI_02575","NEIABCCD_02396","DPNGMLFD_00271","OEHEKBIJ_02448","POJMEPCE_00336","OFEJEDCK_01085","BHFGKGLE_01078","IDLPPAEN_01146","OKHPJLIN_03548","GMEKAENN_01319","BEDDGJCA_03062"
"wecC","","UDP-N-acetyl-D-mannosamine dehydrogenase",664,664,1,1,1981,NA,NA,"",857,1262,1261,"NPNLCJEB_04260","DJKEBPHO_03938","GJBOFOHE_04272","OFILLBBP_04266","LBGPHJOI_04106","NEIABCCD_04251","DPNGMLFD_04084","OEHEKBIJ_04304","POJMEPCE_04223","OFEJEDCK_04257","BHFGKGLE_04263","IDLPPAEN_03754","OKHPJLIN_03710","GMEKAENN_04244","BEDDGJCA_04186"
"torT","","Periplasmic protein TorT",664,664,1,1,3985,NA,NA,"",890,1040,1039,"NPNLCJEB_04396","DJKEBPHO_04022","GJBOFOHE_04396","OFILLBBP_04295","LBGPHJOI_04135","NEIABCCD_04320","DPNGMLFD_04153","OEHEKBIJ_04428","POJMEPCE_04292","OFEJEDCK_04286","BHFGKGLE_04347","IDLPPAEN_03870","OKHPJLIN_03863","GMEKAENN_04368","BEDDGJCA_04270"
"hsrA","","putative transport protein HsrA",664,664,1,1,3923,NA,NA,"",710,1427,1423,"NPNLCJEB_04455","DJKEBPHO_03963","GJBOFOHE_04337","OFILLBBP_04354","LBGPHJOI_04194","NEIABCCD_04379","DPNGMLFD_04212","OEHEKBIJ_04369","POJMEPCE_04351","OFEJEDCK_04345","BHFGKGLE_04288","IDLPPAEN_03929","OKHPJLIN_03922","GMEKAENN_04309","BEDDGJCA_04211"
"hutU","","Urocanate hydratase",664,664,1,1,1422,NA,NA,"",983,1685,1682,"NPNLCJEB_02313","DJKEBPHO_04049","GJBOFOHE_03974","OFILLBBP_04404","LBGPHJOI_03681","NEIABCCD_00023","DPNGMLFD_04510","OEHEKBIJ_01208","POJMEPCE_00692","OFEJEDCK_01883","BHFGKGLE_01874","IDLPPAEN_03979","OKHPJLIN_03298","GMEKAENN_02514","BEDDGJCA_00770"
"ybhN","","Inner membrane protein YbhN",664,664,1,1,1444,NA,NA,"",800,962,961,"NPNLCJEB_02334","DJKEBPHO_04070","GJBOFOHE_03995","OFILLBBP_04383","LBGPHJOI_03660","NEIABCCD_00044","DPNGMLFD_02196","OEHEKBIJ_01187","POJMEPCE_00713","OFEJEDCK_01862","BHFGKGLE_01853","IDLPPAEN_03958","OKHPJLIN_03277","GMEKAENN_02535","BEDDGJCA_00791"
"rcnA","","Nickel/cobalt efflux system RcnA",664,664,1,1,2833,NA,NA,"",317,968,800,"NPNLCJEB_00341","DJKEBPHO_01611","GJBOFOHE_01429","OFILLBBP_01147","LBGPHJOI_02229","NEIABCCD_02731","DPNGMLFD_00277","OEHEKBIJ_03118","POJMEPCE_00342","OFEJEDCK_01079","BHFGKGLE_01084","IDLPPAEN_01809","OKHPJLIN_03554","GMEKAENN_01313","BEDDGJCA_02730"
"rlmF","","Ribosomal RNA large subunit methyltransferase F",664,664,1,1,1460,NA,NA,"",509,926,924,"NPNLCJEB_02348","DJKEBPHO_04084","GJBOFOHE_04009","OFILLBBP_04369","LBGPHJOI_03646","NEIABCCD_00058","DPNGMLFD_02210","OEHEKBIJ_01173","POJMEPCE_00727","OFEJEDCK_01848","BHFGKGLE_01839","IDLPPAEN_03944","OKHPJLIN_03263","GMEKAENN_02549","BEDDGJCA_00805"
"group_1197","","hypothetical protein",664,664,1,1,1190,NA,NA,"",362,689,625,"NPNLCJEB_03591","DJKEBPHO_03497","GJBOFOHE_03849","OFILLBBP_03718","LBGPHJOI_03351","NEIABCCD_03744","DPNGMLFD_03547","OEHEKBIJ_03790","POJMEPCE_04049","OFEJEDCK_03947","BHFGKGLE_03815","IDLPPAEN_03358","OKHPJLIN_04312","GMEKAENN_03617","BEDDGJCA_03743"
"yfcO","","putative protein YfcO",664,664,1,1,1194,NA,NA,"",734,842,841,"NPNLCJEB_03595","DJKEBPHO_03493","GJBOFOHE_03853","OFILLBBP_03722","LBGPHJOI_03355","NEIABCCD_03748","DPNGMLFD_03543","OEHEKBIJ_03794","POJMEPCE_04053","OFEJEDCK_03951","BHFGKGLE_03811","IDLPPAEN_03354","OKHPJLIN_04316","GMEKAENN_03621","BEDDGJCA_03739"
"group_1214","","putative protein",664,664,1,1,1597,NA,NA,"",176,590,589,"NPNLCJEB_04665","DJKEBPHO_04484","GJBOFOHE_04637","OFILLBBP_04534","LBGPHJOI_04518","NEIABCCD_04555","DPNGMLFD_04480","OEHEKBIJ_04595","POJMEPCE_04598","OFEJEDCK_04588","BHFGKGLE_04499","IDLPPAEN_04430","OKHPJLIN_04162","GMEKAENN_04519","BEDDGJCA_04528"
"group_1223","","hypothetical protein",664,664,1,1,1548,NA,NA,"",614,1124,1122,"NPNLCJEB_01119","DJKEBPHO_04563","GJBOFOHE_02218","OFILLBBP_01938","LBGPHJOI_04579","NEIABCCD_04635","DPNGMLFD_04521","OEHEKBIJ_02080","POJMEPCE_04645","OFEJEDCK_04616","BHFGKGLE_04513","IDLPPAEN_04466","OKHPJLIN_04534","GMEKAENN_04547","BEDDGJCA_04542"
"group_1259","","hypothetical protein",664,664,1,1,4344,NA,NA,"",695,3683,3662,"NPNLCJEB_02201","DJKEBPHO_03085","GJBOFOHE_02895","OFILLBBP_02435","LBGPHJOI_01305","NEIABCCD_01971","DPNGMLFD_02090","OEHEKBIJ_02353","POJMEPCE_02642","OFEJEDCK_02986","BHFGKGLE_02946","IDLPPAEN_03493","OKHPJLIN_00534","GMEKAENN_00090","BEDDGJCA_02133"
"ftsP","","Cell division protein FtsP",664,664,1,1,2989,NA,NA,"",764,1418,1411,"NPNLCJEB_00492","DJKEBPHO_01762","GJBOFOHE_01278","OFILLBBP_00996","LBGPHJOI_02078","NEIABCCD_02882","DPNGMLFD_00428","OEHEKBIJ_03269","POJMEPCE_00493","OFEJEDCK_00928","BHFGKGLE_01235","IDLPPAEN_01658","OKHPJLIN_01594","GMEKAENN_01162","BEDDGJCA_02881"
"metE","","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase",664,664,1,1,2019,NA,NA,"",1277,2270,2261,"NPNLCJEB_04218","DJKEBPHO_03896","GJBOFOHE_04314","OFILLBBP_04224","LBGPHJOI_04064","NEIABCCD_04293","DPNGMLFD_04126","OEHEKBIJ_04346","POJMEPCE_04265","OFEJEDCK_04215","BHFGKGLE_04221","IDLPPAEN_03712","OKHPJLIN_03752","GMEKAENN_04286","BEDDGJCA_04144"
"hisJ","","Histidine-binding periplasmic protein",664,664,1,1,4099,NA,NA,"",374,788,781,"NPNLCJEB_02030","DJKEBPHO_01218","GJBOFOHE_02724","OFILLBBP_02605","LBGPHJOI_01475","NEIABCCD_01800","DPNGMLFD_01920","OEHEKBIJ_02185","POJMEPCE_02471","OFEJEDCK_02815","BHFGKGLE_02776","IDLPPAEN_02962","OKHPJLIN_00705","GMEKAENN_02696","BEDDGJCA_02303"
"group_1314","","hypothetical protein",664,664,1,1,3756,NA,NA,"",860,1061,1054,"NPNLCJEB_03533","DJKEBPHO_02394","GJBOFOHE_02997","OFILLBBP_03020","LBGPHJOI_01586","NEIABCCD_02414","DPNGMLFD_03383","OEHEKBIJ_03105","POJMEPCE_03049","OFEJEDCK_03392","BHFGKGLE_03048","IDLPPAEN_02781","OKHPJLIN_04335","GMEKAENN_04651","BEDDGJCA_02414"
"rbsR","","Ribose operon repressor",664,664,1,1,3924,NA,NA,"",599,1001,988,"NPNLCJEB_04454","DJKEBPHO_03964","GJBOFOHE_04338","OFILLBBP_04353","LBGPHJOI_04193","NEIABCCD_04378","DPNGMLFD_04211","OEHEKBIJ_04370","POJMEPCE_04350","OFEJEDCK_04344","BHFGKGLE_04289","IDLPPAEN_03928","OKHPJLIN_03921","GMEKAENN_04310","BEDDGJCA_04212"
"mrdA_1","","Peptidoglycan D,D-transpeptidase MrdA",664,664,1,1,4800,NA,NA,"",878,1871,1869,"NPNLCJEB_04158","DJKEBPHO_03692","GJBOFOHE_00245","OFILLBBP_00445","LBGPHJOI_03267","NEIABCCD_00447","DPNGMLFD_03970","OEHEKBIJ_00784","POJMEPCE_01116","OFEJEDCK_01459","BHFGKGLE_01450","IDLPPAEN_04250","OKHPJLIN_02077","GMEKAENN_00503","BEDDGJCA_01195"
"uspC","","Universal stress protein C",664,664,1,1,4783,NA,NA,"",428,521,428,"NPNLCJEB_04142","DJKEBPHO_03708","GJBOFOHE_00229","OFILLBBP_00461","LBGPHJOI_03251","NEIABCCD_00431","DPNGMLFD_03986","OEHEKBIJ_00800","POJMEPCE_01100","OFEJEDCK_01475","BHFGKGLE_01466","IDLPPAEN_04235","OKHPJLIN_02093","GMEKAENN_00487","BEDDGJCA_01179"
