"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR5000752","SRR6933279","SRR9228697","SRR15613191","SRR12212542","SRR11488857","SRR9228705","SRR8263929","SRR10574793","SRR8556308","SRR11833400","SRR16563004","SRR21743229","SRR14166967","SRR5583276"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"HAENEGMC_03631","HDGFOJNE_02335","DEMHPGAA_00887","JJPDBKIH_04502","JPKCFODP_04458","LLOJCCKC_04316","EHDJCFCL_04575","LHINIOFH_04470","PPMBELFI_02811","LNFCPOOP_04019","LIDABMPL_03891","FBPIHKNG_03483","FFEDGELG_04502","ONJIMPBK_03721","HGLIDODJ_04530"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"HAENEGMC_03837","HDGFOJNE_03037","DEMHPGAA_04385","JJPDBKIH_03650","JPKCFODP_03956","LLOJCCKC_03993","EHDJCFCL_04255","LHINIOFH_03618","PPMBELFI_03499","LNFCPOOP_03355","LIDABMPL_03768","FBPIHKNG_03873","FFEDGELG_03815","ONJIMPBK_04167","HGLIDODJ_03446"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"HAENEGMC_03842","HDGFOJNE_03042","DEMHPGAA_04390","JJPDBKIH_03645","JPKCFODP_03951","LLOJCCKC_03998","EHDJCFCL_04260","LHINIOFH_03623","PPMBELFI_03504","LNFCPOOP_03360","LIDABMPL_03773","FBPIHKNG_03878","FFEDGELG_03810","ONJIMPBK_04172","HGLIDODJ_03451"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"HAENEGMC_03846","HDGFOJNE_03046","DEMHPGAA_04394","JJPDBKIH_03641","JPKCFODP_03947","LLOJCCKC_04002","EHDJCFCL_04264","LHINIOFH_03627","PPMBELFI_03508","LNFCPOOP_03364","LIDABMPL_03777","FBPIHKNG_03882","FFEDGELG_03806","ONJIMPBK_04176","HGLIDODJ_03455"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"HAENEGMC_03854","HDGFOJNE_03054","DEMHPGAA_04402","JJPDBKIH_03633","JPKCFODP_03939","LLOJCCKC_04010","EHDJCFCL_04272","LHINIOFH_03635","PPMBELFI_03516","LNFCPOOP_03372","LIDABMPL_03785","FBPIHKNG_03890","FFEDGELG_03798","ONJIMPBK_04184","HGLIDODJ_03463"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"HAENEGMC_03877","HDGFOJNE_03077","DEMHPGAA_04425","JJPDBKIH_03610","JPKCFODP_03916","LLOJCCKC_04033","EHDJCFCL_04295","LHINIOFH_03658","PPMBELFI_03539","LNFCPOOP_03395","LIDABMPL_03808","FBPIHKNG_03913","FFEDGELG_03775","ONJIMPBK_04207","HGLIDODJ_03486"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"HAENEGMC_04419","HDGFOJNE_03520","DEMHPGAA_04475","JJPDBKIH_03982","JPKCFODP_04530","LLOJCCKC_04536","EHDJCFCL_04317","LHINIOFH_04407","PPMBELFI_04410","LNFCPOOP_04359","LIDABMPL_04201","FBPIHKNG_04162","FFEDGELG_04153","ONJIMPBK_04366","HGLIDODJ_04386"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"HAENEGMC_00905","HDGFOJNE_03009","DEMHPGAA_02936","JJPDBKIH_04054","JPKCFODP_02498","LLOJCCKC_00412","EHDJCFCL_02864","LHINIOFH_04294","PPMBELFI_00693","LNFCPOOP_03727","LIDABMPL_04280","FBPIHKNG_03845","FFEDGELG_03734","ONJIMPBK_03339","HGLIDODJ_02862"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"HAENEGMC_00901","HDGFOJNE_03005","DEMHPGAA_02940","JJPDBKIH_04050","JPKCFODP_02494","LLOJCCKC_00408","EHDJCFCL_02860","LHINIOFH_04298","PPMBELFI_00697","LNFCPOOP_03731","LIDABMPL_04276","FBPIHKNG_03841","FFEDGELG_03730","ONJIMPBK_03343","HGLIDODJ_02866"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"HAENEGMC_00504","HDGFOJNE_04040","DEMHPGAA_03775","JJPDBKIH_04206","JPKCFODP_03646","LLOJCCKC_00019","EHDJCFCL_03332","LHINIOFH_01243","PPMBELFI_01092","LNFCPOOP_01762","LIDABMPL_02034","FBPIHKNG_02999","FFEDGELG_02592","ONJIMPBK_03591","HGLIDODJ_03715"
"yjgN_1","","Inner membrane protein YjgN",905,905,1,1,4988,NA,NA,"",752,848,847,"HAENEGMC_00680","HDGFOJNE_04172","DEMHPGAA_03159","JJPDBKIH_04329","JPKCFODP_02276","LLOJCCKC_00190","EHDJCFCL_02641","LHINIOFH_01419","PPMBELFI_00916","LNFCPOOP_01939","LIDABMPL_04410","FBPIHKNG_04489","FFEDGELG_02070","ONJIMPBK_02822","HGLIDODJ_04595"
"group_1092","","hypothetical protein",905,905,1,1,2437,NA,NA,"",698,974,973,"HAENEGMC_03683","HDGFOJNE_04205","DEMHPGAA_00836","JJPDBKIH_04287","JPKCFODP_04407","LLOJCCKC_04512","EHDJCFCL_04439","LHINIOFH_04622","PPMBELFI_02863","LNFCPOOP_04430","LIDABMPL_04388","FBPIHKNG_04432","FFEDGELG_04288","ONJIMPBK_04534","HGLIDODJ_04325"
"aceB","","Malate synthase A",905,905,1,1,889,NA,NA,"",1298,1601,1598,"HAENEGMC_00929","HDGFOJNE_03033","DEMHPGAA_02912","JJPDBKIH_04352","JPKCFODP_02522","LLOJCCKC_00436","EHDJCFCL_02888","LHINIOFH_04270","PPMBELFI_00669","LNFCPOOP_03703","LIDABMPL_04328","FBPIHKNG_03869","FFEDGELG_03758","ONJIMPBK_03315","HGLIDODJ_02838"
"prr","","Gamma-aminobutyraldehyde dehydrogenase",905,905,1,1,3242,NA,NA,"",1397,1445,1424,"HAENEGMC_01060","HDGFOJNE_02955","DEMHPGAA_00131","JJPDBKIH_03562","JPKCFODP_00891","LLOJCCKC_00715","EHDJCFCL_01282","LHINIOFH_00545","PPMBELFI_01240","LNFCPOOP_01225","LIDABMPL_01252","FBPIHKNG_00131","FFEDGELG_02241","ONJIMPBK_00691","HGLIDODJ_00944"
"group_1135","","hypothetical protein",905,905,1,1,1575,NA,NA,"",953,3956,3869,"HAENEGMC_02430","HDGFOJNE_04000","DEMHPGAA_04217","JJPDBKIH_04019","JPKCFODP_02554","LLOJCCKC_04170","EHDJCFCL_04077","LHINIOFH_02376","PPMBELFI_02906","LNFCPOOP_01444","LIDABMPL_03619","FBPIHKNG_04243","FFEDGELG_03955","ONJIMPBK_01767","HGLIDODJ_02207"
"ybiT","","putative ABC transporter ATP-binding protein YbiT",905,905,1,1,4411,NA,NA,"",977,1595,1590,"HAENEGMC_00415","HDGFOJNE_02717","DEMHPGAA_04383","JJPDBKIH_03240","JPKCFODP_02950","LLOJCCKC_03916","EHDJCFCL_01081","LHINIOFH_04179","PPMBELFI_04222","LNFCPOOP_04256","LIDABMPL_03701","FBPIHKNG_03756","FFEDGELG_03420","ONJIMPBK_04101","HGLIDODJ_01881"
"ttdA_1","","L(+)-tartrate dehydratase subunit alpha",905,905,1,1,1199,NA,NA,"",617,854,843,"HAENEGMC_03896","HDGFOJNE_04376","DEMHPGAA_03612","JJPDBKIH_04376","JPKCFODP_04389","LLOJCCKC_04494","EHDJCFCL_03310","LHINIOFH_04367","PPMBELFI_03558","LNFCPOOP_04319","LIDABMPL_04435","FBPIHKNG_04527","FFEDGELG_04366","ONJIMPBK_04267","HGLIDODJ_03505"
"dtpA","","Dipeptide and tripeptide permease A",905,905,1,1,3083,NA,NA,"",938,1511,1504,"HAENEGMC_03065","HDGFOJNE_03814","DEMHPGAA_02579","JJPDBKIH_00010","JPKCFODP_01895","LLOJCCKC_00854","EHDJCFCL_02293","LHINIOFH_03005","PPMBELFI_02571","LNFCPOOP_02406","LIDABMPL_01718","FBPIHKNG_02260","FFEDGELG_01316","ONJIMPBK_02454","HGLIDODJ_02517"
"cfxP","","Phosphoribulokinase, plasmid",905,905,1,1,126,NA,NA,"",749,869,868,"HAENEGMC_01353","HDGFOJNE_00298","DEMHPGAA_02505","JJPDBKIH_00972","JPKCFODP_01178","LLOJCCKC_03723","EHDJCFCL_01575","LHINIOFH_01970","PPMBELFI_01865","LNFCPOOP_00349","LIDABMPL_03965","FBPIHKNG_01225","FFEDGELG_03641","ONJIMPBK_01182","HGLIDODJ_01746"
"nudE","","ADP compounds hydrolase NudE",905,905,1,1,161,NA,NA,"",563,596,563,"HAENEGMC_01383","HDGFOJNE_00328","DEMHPGAA_02475","JJPDBKIH_01002","JPKCFODP_01208","LLOJCCKC_03753","EHDJCFCL_01605","LHINIOFH_01940","PPMBELFI_01835","LNFCPOOP_00319","LIDABMPL_00581","FBPIHKNG_01255","FFEDGELG_00813","ONJIMPBK_01212","HGLIDODJ_01716"
"igaA","","Intracellular growth attenuator protein igaA",905,905,1,1,162,NA,NA,"",1997,2132,2131,"HAENEGMC_01384","HDGFOJNE_00329","DEMHPGAA_02474","JJPDBKIH_01003","JPKCFODP_01209","LLOJCCKC_03754","EHDJCFCL_01606","LHINIOFH_01939","PPMBELFI_01834","LNFCPOOP_00318","LIDABMPL_00580","FBPIHKNG_01256","FFEDGELG_00812","ONJIMPBK_01213","HGLIDODJ_01715"
"hslR","","Heat shock protein 15",905,905,1,1,164,NA,NA,"",326,401,400,"HAENEGMC_01386","HDGFOJNE_00331","DEMHPGAA_02472","JJPDBKIH_01005","JPKCFODP_01211","LLOJCCKC_03756","EHDJCFCL_01608","LHINIOFH_01937","PPMBELFI_01832","LNFCPOOP_00316","LIDABMPL_00578","FBPIHKNG_01258","FFEDGELG_00810","ONJIMPBK_01215","HGLIDODJ_01713"
"rhmR_1","","putative HTH-type transcriptional regulator RhmR",905,905,1,1,204,NA,NA,"",608,755,754,"HAENEGMC_01422","HDGFOJNE_00367","DEMHPGAA_02436","JJPDBKIH_01041","JPKCFODP_01247","LLOJCCKC_04109","EHDJCFCL_01644","LHINIOFH_01901","PPMBELFI_01796","LNFCPOOP_00280","LIDABMPL_00542","FBPIHKNG_01294","FFEDGELG_00774","ONJIMPBK_01251","HGLIDODJ_01677"
"malP_1","","Maltodextrin phosphorylase",905,905,1,1,205,NA,NA,"",2372,2447,2446,"HAENEGMC_01423","HDGFOJNE_00368","DEMHPGAA_02435","JJPDBKIH_01042","JPKCFODP_01248","LLOJCCKC_04110","EHDJCFCL_01645","LHINIOFH_01900","PPMBELFI_01795","LNFCPOOP_00279","LIDABMPL_00541","FBPIHKNG_01295","FFEDGELG_00773","ONJIMPBK_01252","HGLIDODJ_01676"
