"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR6676541","SRR13282232","SRR14547574","SRR17905988","SRR8793567","SRR5125979","SRR20627744","SRR13645953","SRR6114323","SRR18230186","SRR14883317","SRR21232321","SRR6870784","SRR7348276","SRR14345228"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"JFPNDOCC_00916","CDFNJLDE_00170","IEFPPKBL_02178","GABEMMHM_00499","BFPHMHNP_01238","JKDALNPM_01448","DJKEBPHO_01440","CNLCAMAD_00498","NEIABCCD_02231","NMCBMHBI_01241","PDCLLHKJ_01303","OJMGOFLO_00170","FNEODMHJ_00918","MLENEPKJ_01418","PGJECOOO_00170"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"JFPNDOCC_00912","CDFNJLDE_00166","IEFPPKBL_02182","GABEMMHM_00503","BFPHMHNP_01234","JKDALNPM_01452","DJKEBPHO_01436","CNLCAMAD_00502","NEIABCCD_02227","NMCBMHBI_01245","PDCLLHKJ_01307","OJMGOFLO_00166","FNEODMHJ_00914","MLENEPKJ_01414","PGJECOOO_00166"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"JFPNDOCC_00875","CDFNJLDE_00129","IEFPPKBL_02219","GABEMMHM_00540","BFPHMHNP_01197","JKDALNPM_01489","DJKEBPHO_01400","CNLCAMAD_00539","NEIABCCD_02190","NMCBMHBI_01282","PDCLLHKJ_01344","OJMGOFLO_00129","FNEODMHJ_00877","MLENEPKJ_01378","PGJECOOO_00129"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"JFPNDOCC_00838","CDFNJLDE_00092","IEFPPKBL_02256","GABEMMHM_00577","BFPHMHNP_02074","JKDALNPM_01526","DJKEBPHO_01363","CNLCAMAD_00576","NEIABCCD_02153","NMCBMHBI_01319","PDCLLHKJ_01381","OJMGOFLO_00092","FNEODMHJ_00840","MLENEPKJ_01341","PGJECOOO_00092"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"JFPNDOCC_03526","CDFNJLDE_03243","IEFPPKBL_02848","GABEMMHM_03235","BFPHMHNP_03971","JKDALNPM_03346","DJKEBPHO_02683","CNLCAMAD_03184","NEIABCCD_03526","NMCBMHBI_03568","PDCLLHKJ_02639","OJMGOFLO_02485","FNEODMHJ_03108","MLENEPKJ_02947","PGJECOOO_02607"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"JFPNDOCC_03536","CDFNJLDE_03233","IEFPPKBL_02838","GABEMMHM_03245","BFPHMHNP_03981","JKDALNPM_03336","DJKEBPHO_02693","CNLCAMAD_03194","NEIABCCD_03536","NMCBMHBI_03558","PDCLLHKJ_02629","OJMGOFLO_02475","FNEODMHJ_03098","MLENEPKJ_02957","PGJECOOO_02617"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"JFPNDOCC_03557","CDFNJLDE_03212","IEFPPKBL_02817","GABEMMHM_03266","BFPHMHNP_03547","JKDALNPM_03315","DJKEBPHO_02714","CNLCAMAD_03215","NEIABCCD_03557","NMCBMHBI_03537","PDCLLHKJ_02608","OJMGOFLO_02454","FNEODMHJ_03077","MLENEPKJ_02978","PGJECOOO_02638"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"JFPNDOCC_03558","CDFNJLDE_03211","IEFPPKBL_02816","GABEMMHM_03267","BFPHMHNP_03546","JKDALNPM_03314","DJKEBPHO_02715","CNLCAMAD_03216","NEIABCCD_03558","NMCBMHBI_03536","PDCLLHKJ_02607","OJMGOFLO_02453","FNEODMHJ_03076","MLENEPKJ_02979","PGJECOOO_02639"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"JFPNDOCC_03563","CDFNJLDE_03206","IEFPPKBL_02811","GABEMMHM_03272","BFPHMHNP_03541","JKDALNPM_03309","DJKEBPHO_02720","CNLCAMAD_03221","NEIABCCD_03563","NMCBMHBI_03531","PDCLLHKJ_02602","OJMGOFLO_02448","FNEODMHJ_03071","MLENEPKJ_02984","PGJECOOO_02644"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"JFPNDOCC_03588","CDFNJLDE_03181","IEFPPKBL_02786","GABEMMHM_03297","BFPHMHNP_02599","JKDALNPM_03284","DJKEBPHO_02745","CNLCAMAD_03246","NEIABCCD_03588","NMCBMHBI_03506","PDCLLHKJ_02577","OJMGOFLO_02423","FNEODMHJ_03046","MLENEPKJ_03009","PGJECOOO_02669"
"dld","","Quinone-dependent D-lactate dehydrogenase",664,664,1,1,6073,NA,NA,"",1310,1730,1728,"JFPNDOCC_03628","CDFNJLDE_03141","IEFPPKBL_02746","GABEMMHM_03337","BFPHMHNP_01385","JKDALNPM_03244","DJKEBPHO_02786","CNLCAMAD_03286","NEIABCCD_03628","NMCBMHBI_03466","PDCLLHKJ_02537","OJMGOFLO_02383","FNEODMHJ_03006","MLENEPKJ_03049","PGJECOOO_02709"
"bcr","","Bicyclomycin resistance protein",664,664,1,1,6014,NA,NA,"",884,1190,1187,"JFPNDOCC_03682","CDFNJLDE_03086","IEFPPKBL_02691","GABEMMHM_03391","BFPHMHNP_00761","JKDALNPM_03189","DJKEBPHO_02840","CNLCAMAD_03340","NEIABCCD_03683","NMCBMHBI_03411","PDCLLHKJ_02482","OJMGOFLO_02328","FNEODMHJ_02951","MLENEPKJ_03103","PGJECOOO_02763"
"dsbA_1","","hypothetical protein",664,664,1,1,3812,NA,NA,"",572,665,652,"JFPNDOCC_02177","CDFNJLDE_01322","IEFPPKBL_03638","GABEMMHM_01928","BFPHMHNP_04418","JKDALNPM_01785","DJKEBPHO_02106","CNLCAMAD_01322","NEIABCCD_00762","NMCBMHBI_02064","PDCLLHKJ_03183","OJMGOFLO_02893","FNEODMHJ_02466","MLENEPKJ_02654","PGJECOOO_03231"
"group_1104","","hypothetical protein",664,664,1,1,3273,NA,NA,"",935,1127,1093,"JFPNDOCC_02255","CDFNJLDE_01243","IEFPPKBL_03560","GABEMMHM_02007","BFPHMHNP_02557","JKDALNPM_01707","DJKEBPHO_02027","CNLCAMAD_01243","NEIABCCD_00840","NMCBMHBI_01986","PDCLLHKJ_03105","OJMGOFLO_02971","FNEODMHJ_02544","MLENEPKJ_04105","PGJECOOO_03309"
"deoA","","Thymidine phosphorylase",664,664,1,1,3268,NA,NA,"",1034,1322,1321,"JFPNDOCC_02260","CDFNJLDE_01238","IEFPPKBL_03555","GABEMMHM_02012","BFPHMHNP_02562","JKDALNPM_01702","DJKEBPHO_02022","CNLCAMAD_01238","NEIABCCD_00845","NMCBMHBI_01981","PDCLLHKJ_03100","OJMGOFLO_02976","FNEODMHJ_02549","MLENEPKJ_04100","PGJECOOO_03314"
"sfmH_1","","putative fimbrial-like protein SfmH",664,664,1,1,3210,NA,NA,"",812,1007,1006,"JFPNDOCC_02313","CDFNJLDE_01185","IEFPPKBL_03502","GABEMMHM_02065","BFPHMHNP_04089","JKDALNPM_01649","DJKEBPHO_01969","CNLCAMAD_01185","NEIABCCD_00898","NMCBMHBI_01928","PDCLLHKJ_03046","OJMGOFLO_03029","FNEODMHJ_02602","MLENEPKJ_04047","PGJECOOO_03367"
"assT_2","","Arylsulfate sulfotransferase AssT",664,664,1,1,3200,NA,NA,"",1529,1718,1717,"JFPNDOCC_02322","CDFNJLDE_01176","IEFPPKBL_03493","GABEMMHM_02074","BFPHMHNP_04489","JKDALNPM_01640","DJKEBPHO_01960","CNLCAMAD_01176","NEIABCCD_00907","NMCBMHBI_01919","PDCLLHKJ_03037","OJMGOFLO_03038","FNEODMHJ_02611","MLENEPKJ_04038","PGJECOOO_03376"
