"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR8078634","SRR8310781","SRR8707448","SRR17066833","SRR16502245","SRR7063136","SRR10493606","SRR6330514","SRR14565486","SRR12194052","SRR9228695","SRR21909373","SRR13114563","SRR11396153","SRR3476440"
"group_1006","","hypothetical protein",905,905,1,1,2498,NA,NA,"",1823,2168,2165,"MJDFNMAK_03002","AGAGBDIC_02887","LHDAAHOH_03256","JDFFCJCG_04564","LGNAIPKH_04464","OGENDNJM_03746","EPFGCDOM_04430","LJMMKEIG_03443","DOKFBFDC_04497","HDCOILLI_04491","HCMOBCHA_02724","AEBLINEJ_04371","KOOCAMAC_03365","PGEHJNFF_04194","CBDHOLDK_03309"
"papC_3","","Outer membrane usher protein PapC",905,905,1,1,997,NA,NA,"",2057,2657,2656,"MJDFNMAK_04371","AGAGBDIC_04330","LHDAAHOH_03595","JDFFCJCG_03253","LGNAIPKH_03707","OGENDNJM_02550","EPFGCDOM_01229","LJMMKEIG_03819","DOKFBFDC_03633","HDCOILLI_04258","HCMOBCHA_03442","AEBLINEJ_04252","KOOCAMAC_03729","PGEHJNFF_02835","CBDHOLDK_03701"
"yfcO","","putative protein YfcO",905,905,1,1,992,NA,NA,"",734,842,841,"MJDFNMAK_04376","AGAGBDIC_04325","LHDAAHOH_03590","JDFFCJCG_03248","LGNAIPKH_03712","OGENDNJM_02555","EPFGCDOM_01224","LJMMKEIG_03824","DOKFBFDC_03638","HDCOILLI_04253","HCMOBCHA_03447","AEBLINEJ_04257","KOOCAMAC_03734","PGEHJNFF_02840","CBDHOLDK_03696"
"group_1013","","hypothetical protein",905,905,1,1,988,NA,NA,"",362,689,622,"MJDFNMAK_04380","AGAGBDIC_04321","LHDAAHOH_03586","JDFFCJCG_03244","LGNAIPKH_03716","OGENDNJM_02559","EPFGCDOM_01220","LJMMKEIG_03828","DOKFBFDC_03642","HDCOILLI_04249","HCMOBCHA_03451","AEBLINEJ_04261","KOOCAMAC_03738","PGEHJNFF_02844","CBDHOLDK_03692"
"abaF","","Fosfomycin resistance protein AbaF",905,905,1,1,979,NA,NA,"",803,1301,804,"MJDFNMAK_04388","AGAGBDIC_04313","LHDAAHOH_03578","JDFFCJCG_03236","LGNAIPKH_03724","OGENDNJM_02567","EPFGCDOM_01212","LJMMKEIG_03836","DOKFBFDC_03650","HDCOILLI_04241","HCMOBCHA_03459","AEBLINEJ_04269","KOOCAMAC_03746","PGEHJNFF_02852","CBDHOLDK_03684"
"ldcC","","Constitutive lysine decarboxylase",905,905,1,1,956,NA,NA,"",1370,2141,2139,"MJDFNMAK_04411","AGAGBDIC_04290","LHDAAHOH_03555","JDFFCJCG_03213","LGNAIPKH_03747","OGENDNJM_02590","EPFGCDOM_01189","LJMMKEIG_03859","DOKFBFDC_03673","HDCOILLI_04218","HCMOBCHA_03482","AEBLINEJ_04292","KOOCAMAC_03769","PGEHJNFF_02875","CBDHOLDK_03661"
"group_1042","","putative signaling protein",905,905,1,1,1158,NA,NA,"",1100,2099,2097,"MJDFNMAK_04461","AGAGBDIC_04414","LHDAAHOH_04552","JDFFCJCG_04427","LGNAIPKH_04050","OGENDNJM_04365","EPFGCDOM_03830","LJMMKEIG_04466","DOKFBFDC_04063","HDCOILLI_04348","HCMOBCHA_04422","AEBLINEJ_04411","KOOCAMAC_04357","PGEHJNFF_04298","CBDHOLDK_04552"
"malG","","Maltose/maltodextrin transport system permease protein MalG",905,905,1,1,913,NA,NA,"",515,890,889,"MJDFNMAK_01063","AGAGBDIC_03184","LHDAAHOH_01441","JDFFCJCG_00848","LGNAIPKH_03622","OGENDNJM_04427","EPFGCDOM_02722","LJMMKEIG_01082","DOKFBFDC_04117","HDCOILLI_01223","HCMOBCHA_03030","AEBLINEJ_02493","KOOCAMAC_01506","PGEHJNFF_03618","CBDHOLDK_01928"
"lamB","","Maltoporin",905,905,1,1,4755,NA,NA,"",644,1358,1347,"MJDFNMAK_01059","AGAGBDIC_03180","LHDAAHOH_01445","JDFFCJCG_00852","LGNAIPKH_03626","OGENDNJM_03909","EPFGCDOM_02718","LJMMKEIG_01078","DOKFBFDC_04121","HDCOILLI_01219","HCMOBCHA_03026","AEBLINEJ_02497","KOOCAMAC_01502","PGEHJNFF_03614","CBDHOLDK_01932"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",905,905,1,1,5840,NA,NA,"",965,1190,1189,"MJDFNMAK_00664","AGAGBDIC_03448","LHDAAHOH_01841","JDFFCJCG_01248","LGNAIPKH_04269","OGENDNJM_02945","EPFGCDOM_04202","LJMMKEIG_00685","DOKFBFDC_04362","HDCOILLI_02524","HCMOBCHA_03711","AEBLINEJ_03140","KOOCAMAC_01108","PGEHJNFF_03703","CBDHOLDK_02329"
