"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR6870569","SRR6813640","SRR8888394","SRR16089886","SRR13421831","SRR10972601","SRR13245352","SRR4420897","SRR21708462","SRR10115349","SRR8979003","SRR16206617","SRR19879364","SRR13483608","SRR13687525"
"fhlA","","Formate hydrogenlyase transcriptional activator",664,664,1,1,2654,NA,NA,"",1163,2078,2076,"PHPFIIFP_01266","DHDCGHOK_00170","AFCGJCLL_03298","ADAOHJNI_01287","NBAJOLEI_00500","FMGMBNOC_00915","EMLDKIEK_00170","DDPCJJMO_01448","AOENIADP_01361","NLBFDHAP_00986","HINMANHJ_01119","OOMPOFNA_00849","NOCBEKGM_00499","MMBENACN_00500","OLOCOOOF_00170"
"hypB","","Hydrogenase maturation factor HypB",664,664,1,1,2649,NA,NA,"",545,872,871,"PHPFIIFP_01270","DHDCGHOK_00166","AFCGJCLL_03302","ADAOHJNI_01291","NBAJOLEI_00504","FMGMBNOC_00911","EMLDKIEK_00166","DDPCJJMO_01452","AOENIADP_01357","NLBFDHAP_00982","HINMANHJ_01115","OOMPOFNA_00845","NOCBEKGM_00503","MMBENACN_00504","OLOCOOOF_00166"
"yqaA","","Inner membrane protein YqaA",664,664,1,1,2616,NA,NA,"",281,425,424,"PHPFIIFP_01305","DHDCGHOK_00129","AFCGJCLL_04120","ADAOHJNI_01328","NBAJOLEI_00541","FMGMBNOC_00874","EMLDKIEK_00129","DDPCJJMO_01489","AOENIADP_01320","NLBFDHAP_04492","HINMANHJ_01078","OOMPOFNA_00808","NOCBEKGM_00540","MMBENACN_00541","OLOCOOOF_00129"
"tctD","","Transcriptional regulatory protein tctD",664,664,1,1,2577,NA,NA,"",332,674,673,"PHPFIIFP_01342","DHDCGHOK_00092","AFCGJCLL_01757","ADAOHJNI_01365","NBAJOLEI_00578","FMGMBNOC_00837","EMLDKIEK_00092","DDPCJJMO_01526","AOENIADP_01283","NLBFDHAP_04455","HINMANHJ_01041","OOMPOFNA_00771","NOCBEKGM_00577","MMBENACN_00578","OLOCOOOF_00092"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",664,664,1,1,5916,NA,NA,"",626,914,913,"PHPFIIFP_02778","DHDCGHOK_03493","AFCGJCLL_04279","ADAOHJNI_03166","NBAJOLEI_03200","FMGMBNOC_03528","EMLDKIEK_03255","DDPCJJMO_03679","AOENIADP_03488","NLBFDHAP_03546","HINMANHJ_03631","OOMPOFNA_03501","NOCBEKGM_03530","MMBENACN_02684","OLOCOOOF_03022"
"wzzB","","Chain length determinant protein",664,664,1,1,5926,NA,NA,"",743,983,982,"PHPFIIFP_02768","DHDCGHOK_03483","AFCGJCLL_04289","ADAOHJNI_03176","NBAJOLEI_03210","FMGMBNOC_03538","EMLDKIEK_03265","DDPCJJMO_03689","AOENIADP_03478","NLBFDHAP_03536","HINMANHJ_03621","OOMPOFNA_03491","NOCBEKGM_03540","MMBENACN_02694","OLOCOOOF_03032"
"group_1037","","hypothetical protein",664,664,1,1,5953,NA,NA,"",1004,1403,1402,"PHPFIIFP_02747","DHDCGHOK_03462","AFCGJCLL_01921","ADAOHJNI_03197","NBAJOLEI_03231","FMGMBNOC_03559","EMLDKIEK_03286","DDPCJJMO_03710","AOENIADP_02425","NLBFDHAP_03515","HINMANHJ_03600","OOMPOFNA_03470","NOCBEKGM_03561","MMBENACN_02715","OLOCOOOF_03053"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",664,664,1,1,5954,NA,NA,"",281,1220,1218,"PHPFIIFP_02746","DHDCGHOK_03461","AFCGJCLL_01922","ADAOHJNI_03198","NBAJOLEI_03232","FMGMBNOC_03560","EMLDKIEK_03287","DDPCJJMO_03711","AOENIADP_02424","NLBFDHAP_03514","HINMANHJ_03599","OOMPOFNA_03469","NOCBEKGM_03562","MMBENACN_02716","OLOCOOOF_03054"
"manC1","","Mannose-1-phosphate guanylyltransferase 1",664,664,1,1,5960,NA,NA,"",1073,1436,1433,"PHPFIIFP_02741","DHDCGHOK_03456","AFCGJCLL_01927","ADAOHJNI_03203","NBAJOLEI_03237","FMGMBNOC_03565","EMLDKIEK_03292","DDPCJJMO_03716","AOENIADP_02419","NLBFDHAP_03509","HINMANHJ_03594","OOMPOFNA_03464","NOCBEKGM_03567","MMBENACN_02721","OLOCOOOF_03059"
"mdtB","","Multidrug resistance protein MdtB",664,664,1,1,6116,NA,NA,"",494,3122,3116,"PHPFIIFP_02716","DHDCGHOK_03431","AFCGJCLL_01952","ADAOHJNI_03228","NBAJOLEI_03262","FMGMBNOC_03590","EMLDKIEK_03317","DDPCJJMO_03741","AOENIADP_02394","NLBFDHAP_03484","HINMANHJ_03569","OOMPOFNA_03439","NOCBEKGM_03592","MMBENACN_02746","OLOCOOOF_03084"
